Datetime (UTC),P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m
2023-10-25 18:00:00,0.0,0.0,0.0,0.0,0.0,10.88,3.45
2023-10-25 19:00:00,0.0,0.0,0.0,0.0,0.0,10.63,2.62
2023-10-25 20:00:00,0.0,0.0,0.0,0.0,0.0,10.74,2.14
2023-10-25 21:00:00,0.0,0.0,0.0,0.0,0.0,10.84,1.86
2023-10-25 22:00:00,0.0,0.0,0.0,0.0,0.0,10.8,1.79
2023-10-25 23:00:00,0.0,0.0,0.0,0.0,0.0,10.82,2.55
2023-10-26 00:00:00,0.0,0.0,0.0,0.0,0.0,10.73,3.93
2023-10-26 01:00:00,0.0,0.0,0.0,0.0,0.0,10.78,4.21
2023-10-26 02:00:00,0.0,0.0,0.0,0.0,0.0,10.51,4.76
2023-10-26 03:00:00,0.0,0.0,0.0,0.0,0.0,10.21,4.41
2023-10-26 04:00:00,0.0,0.0,0.0,0.0,0.0,9.86,4.48
2023-10-26 05:00:00,0.0,0.0,0.0,0.0,0.0,9.59,4.41
2023-10-26 06:00:00,0.21,0.0,6.11,0.09,3.61,9.48,4.21
2023-10-26 07:00:00,15.96,0.0,31.16,0.47,11.66,9.52,3.93
2023-10-26 08:00:00,53.18,0.0,77.0,1.16,18.42,9.73,3.45
2023-10-26 09:00:00,79.12,0.0,107.09,1.61,23.39,10.15,3.59
2023-10-26 10:00:00,93.02,0.0,122.96,1.85,26.08,10.49,4.48
2023-10-26 11:00:00,101.98,0.0,133.3,2.0,26.16,10.77,4.21
2023-10-26 12:00:00,82.64,0.0,111.59,1.68,23.63,11.28,3.93
2023-10-26 13:00:00,54.57,0.0,79.18,1.19,18.78,11.48,3.24
2023-10-26 14:00:00,30.27,0.0,49.89,0.75,12.11,11.54,2.83
2023-10-26 15:00:00,7.25,0.0,18.95,0.28,4.13,11.34,2.21
2023-10-26 16:00:00,0.0,0.0,0.0,0.0,0.0,10.69,1.72
2023-10-26 17:00:00,0.0,0.0,0.0,0.0,0.0,9.69,1.59
2023-10-26 18:00:00,0.0,0.0,0.0,0.0,0.0,8.63,1.31
2023-10-26 19:00:00,0.0,0.0,0.0,0.0,0.0,8.96,1.1
2023-10-26 20:00:00,0.0,0.0,0.0,0.0,0.0,9.33,0.76
2023-10-26 21:00:00,0.0,0.0,0.0,0.0,0.0,9.93,0.48
2023-10-26 22:00:00,0.0,0.0,0.0,0.0,0.0,9.0,0.76
2023-10-26 23:00:00,0.0,0.0,0.0,0.0,0.0,8.66,0.83
2023-10-27 00:00:00,0.0,0.0,0.0,0.0,0.0,8.48,1.03
2023-10-27 01:00:00,0.0,0.0,0.0,0.0,0.0,8.78,0.97
2023-10-27 02:00:00,0.0,0.0,0.0,0.0,0.0,8.88,0.9
2023-10-27 03:00:00,0.0,0.0,0.0,0.0,0.0,9.14,0.9
2023-10-27 04:00:00,0.0,0.0,0.0,0.0,0.0,9.22,0.83
2023-10-27 05:00:00,0.0,0.0,0.0,0.0,0.0,9.25,0.83
2023-10-27 06:00:00,0.03,0.0,5.62,0.08,3.34,9.25,0.69
2023-10-27 07:00:00,13.4,0.0,27.64,0.42,11.37,8.85,0.83
2023-10-27 08:00:00,35.53,0.0,55.95,0.84,18.12,9.12,0.83
2023-10-27 09:00:00,45.64,0.0,68.21,1.02,23.07,9.63,1.1
2023-10-27 10:00:00,52.95,0.0,76.95,1.16,25.75,9.97,1.38
2023-10-27 11:00:00,56.61,0.0,81.32,1.22,25.82,10.3,1.66
2023-10-27 12:00:00,28.07,0.0,46.99,0.71,23.29,10.58,1.72
2023-10-27 13:00:00,26.99,0.0,45.61,0.69,18.46,10.43,1.93
2023-10-27 14:00:00,12.96,0.0,27.15,0.41,11.81,10.14,2.76
2023-10-27 15:00:00,1.09,0.0,8.16,0.12,3.84,10.01,3.45
2023-10-27 16:00:00,0.0,0.0,0.0,0.0,0.0,9.67,3.38
2023-10-27 17:00:00,0.0,0.0,0.0,0.0,0.0,9.44,3.59
2023-10-27 18:00:00,0.0,0.0,0.0,0.0,0.0,9.33,3.66
2023-10-27 19:00:00,0.0,0.0,0.0,0.0,0.0,9.4,3.86
2023-10-27 20:00:00,0.0,0.0,0.0,0.0,0.0,9.41,3.72
2023-10-27 21:00:00,0.0,0.0,0.0,0.0,0.0,9.15,3.79
2023-10-27 22:00:00,0.0,0.0,0.0,0.0,0.0,8.86,3.66
2023-10-27 23:00:00,0.0,0.0,0.0,0.0,0.0,8.74,3.31
2023-10-28 00:00:00,0.0,0.0,0.0,0.0,0.0,8.57,2.97
2023-10-28 01:00:00,0.0,0.0,0.0,0.0,0.0,8.54,2.76
2023-10-28 02:00:00,0.0,0.0,0.0,0.0,0.0,8.64,2.76
2023-10-28 03:00:00,0.0,0.0,0.0,0.0,0.0,8.81,2.83
2023-10-28 04:00:00,0.0,0.0,0.0,0.0,0.0,9.05,3.1
2023-10-28 05:00:00,0.0,0.0,0.0,0.0,0.0,9.12,3.38
2023-10-28 06:00:00,0.0,0.0,5.08,0.08,3.07,9.07,3.79
2023-10-28 07:00:00,23.46,0.0,40.88,0.61,11.09,9.14,3.86
2023-10-28 08:00:00,47.95,0.0,70.75,1.06,17.81,9.56,4.34
2023-10-28 09:00:00,59.16,0.0,84.08,1.26,22.75,10.36,5.1
2023-10-28 10:00:00,65.04,0.0,91.08,1.37,25.41,10.85,4.9
2023-10-28 11:00:00,78.33,0.0,106.55,1.6,25.49,11.12,4.14
2023-10-28 12:00:00,81.62,0.0,110.43,1.66,22.96,11.37,4.14
2023-10-28 13:00:00,61.04,0.0,86.67,1.3,18.15,11.34,3.93
2023-10-28 14:00:00,42.08,0.0,64.33,0.97,11.51,11.63,3.66
2023-10-28 15:00:00,6.56,0.0,17.88,0.27,3.56,11.45,3.52
2023-10-28 16:00:00,0.0,0.0,0.0,0.0,0.0,10.46,3.24
2023-10-28 17:00:00,0.0,0.0,0.0,0.0,0.0,10.21,3.38
2023-10-28 18:00:00,0.0,0.0,0.0,0.0,0.0,9.76,3.24
2023-10-28 19:00:00,0.0,0.0,0.0,0.0,0.0,9.3,3.31
2023-10-28 20:00:00,0.0,0.0,0.0,0.0,0.0,9.32,3.24
2023-10-28 21:00:00,0.0,0.0,0.0,0.0,0.0,9.56,3.31
2023-10-28 22:00:00,0.0,0.0,0.0,0.0,0.0,9.47,3.38
2023-10-28 23:00:00,0.0,0.0,0.0,0.0,0.0,9.4,3.45
2023-10-29 00:00:00,0.0,0.0,0.0,0.0,0.0,9.79,3.59
2023-10-29 01:00:00,0.0,0.0,0.0,0.0,0.0,10.2,3.79
2023-10-29 02:00:00,0.0,0.0,0.0,0.0,0.0,10.36,4.0
2023-10-29 03:00:00,0.0,0.0,0.0,0.0,0.0,10.67,4.28
2023-10-29 04:00:00,0.0,0.0,0.0,0.0,0.0,10.86,4.41
2023-10-29 05:00:00,0.0,0.0,0.0,0.0,0.0,10.86,4.28
2023-10-29 06:00:00,4.91,0.0,15.2,0.23,2.81,10.91,4.41
2023-10-29 07:00:00,27.55,0.0,46.37,0.7,10.8,11.18,5.66
2023-10-29 08:00:00,58.28,0.0,83.42,1.25,17.51,11.52,5.79
2023-10-29 09:00:00,111.37,0.0,144.36,2.17,22.43,11.87,5.59
2023-10-29 10:00:00,135.81,0.0,172.54,2.59,25.08,12.56,5.1
2023-10-29 11:00:00,128.68,0.0,165.14,2.48,25.15,13.44,4.83
2023-10-29 12:00:00,93.35,0.0,125.06,1.88,22.64,13.92,4.9
2023-10-29 13:00:00,51.13,0.0,75.66,1.14,17.84,13.57,5.17
2023-10-29 14:00:00,31.69,0.0,51.94,0.78,11.22,13.12,4.14
2023-10-29 15:00:00,4.6,0.0,14.8,0.22,3.28,13.13,4.69
2023-10-29 16:00:00,0.0,0.0,0.0,0.0,0.0,12.93,5.17
2023-10-29 17:00:00,0.0,0.0,0.0,0.0,0.0,12.28,5.45
2023-10-29 18:00:00,0.0,0.0,0.0,0.0,0.0,12.15,5.45
2023-10-29 19:00:00,0.0,0.0,0.0,0.0,0.0,12.23,4.62
2023-10-29 20:00:00,0.0,0.0,0.0,0.0,0.0,12.04,4.55
2023-10-29 21:00:00,0.0,0.0,0.0,0.0,0.0,11.89,4.62
2023-10-29 22:00:00,0.0,0.0,0.0,0.0,0.0,11.81,4.9
2023-10-29 23:00:00,0.0,0.0,0.0,0.0,0.0,11.85,4.97
2023-10-30 00:00:00,0.0,0.0,0.0,0.0,0.0,11.7,4.83
2023-10-30 01:00:00,0.0,0.0,0.0,0.0,0.0,11.55,4.69
2023-10-30 02:00:00,0.0,0.0,0.0,0.0,0.0,11.33,4.34
2023-10-30 03:00:00,0.0,0.0,0.0,0.0,0.0,11.21,4.21
2023-10-30 04:00:00,0.0,0.0,0.0,0.0,0.0,11.15,4.07
2023-10-30 05:00:00,0.0,0.0,0.0,0.0,0.0,10.93,3.86
2023-10-30 06:00:00,0.84,0.0,7.62,0.11,2.54,10.6,3.45
2023-10-30 07:00:00,17.55,0.0,33.44,0.5,10.52,10.83,4.07
2023-10-30 08:00:00,34.85,0.0,55.46,0.83,17.21,11.28,4.21
2023-10-30 09:00:00,78.72,0.0,107.27,1.61,22.11,11.7,4.07
2023-10-30 10:00:00,100.57,0.0,132.72,1.99,24.75,12.37,3.38
2023-10-30 11:00:00,68.2,0.0,95.76,1.44,24.82,13.14,3.1
2023-10-30 12:00:00,54.56,0.0,80.12,1.2,22.32,14.52,3.66
2023-10-30 13:00:00,70.71,0.0,99.55,1.5,17.53,15.37,3.66
2023-10-30 14:00:00,36.0,0.0,57.87,0.87,10.93,15.56,2.83
2023-10-30 15:00:00,5.48,0.0,16.36,0.25,3.01,14.96,2.55
2023-10-30 16:00:00,0.0,0.0,0.0,0.0,0.0,13.8,2.48
2023-10-30 17:00:00,0.0,0.0,0.0,0.0,0.0,13.25,2.55
2023-10-30 18:00:00,0.0,0.0,0.0,0.0,0.0,12.97,2.55
2023-10-30 19:00:00,0.0,0.0,0.0,0.0,0.0,12.5,1.66
2023-10-30 20:00:00,0.0,0.0,0.0,0.0,0.0,11.78,1.17
2023-10-30 21:00:00,0.0,0.0,0.0,0.0,0.0,11.5,0.69
2023-10-30 22:00:00,0.0,0.0,0.0,0.0,0.0,11.95,0.41
2023-10-30 23:00:00,0.0,0.0,0.0,0.0,0.0,10.89,1.1
2023-10-31 00:00:00,0.0,0.0,0.0,0.0,0.0,11.36,2.07
2023-10-31 01:00:00,0.0,0.0,0.0,0.0,0.0,11.65,3.1
2023-10-31 02:00:00,0.0,0.0,0.0,0.0,0.0,11.59,4.21
2023-10-31 03:00:00,0.0,0.0,0.0,0.0,0.0,11.19,4.83
2023-10-31 04:00:00,0.0,0.0,0.0,0.0,0.0,10.83,5.17
2023-10-31 05:00:00,0.0,0.0,0.0,0.0,0.0,10.35,5.52
2023-10-31 06:00:00,1.21,0.0,8.43,0.13,2.28,9.79,5.24
2023-10-31 07:00:00,32.69,0.0,52.47,0.79,10.24,9.77,5.38
2023-10-31 08:00:00,61.35,0.0,86.36,1.3,16.91,9.74,6.0
2023-10-31 09:00:00,68.69,0.0,94.92,1.43,21.8,10.05,6.14
2023-10-31 10:00:00,83.71,0.0,112.22,1.69,24.42,10.4,5.93
2023-10-31 11:00:00,89.08,0.0,118.5,1.78,24.5,10.78,5.79
2023-10-31 12:00:00,72.78,0.0,100.13,1.5,22.0,11.3,5.72
2023-10-31 13:00:00,53.7,0.0,78.07,1.17,17.23,11.54,5.59
2023-10-31 14:00:00,29.57,0.0,49.0,0.74,10.64,11.63,4.9
2023-10-31 15:00:00,3.56,0.0,12.93,0.19,2.74,11.33,4.14
2023-10-31 16:00:00,0.0,0.0,0.0,0.0,0.0,10.6,3.72
2023-10-31 17:00:00,0.0,0.0,0.0,0.0,0.0,10.06,3.52
2023-10-31 18:00:00,0.0,0.0,0.0,0.0,0.0,9.66,3.24
2023-10-31 19:00:00,0.0,0.0,0.0,0.0,0.0,9.49,3.38
2023-10-31 20:00:00,0.0,0.0,0.0,0.0,0.0,9.22,3.17
2023-10-31 21:00:00,0.0,0.0,0.0,0.0,0.0,8.91,3.17
2023-10-31 22:00:00,0.0,0.0,0.0,0.0,0.0,8.58,3.03
2023-10-31 23:00:00,0.0,0.0,0.0,0.0,0.0,8.62,3.45
2023-11-01 00:00:00,0.0,0.0,0.0,0.0,0.0,8.83,4.0
2023-11-01 01:00:00,0.0,0.0,0.0,0.0,0.0,9.16,4.0
2023-11-01 02:00:00,0.0,0.0,0.0,0.0,0.0,9.46,3.66
2023-11-01 03:00:00,0.0,0.0,0.0,0.0,0.0,9.58,3.45
2023-11-01 04:00:00,0.0,0.0,0.0,0.0,0.0,9.38,3.38
2023-11-01 05:00:00,0.0,0.0,0.0,0.0,0.0,9.41,3.45
2023-11-01 06:00:00,0.43,0.0,6.64,0.1,2.01,9.33,3.24
2023-11-01 07:00:00,14.74,0.0,29.51,0.44,9.96,9.5,3.1
2023-11-01 08:00:00,32.65,0.0,52.52,0.79,16.62,10.04,3.52
2023-11-01 09:00:00,75.24,0.0,102.81,1.54,21.48,10.66,4.21
2023-11-01 10:00:00,96.07,0.0,127.11,1.91,24.1,11.59,3.72
2023-11-01 11:00:00,106.52,0.0,139.32,2.09,24.17,12.47,4.83
2023-11-01 12:00:00,89.26,0.0,119.93,1.8,21.69,13.04,4.69
2023-11-01 13:00:00,72.44,0.0,100.8,1.51,16.93,13.68,4.55
2023-11-01 14:00:00,38.24,0.0,60.19,0.9,10.36,13.74,3.79
2023-11-01 15:00:00,3.79,0.0,13.42,0.2,2.47,13.23,3.17
2023-11-01 16:00:00,0.0,0.0,0.0,0.0,0.0,12.34,3.24
2023-11-01 17:00:00,0.0,0.0,0.0,0.0,0.0,12.0,3.66
2023-11-01 18:00:00,0.0,0.0,0.0,0.0,0.0,12.04,4.0
2023-11-01 19:00:00,0.0,0.0,0.0,0.0,0.0,12.09,4.07
2023-11-01 20:00:00,0.0,0.0,0.0,0.0,0.0,12.11,4.34
2023-11-01 21:00:00,0.0,0.0,0.0,0.0,0.0,11.9,4.41
2023-11-01 22:00:00,0.0,0.0,0.0,0.0,0.0,11.09,4.34
2023-11-01 23:00:00,0.0,0.0,0.0,0.0,0.0,10.66,4.28
2023-11-02 00:00:00,0.0,0.0,0.0,0.0,0.0,10.12,3.86
2023-11-02 01:00:00,0.0,0.0,0.0,0.0,0.0,9.44,3.45
2023-11-02 02:00:00,0.0,0.0,0.0,0.0,0.0,8.83,3.38
2023-11-02 03:00:00,0.0,0.0,0.0,0.0,0.0,8.63,3.45
2023-11-02 04:00:00,0.0,0.0,0.0,0.0,0.0,8.41,3.59
2023-11-02 05:00:00,0.0,0.0,0.0,0.0,0.0,8.36,3.86
2023-11-02 06:00:00,0.13,0.0,5.88,0.09,1.75,8.89,4.21
2023-11-02 07:00:00,17.42,0.0,33.13,0.5,9.69,9.65,4.76
2023-11-02 08:00:00,49.09,0.0,72.22,1.09,16.32,10.15,5.52
2023-11-02 09:00:00,88.84,0.0,118.1,1.77,21.17,10.64,6.55
2023-11-02 10:00:00,84.95,0.0,113.87,1.71,23.78,11.05,6.76
2023-11-02 11:00:00,103.23,0.0,134.91,2.03,23.86,11.45,5.59
2023-11-02 12:00:00,74.49,0.0,102.41,1.54,21.38,11.78,4.34
2023-11-02 13:00:00,61.82,0.0,87.74,1.32,16.64,11.86,4.34
2023-11-02 14:00:00,22.16,0.0,39.63,0.6,10.09,12.01,5.79
2023-11-02 15:00:00,1.19,0.0,8.43,0.13,2.21,11.83,5.17
2023-11-02 16:00:00,0.0,0.0,0.0,0.0,0.0,11.55,5.03
2023-11-02 17:00:00,0.0,0.0,0.0,0.0,0.0,11.35,5.03
2023-11-02 18:00:00,0.0,0.0,0.0,0.0,0.0,11.01,4.55
2023-11-02 19:00:00,0.0,0.0,0.0,0.0,0.0,10.22,4.9
2023-11-02 20:00:00,0.0,0.0,0.0,0.0,0.0,10.08,4.62
2023-11-02 21:00:00,0.0,0.0,0.0,0.0,0.0,9.81,4.28
2023-11-02 22:00:00,0.0,0.0,0.0,0.0,0.0,9.46,4.28
2023-11-02 23:00:00,0.0,0.0,0.0,0.0,0.0,8.91,4.0
2023-11-03 00:00:00,0.0,0.0,0.0,0.0,0.0,8.34,4.07
2023-11-03 01:00:00,0.0,0.0,0.0,0.0,0.0,7.7,4.14
2023-11-03 02:00:00,0.0,0.0,0.0,0.0,0.0,7.09,3.79
2023-11-03 03:00:00,0.0,0.0,0.0,0.0,0.0,6.72,3.52
2023-11-03 04:00:00,0.0,0.0,0.0,0.0,0.0,6.41,3.66
2023-11-03 05:00:00,0.0,0.0,0.0,0.0,0.0,6.69,4.21
2023-11-03 06:00:00,1.85,0.0,9.63,0.14,1.49,6.92,4.41
2023-11-03 07:00:00,25.2,0.0,42.62,0.64,9.41,6.21,3.72
2023-11-03 08:00:00,61.86,0.0,86.18,1.29,16.03,7.13,3.59
2023-11-03 09:00:00,91.48,0.0,120.02,1.8,20.87,8.44,6.34
2023-11-03 10:00:00,90.19,0.0,118.9,1.79,23.47,9.12,6.28
2023-11-03 11:00:00,81.8,0.0,109.72,1.65,23.54,9.6,5.45
2023-11-03 12:00:00,51.66,0.0,75.21,1.13,21.08,9.88,4.34
2023-11-03 13:00:00,59.22,0.0,84.08,1.26,16.35,9.87,3.45
2023-11-03 14:00:00,28.67,0.0,47.57,0.71,9.82,9.88,3.38
2023-11-03 15:00:00,1.87,0.0,9.76,0.15,1.96,9.63,3.03
2023-11-03 16:00:00,0.0,0.0,0.0,0.0,0.0,8.99,2.97
2023-11-03 17:00:00,0.0,0.0,0.0,0.0,0.0,8.44,3.17
2023-11-03 18:00:00,0.0,0.0,0.0,0.0,0.0,8.01,3.38
2023-11-03 19:00:00,0.0,0.0,0.0,0.0,0.0,7.2,3.72
2023-11-03 20:00:00,0.0,0.0,0.0,0.0,0.0,6.83,3.79
2023-11-03 21:00:00,0.0,0.0,0.0,0.0,0.0,6.6,3.79
2023-11-03 22:00:00,0.0,0.0,0.0,0.0,0.0,6.13,3.59
2023-11-03 23:00:00,0.0,0.0,0.0,0.0,0.0,5.84,3.45
2023-11-04 00:00:00,0.0,0.0,0.0,0.0,0.0,5.6,3.52
2023-11-04 01:00:00,0.0,0.0,0.0,0.0,0.0,5.37,3.66
2023-11-04 02:00:00,0.0,0.0,0.0,0.0,0.0,5.3,3.86
2023-11-04 03:00:00,0.0,0.0,0.0,0.0,0.0,5.18,4.07
2023-11-04 04:00:00,0.0,0.0,0.0,0.0,0.0,5.27,4.28
2023-11-04 05:00:00,0.0,0.0,0.0,0.0,0.0,5.54,4.34
2023-11-04 06:00:00,0.01,0.0,5.53,0.08,1.23,5.75,4.34
2023-11-04 07:00:00,19.34,0.0,35.22,0.53,9.14,6.39,4.62
2023-11-04 08:00:00,55.31,0.0,78.51,1.18,15.74,6.75,4.0
2023-11-04 09:00:00,75.78,0.0,101.96,1.53,20.56,7.19,4.41
2023-11-04 10:00:00,116.44,0.0,147.84,2.22,23.16,8.1,4.9
2023-11-04 11:00:00,99.14,0.0,129.02,1.94,23.23,9.18,5.86
2023-11-04 12:00:00,90.15,0.0,119.3,1.79,20.78,9.92,5.66
2023-11-04 13:00:00,59.37,0.0,84.26,1.27,16.07,10.14,4.97
2023-11-04 14:00:00,14.33,0.0,28.98,0.44,9.56,9.7,4.28
2023-11-04 15:00:00,0.0,0.0,2.81,0.04,1.71,9.03,4.41
2023-11-04 16:00:00,0.0,0.0,0.0,0.0,0.0,8.38,5.03
2023-11-04 17:00:00,0.0,0.0,0.0,0.0,0.0,8.21,5.72
2023-11-04 18:00:00,0.0,0.0,0.0,0.0,0.0,7.9,6.07
2023-11-04 19:00:00,0.0,0.0,0.0,0.0,0.0,7.56,6.07
2023-11-04 20:00:00,0.0,0.0,0.0,0.0,0.0,7.8,5.79
2023-11-04 21:00:00,0.0,0.0,0.0,0.0,0.0,8.11,5.52
2023-11-04 22:00:00,0.0,0.0,0.0,0.0,0.0,8.33,5.24
2023-11-04 23:00:00,0.0,0.0,0.0,0.0,0.0,8.55,5.38
2023-11-05 00:00:00,0.0,0.0,0.0,0.0,0.0,8.73,5.31
2023-11-05 01:00:00,0.0,0.0,0.0,0.0,0.0,8.79,5.17
2023-11-05 02:00:00,0.0,0.0,0.0,0.0,0.0,8.9,4.9
2023-11-05 03:00:00,0.0,0.0,0.0,0.0,0.0,8.84,4.55
2023-11-05 04:00:00,0.0,0.0,0.0,0.0,0.0,8.74,4.55
2023-11-05 05:00:00,0.0,0.0,0.0,0.0,0.0,8.6,4.76
2023-11-05 06:00:00,0.22,0.0,6.11,0.09,0.97,8.09,4.9
2023-11-05 07:00:00,21.87,0.0,38.7,0.58,8.87,8.16,4.83
2023-11-05 08:00:00,37.18,0.0,57.69,0.87,15.45,8.62,4.83
2023-11-05 09:00:00,58.28,0.0,82.7,1.24,20.26,9.28,5.1
2023-11-05 10:00:00,67.96,0.0,93.98,1.41,22.85,9.75,5.79
2023-11-05 11:00:00,59.57,0.0,84.35,1.27,22.93,9.98,6.76
2023-11-05 12:00:00,48.91,0.0,71.96,1.08,20.48,10.01,5.86
2023-11-05 13:00:00,33.28,0.0,53.23,0.8,15.79,10.01,5.93
2023-11-05 14:00:00,18.89,0.0,35.09,0.53,9.3,9.99,5.93
2023-11-05 15:00:00,0.44,0.0,6.69,0.1,1.47,9.85,6.07
2023-11-05 16:00:00,0.0,0.0,0.0,0.0,0.0,9.49,5.93
2023-11-05 17:00:00,0.0,0.0,0.0,0.0,0.0,9.21,6.14
2023-11-05 18:00:00,0.0,0.0,0.0,0.0,0.0,8.94,6.55
2023-11-05 19:00:00,0.0,0.0,0.0,0.0,0.0,8.78,6.9
2023-11-05 20:00:00,0.0,0.0,0.0,0.0,0.0,8.71,6.9
2023-11-05 21:00:00,0.0,0.0,0.0,0.0,0.0,8.66,6.83
2023-11-05 22:00:00,0.0,0.0,0.0,0.0,0.0,8.68,6.69
2023-11-05 23:00:00,0.0,0.0,0.0,0.0,0.0,8.61,6.55
2023-11-06 00:00:00,0.0,0.0,0.0,0.0,0.0,8.62,6.34
2023-11-06 01:00:00,0.0,0.0,0.0,0.0,0.0,8.59,6.07
2023-11-06 02:00:00,0.0,0.0,0.0,0.0,0.0,8.72,6.07
2023-11-06 03:00:00,0.0,0.0,0.0,0.0,0.0,8.73,6.28
2023-11-06 04:00:00,0.0,0.0,0.0,0.0,0.0,8.59,5.93
2023-11-06 05:00:00,0.0,0.0,0.0,0.0,0.0,8.53,5.93
2023-11-06 06:00:00,0.22,0.0,6.11,0.09,0.72,8.48,5.86
2023-11-06 07:00:00,23.42,0.0,40.7,0.61,8.6,8.4,5.79
2023-11-06 08:00:00,53.9,0.0,77.4,1.16,15.17,8.67,5.79
2023-11-06 09:00:00,49.49,0.0,72.4,1.09,19.97,9.27,6.83
2023-11-06 10:00:00,61.89,0.0,86.98,1.31,22.55,9.88,7.24
2023-11-06 11:00:00,69.44,0.0,95.85,1.44,22.63,10.4,7.31
2023-11-06 12:00:00,67.78,0.0,94.16,1.41,20.19,10.89,6.69
2023-11-06 13:00:00,49.35,0.0,72.8,1.09,15.52,11.21,6.21
2023-11-06 14:00:00,26.67,0.0,45.25,0.68,9.04,11.06,4.9
2023-11-06 15:00:00,0.8,0.0,7.53,0.11,1.23,10.17,4.41
2023-11-06 16:00:00,0.0,0.0,0.0,0.0,0.0,9.15,4.21
2023-11-06 17:00:00,0.0,0.0,0.0,0.0,0.0,8.61,4.34
2023-11-06 18:00:00,0.0,0.0,0.0,0.0,0.0,8.46,4.48
2023-11-06 19:00:00,0.0,0.0,0.0,0.0,0.0,8.79,4.55
2023-11-06 20:00:00,0.0,0.0,0.0,0.0,0.0,8.51,4.69
2023-11-06 21:00:00,0.0,0.0,0.0,0.0,0.0,8.13,4.83
2023-11-06 22:00:00,0.0,0.0,0.0,0.0,0.0,7.92,4.83
2023-11-06 23:00:00,0.0,0.0,0.0,0.0,0.0,7.79,4.76
2023-11-07 00:00:00,0.0,0.0,0.0,0.0,0.0,7.76,4.62
2023-11-07 01:00:00,0.0,0.0,0.0,0.0,0.0,7.8,4.48
2023-11-07 02:00:00,0.0,0.0,0.0,0.0,0.0,7.71,4.41
2023-11-07 03:00:00,0.0,0.0,0.0,0.0,0.0,7.86,4.41
2023-11-07 04:00:00,0.0,0.0,0.0,0.0,0.0,7.93,4.34
2023-11-07 05:00:00,0.0,0.0,0.0,0.0,0.0,7.9,4.21
2023-11-07 06:00:00,0.0,0.0,2.9,0.04,0.46,7.85,4.07
2023-11-07 07:00:00,9.75,0.0,22.38,0.34,8.33,7.64,3.93
2023-11-07 08:00:00,38.28,0.0,58.85,0.88,14.89,7.84,4.0
2023-11-07 09:00:00,69.66,0.0,95.41,1.43,19.67,8.16,4.41
2023-11-07 10:00:00,75.02,0.0,101.69,1.53,22.25,8.82,5.38
2023-11-07 11:00:00,69.7,0.0,95.81,1.44,22.33,9.16,4.76
2023-11-07 12:00:00,75.41,0.0,102.45,1.54,19.91,9.42,4.55
2023-11-07 13:00:00,55.74,0.0,79.89,1.2,15.25,9.61,4.34
2023-11-07 14:00:00,21.92,0.0,38.88,0.58,8.79,8.87,4.41
2023-11-07 15:00:00,0.6,0.0,7.04,0.11,1.0,8.5,4.0
2023-11-07 16:00:00,0.0,0.0,0.0,0.0,0.0,7.67,3.72
2023-11-07 17:00:00,0.0,0.0,0.0,0.0,0.0,7.15,3.79
2023-11-07 18:00:00,0.0,0.0,0.0,0.0,0.0,6.86,3.86
2023-11-07 19:00:00,0.0,0.0,0.0,0.0,0.0,6.79,3.86
2023-11-07 20:00:00,0.0,0.0,0.0,0.0,0.0,6.68,3.93
2023-11-07 21:00:00,0.0,0.0,0.0,0.0,0.0,6.56,4.07
2023-11-07 22:00:00,0.0,0.0,0.0,0.0,0.0,6.44,4.28
2023-11-07 23:00:00,0.0,0.0,0.0,0.0,0.0,6.67,4.34
2023-11-08 00:00:00,0.0,0.0,0.0,0.0,0.0,6.83,4.41
2023-11-08 01:00:00,0.0,0.0,0.0,0.0,0.0,6.87,4.34
2023-11-08 02:00:00,0.0,0.0,0.0,0.0,0.0,6.56,4.41
2023-11-08 03:00:00,0.0,0.0,0.0,0.0,0.0,6.7,4.62
2023-11-08 04:00:00,0.0,0.0,0.0,0.0,0.0,6.81,4.83
2023-11-08 05:00:00,0.0,0.0,0.0,0.0,0.0,6.89,4.97
2023-11-08 06:00:00,0.0,0.0,3.66,0.05,0.21,6.83,4.9
2023-11-08 07:00:00,12.92,0.0,26.75,0.4,8.06,6.84,4.9
2023-11-08 08:00:00,41.14,0.0,62.06,0.93,14.61,7.09,4.76
2023-11-08 09:00:00,60.68,0.0,84.84,1.27,19.38,7.47,5.52
2023-11-08 10:00:00,82.97,0.0,110.34,1.66,21.95,8.16,6.14
2023-11-08 11:00:00,79.1,0.0,106.2,1.6,22.04,8.68,6.28
2023-11-08 12:00:00,76.86,0.0,103.75,1.56,19.63,8.85,6.14
2023-11-08 13:00:00,42.07,0.0,63.58,0.96,14.99,8.85,5.24
2023-11-08 14:00:00,20.08,0.0,36.51,0.55,8.55,8.94,4.9
2023-11-08 15:00:00,0.49,0.0,6.78,0.1,0.77,8.59,4.41
2023-11-08 16:00:00,0.0,0.0,0.0,0.0,0.0,7.85,4.0
2023-11-08 17:00:00,0.0,0.0,0.0,0.0,0.0,7.28,3.86
2023-11-08 18:00:00,0.0,0.0,0.0,0.0,0.0,7.04,3.93
2023-11-08 19:00:00,0.0,0.0,0.0,0.0,0.0,6.83,4.07
2023-11-08 20:00:00,0.0,0.0,0.0,0.0,0.0,6.72,4.14
2023-11-08 21:00:00,0.0,0.0,0.0,0.0,0.0,6.92,4.28
