,temperature_2m,wind_speed_10m,wind_direction_10m,cloud_cover,shortwave_radiation,precipitation,Price (EUR/MWhe),P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Datetime (UTC),hour,day_of_week,month,is_weekend,price_lag_1h,price_lag_24h,price_lag_168h,P_lag_1h,P_lag_24h
313,12.9,2.7,157,55,0.0,0.1,91.51,0.0,0.0,0.0,0.0,0.0,14.54,1.24,2023-07-14 01:00:00,1,4,7,0,94.16,91.62,97.44,0.0,0.0
314,12.2,2.4,207,0,0.0,0.0,93.22,0.0,0.0,0.0,0.0,0.0,14.37,1.1,2023-07-14 02:00:00,2,4,7,0,91.51,92.48,98.41,0.0,0.0
315,11.4,3.3,167,30,0.0,0.0,98.17,0.02,0.0,5.66,0.09,0.59,14.04,1.03,2023-07-14 03:00:00,3,4,7,0,93.22,94.89,102.91,0.0,0.0
316,11.5,1.1,198,92,8.0,0.0,113.22,115.63,106.88,53.42,1.21,8.76,13.67,0.97,2023-07-14 04:00:00,4,4,7,0,98.17,109.4,132.99,0.02,104.94
317,12.3,2.9,150,100,71.0,0.0,117.51,191.16,171.52,79.12,2.84,17.68,15.33,0.48,2023-07-14 05:00:00,5,4,7,0,113.22,123.49,132.07,115.63,192.33
318,14.4,3.9,146,77,167.0,0.0,110.68,255.9,225.3,103.91,4.76,26.99,17.67,0.55,2023-07-14 06:00:00,6,4,7,0,117.51,119.14,116.87,191.16,270.1
319,17.0,4.8,153,8,369.0,0.0,94.92,315.36,284.01,115.89,6.79,36.35,18.84,1.24,2023-07-14 07:00:00,7,4,7,0,110.68,107.75,101.46,255.9,329.92
320,19.1,7.7,152,100,525.0,0.0,87.74,325.12,279.42,131.83,7.67,45.31,20.6,1.59,2023-07-14 08:00:00,8,4,7,0,94.92,91.81,90.31,315.36,373.48
321,21.0,7.3,171,92,550.0,0.0,82.4,325.48,264.69,146.64,8.06,53.15,21.91,1.93,2023-07-14 09:00:00,9,4,7,0,87.74,80.43,85.71,325.12,404.8
322,22.2,10.5,196,49,663.0,0.0,77.05,339.39,176.43,251.96,7.87,58.72,23.09,2.97,2023-07-14 10:00:00,10,4,7,0,82.4,72.93,80.06,325.48,361.74
323,23.8,12.1,217,100,677.0,0.0,71.86,226.41,36.76,254.42,4.55,60.51,24.13,3.24,2023-07-14 11:00:00,11,4,7,0,77.05,59.73,71.54,339.39,278.0
324,23.1,10.0,193,100,520.0,0.0,72.72,226.41,55.57,235.55,4.72,57.84,24.15,3.24,2023-07-14 12:00:00,12,4,7,0,71.86,50.4,69.61,226.41,193.13
325,24.5,11.5,200,98,536.0,0.0,77.89,222.28,3.85,283.04,4.16,51.68,24.49,3.38,2023-07-14 13:00:00,13,4,7,0,72.72,57.69,71.43,226.41,201.24
326,24.1,10.7,168,100,448.0,0.0,85.96,266.0,72.59,269.13,5.41,43.53,24.65,3.03,2023-07-14 14:00:00,14,4,7,0,77.89,72.17,83.44,222.28,199.94
327,24.8,12.6,182,93,439.0,0.0,97.22,195.87,33.98,222.95,3.82,34.45,25.24,2.69,2023-07-14 15:00:00,15,4,7,0,85.96,86.62,94.92,266.0,182.64
328,25.2,9.8,204,40,399.0,0.0,112.2,191.06,117.67,137.8,3.64,25.06,25.23,2.34,2023-07-14 16:00:00,16,4,7,0,97.22,97.27,117.29,195.87,106.87
329,24.6,7.3,189,15,359.0,0.0,135.74,177.83,173.87,72.47,2.67,15.8,25.35,2.34,2023-07-14 17:00:00,17,4,7,0,112.2,123.76,143.37,191.06,89.09
330,23.9,7.4,151,100,199.0,0.0,144.11,89.05,92.5,43.29,0.92,7.02,24.88,1.52,2023-07-14 18:00:00,18,4,7,0,135.74,140.72,166.8,177.83,55.97
331,21.7,4.3,114,55,67.0,0.0,128.98,0.0,0.0,0.0,0.0,-0.96,23.45,1.72,2023-07-14 19:00:00,19,4,7,0,144.11,141.18,143.14,89.05,0.0
332,20.2,4.7,94,21,4.0,0.0,106.72,0.0,0.0,0.0,0.0,0.0,21.1,1.79,2023-07-14 20:00:00,20,4,7,0,128.98,130.31,120.93,0.0,0.0
333,19.5,4.6,129,41,0.0,0.0,91.02,0.0,0.0,0.0,0.0,0.0,19.34,2.0,2023-07-14 21:00:00,21,4,7,0,106.72,115.86,104.33,0.0,0.0
334,18.5,5.2,124,48,0.0,0.0,73.83,0.0,0.0,0.0,0.0,0.0,18.12,2.07,2023-07-14 22:00:00,22,4,7,0,91.02,106.0,98.03,0.0,0.0
335,17.5,5.1,129,15,0.0,0.0,58.03,0.0,0.0,0.0,0.0,0.0,17.31,2.07,2023-07-14 23:00:00,23,4,7,0,73.83,97.48,88.63,0.0,0.0
336,16.9,5.0,120,0,0.0,0.0,39.67,0.0,0.0,0.0,0.0,0.0,16.53,2.14,2023-07-15 00:00:00,0,5,7,1,58.03,94.16,86.04,0.0,0.0
337,16.2,3.8,131,39,0.0,0.0,35.03,0.0,0.0,0.0,0.0,0.0,16.2,2.34,2023-07-15 01:00:00,1,5,7,1,39.67,91.51,82.23,0.0,0.0
338,15.5,4.6,129,33,0.0,0.0,33.53,0.0,0.0,0.0,0.0,0.0,16.18,2.41,2023-07-15 02:00:00,2,5,7,1,35.03,93.22,83.92,0.0,0.0
339,14.7,4.1,142,8,0.0,0.0,31.46,0.0,0.0,5.53,0.08,0.45,16.31,2.55,2023-07-15 03:00:00,3,5,7,1,33.53,98.17,83.71,0.0,0.02
340,14.8,4.8,132,0,7.0,0.0,34.95,116.33,111.11,51.83,1.2,8.63,16.5,2.55,2023-07-15 04:00:00,4,5,7,1,31.46,113.22,84.95,0.0,115.63
341,15.6,4.4,125,100,82.0,0.0,36.62,207.23,198.28,74.24,3.04,17.54,18.23,2.34,2023-07-15 05:00:00,5,5,7,1,34.95,117.51,87.11,116.33,191.16
342,18.7,6.6,139,62,216.0,0.0,40.47,272.57,270.25,84.17,5.15,26.86,21.85,2.21,2023-07-15 06:00:00,6,5,7,1,36.62,110.68,85.98,207.23,255.9
343,20.9,8.0,153,3,369.0,0.0,29.3,320.26,313.97,98.89,7.1,36.22,24.39,3.03,2023-07-15 07:00:00,7,5,7,1,40.47,94.92,79.52,272.57,315.36
344,23.8,11.4,152,100,501.0,0.0,19.16,356.71,361.35,98.41,8.88,45.17,26.73,3.45,2023-07-15 08:00:00,8,5,7,1,29.3,87.74,66.59,320.26,325.12
345,27.4,10.9,171,100,472.0,0.0,9.9,380.61,382.78,108.69,10.16,53.01,28.74,3.93,2023-07-15 09:00:00,9,5,7,1,19.16,82.4,52.17,356.71,325.48
346,28.3,15.4,217,100,460.0,0.0,9.49,382.72,363.27,131.87,10.48,58.57,30.28,4.55,2023-07-15 10:00:00,10,5,7,1,9.9,77.05,24.51,380.61,339.39
347,28.2,12.4,248,100,384.0,0.0,-0.29,383.42,308.68,189.42,10.23,60.36,31.28,4.83,2023-07-15 11:00:00,11,5,7,1,9.49,71.86,10.95,382.72,226.41
348,27.4,9.1,252,100,390.0,0.0,-1.12,358.94,312.2,156.56,9.69,57.7,31.89,4.55,2023-07-15 12:00:00,12,5,7,1,-0.29,72.72,10.47,383.42,226.41
349,29.4,17.9,208,100,437.0,0.0,2.74,346.23,293.32,162.9,9.05,51.57,32.32,3.93,2023-07-15 13:00:00,13,5,7,1,-1.12,77.89,26.87,358.94,222.28
350,29.6,17.3,225,100,522.0,0.0,5.94,320.48,272.72,154.21,7.94,43.43,32.83,3.59,2023-07-15 14:00:00,14,5,7,1,2.74,85.96,63.1,346.23,266.0
351,27.6,17.3,222,100,350.0,0.0,26.74,247.55,226.01,109.79,5.67,34.35,33.24,3.72,2023-07-15 15:00:00,15,5,7,1,5.94,97.22,83.42,320.48,195.87
352,25.6,20.7,257,100,121.0,0.0,67.2,162.37,133.16,94.63,3.26,24.97,32.91,4.41,2023-07-15 16:00:00,16,5,7,1,26.74,112.2,102.46,247.55,191.06
353,22.0,19.9,248,100,72.0,0.0,79.71,75.23,52.71,62.43,1.39,15.7,29.81,3.86,2023-07-15 17:00:00,17,5,7,1,67.2,135.74,118.97,162.37,177.83
354,22.0,8.8,199,71,61.0,0.9,87.03,58.35,63.0,32.83,0.69,6.91,27.61,3.93,2023-07-15 18:00:00,18,5,7,1,79.71,144.11,129.89,75.23,89.05
355,21.0,6.1,152,24,45.0,0.0,84.3,0.0,0.0,0.0,0.0,-1.08,25.93,2.41,2023-07-15 19:00:00,19,5,7,1,87.03,128.98,134.08,58.35,0.0
356,20.1,4.5,166,68,3.0,0.0,83.89,0.0,0.0,0.0,0.0,0.0,24.28,2.34,2023-07-15 20:00:00,20,5,7,1,84.3,106.72,125.21,0.0,0.0
357,19.6,5.9,191,100,0.0,0.0,75.11,0.0,0.0,0.0,0.0,0.0,22.51,2.34,2023-07-15 21:00:00,21,5,7,1,83.89,91.02,113.52,0.0,0.0
358,19.3,8.8,199,100,0.0,0.1,49.7,0.0,0.0,0.0,0.0,0.0,21.74,2.21,2023-07-15 22:00:00,22,5,7,1,75.11,73.83,105.69,0.0,0.0
359,18.5,7.5,197,100,0.0,0.1,14.35,0.0,0.0,0.0,0.0,0.0,21.4,2.28,2023-07-15 23:00:00,23,5,7,1,49.7,58.03,96.56,0.0,0.0
360,18.2,9.7,184,100,0.0,0.2,-0.35,0.0,0.0,0.0,0.0,0.0,20.79,2.9,2023-07-16 00:00:00,0,6,7,1,14.35,39.67,95.86,0.0,0.0
361,18.5,13.6,202,100,0.0,0.1,-1.85,0.0,0.0,0.0,0.0,0.0,19.8,3.38,2023-07-16 01:00:00,1,6,7,1,-0.35,35.03,91.42,0.0,0.0
362,18.0,14.2,207,100,0.0,0.7,-1.29,0.0,0.0,0.0,0.0,0.0,19.32,3.93,2023-07-16 02:00:00,2,6,7,1,-1.85,33.53,91.49,0.0,0.0
363,17.6,14.3,229,50,0.0,0.0,-4.04,0.0,0.0,4.28,0.06,0.3,18.84,4.34,2023-07-16 03:00:00,3,6,7,1,-1.29,31.46,93.68,0.0,0.0
364,17.0,16.4,230,46,6.0,0.0,-5.45,62.5,52.39,43.07,0.83,8.49,18.41,4.34,2023-07-16 04:00:00,4,6,7,1,-4.04,34.95,89.25,0.0,116.33
365,16.8,14.6,232,69,77.0,0.0,-5.25,179.43,153.49,82.91,2.7,17.41,18.21,4.21,2023-07-16 05:00:00,5,6,7,1,-5.45,36.62,90.26,62.5,207.23
366,17.5,16.6,231,42,190.0,0.0,-8.19,255.59,209.78,114.7,4.69,26.73,18.7,4.48,2023-07-16 06:00:00,6,6,7,1,-5.25,40.47,86.47,179.43,272.57
367,18.4,19.7,239,95,335.0,0.0,-15.51,310.79,258.01,129.6,6.55,36.09,19.13,4.97,2023-07-16 07:00:00,7,6,7,1,-8.19,29.3,80.86,255.59,320.26
368,19.5,19.9,235,38,504.0,0.0,-7.13,347.25,312.54,118.54,8.2,45.03,20.23,4.9,2023-07-16 08:00:00,8,6,7,1,-15.51,19.16,61.25,310.79,356.71
369,20.7,19.9,229,97,657.0,0.0,-10.12,374.95,329.3,134.99,9.4,52.86,21.21,5.17,2023-07-16 09:00:00,9,6,7,1,-7.13,9.9,40.95,347.25,380.61
370,21.9,21.4,229,68,776.0,0.0,-16.79,395.43,320.21,169.68,10.1,58.41,22.1,5.52,2023-07-16 10:00:00,10,6,7,1,-10.12,9.49,30.34,374.95,382.72
371,22.2,22.9,224,66,704.0,0.0,-15.92,398.58,347.89,146.59,10.52,60.2,22.95,6.0,2023-07-16 11:00:00,11,6,7,1,-16.79,-0.29,18.51,395.43,383.42
372,22.8,20.6,223,7,762.0,0.0,-27.73,383.79,325.89,152.94,9.99,57.56,23.74,6.0,2023-07-16 12:00:00,12,6,7,1,-15.92,-1.12,22.17,398.58,358.94
373,23.4,20.4,225,9,786.0,0.0,-60.49,347.62,263.69,173.63,8.55,51.44,24.25,5.72,2023-07-16 13:00:00,13,6,7,1,-27.73,2.74,37.3,383.79,346.23
374,24.1,17.2,233,0,761.0,0.0,-10.94,336.65,286.65,140.57,8.05,43.32,24.36,5.38,2023-07-16 14:00:00,14,6,7,1,-60.49,5.94,61.45,347.62,320.48
375,24.6,17.0,234,5,590.0,0.0,-7.13,285.29,258.0,110.21,6.28,34.25,24.63,5.17,2023-07-16 15:00:00,15,6,7,1,-10.94,26.74,79.92,336.65,247.55
376,24.0,16.9,232,0,529.0,0.0,22.81,220.03,194.85,96.89,4.19,24.87,24.65,4.76,2023-07-16 16:00:00,16,6,7,1,-7.13,67.2,107.17,285.29,162.37
377,23.1,11.8,239,93,353.0,0.0,80.24,159.77,142.42,78.37,2.45,15.6,24.36,4.21,2023-07-16 17:00:00,17,6,7,1,22.81,79.71,125.92,220.03,75.23
378,22.1,7.9,219,28,178.0,0.0,99.25,72.69,73.01,40.32,0.8,6.8,23.79,3.1,2023-07-16 18:00:00,18,6,7,1,80.24,87.03,135.62,159.77,58.35
379,20.0,5.0,249,86,67.0,0.0,106.6,0.0,0.0,0.0,0.0,-1.2,22.53,1.72,2023-07-16 19:00:00,19,6,7,1,99.25,84.3,141.96,72.69,0.0
380,17.6,5.7,252,0,3.0,0.0,109.35,0.0,0.0,0.0,0.0,0.0,21.02,1.93,2023-07-16 20:00:00,20,6,7,1,106.6,83.89,139.43,0.0,0.0
381,16.8,5.9,256,0,0.0,0.0,105.76,0.0,0.0,0.0,0.0,0.0,19.8,2.41,2023-07-16 21:00:00,21,6,7,1,109.35,75.11,126.02,0.0,0.0
382,15.8,4.5,256,0,0.0,0.0,98.38,0.0,0.0,0.0,0.0,0.0,19.09,2.83,2023-07-16 22:00:00,22,6,7,1,105.76,49.7,107.45,0.0,0.0
383,14.9,4.8,257,0,0.0,0.0,88.58,0.0,0.0,0.0,0.0,0.0,18.48,2.48,2023-07-16 23:00:00,23,6,7,1,98.38,14.35,97.4,0.0,0.0
384,14.3,4.3,222,67,0.0,0.0,79.72,0.0,0.0,0.0,0.0,0.0,17.69,2.14,2023-07-17 00:00:00,0,0,7,0,88.58,-0.35,91.77,0.0,0.0
385,14.2,4.5,209,81,0.0,0.0,79.72,0.0,0.0,0.0,0.0,0.0,16.67,1.93,2023-07-17 01:00:00,1,0,7,0,79.72,-1.85,90.07,0.0,0.0
386,14.1,3.0,194,55,0.0,0.0,82.8,0.0,0.0,0.0,0.0,0.0,15.93,2.0,2023-07-17 02:00:00,2,0,7,0,79.72,-1.29,89.66,0.0,0.0
387,12.3,3.7,169,8,0.0,0.0,84.09,0.0,0.0,4.73,0.07,0.15,15.23,2.07,2023-07-17 03:00:00,3,0,7,0,82.8,-4.04,98.56,0.0,0.0
388,11.9,4.0,170,0,7.0,0.0,107.01,108.15,102.73,49.42,1.12,8.34,14.66,2.07,2023-07-17 04:00:00,4,0,7,0,84.09,-5.45,117.13,0.0,62.5
389,13.7,4.7,184,0,85.0,0.0,125.94,176.58,158.17,74.8,2.64,17.27,16.24,1.93,2023-07-17 05:00:00,5,0,7,0,107.01,-5.25,135.39,108.15,179.43
390,16.9,9.2,225,0,224.0,0.0,110.04,257.91,242.62,89.62,4.83,26.59,19.31,2.21,2023-07-17 06:00:00,6,0,7,0,125.94,-8.19,130.81,176.58,255.59
391,18.4,10.8,240,16,386.0,0.0,92.45,310.94,278.7,113.43,6.7,35.95,20.17,3.66,2023-07-17 07:00:00,7,0,7,0,110.04,-15.51,115.68,257.91,310.79
392,20.1,10.6,242,41,538.0,0.0,78.14,343.16,332.23,98.61,8.31,44.89,21.3,3.66,2023-07-17 08:00:00,8,0,7,0,92.45,-7.13,104.88,310.94,347.25
393,21.6,15.3,246,29,556.0,0.0,55.6,269.34,202.12,136.8,6.54,52.7,22.4,4.62,2023-07-17 09:00:00,9,0,7,0,78.14,-10.12,94.9,343.16,374.95
394,22.5,15.9,245,100,636.0,0.0,21.42,315.7,215.36,178.28,7.72,58.24,22.36,5.17,2023-07-17 10:00:00,10,0,7,0,55.6,-16.79,83.7,269.34,395.43
395,22.5,20.2,248,61,595.0,0.0,10.34,312.73,253.84,135.92,8.07,60.04,22.67,5.45,2023-07-17 11:00:00,11,0,7,0,21.42,-15.92,75.49,315.7,398.58
396,23.3,16.2,258,95,618.0,0.0,8.53,314.08,217.16,175.55,7.74,57.41,22.98,5.52,2023-07-17 12:00:00,12,0,7,0,10.34,-27.73,70.91,312.73,383.79
397,23.6,19.3,256,80,684.0,0.0,22.5,252.74,96.72,223.28,5.45,51.31,23.13,5.45,2023-07-17 13:00:00,13,0,7,0,8.53,-60.49,70.1,314.08,347.62
398,23.3,14.9,263,57,497.0,0.0,44.38,234.07,110.43,188.07,5.04,43.21,22.92,5.24,2023-07-17 14:00:00,14,0,7,0,22.5,-10.94,80.61,252.74,336.65
399,23.6,17.4,263,41,572.0,0.0,75.25,214.2,155.46,121.89,4.58,34.14,22.73,5.03,2023-07-17 15:00:00,15,0,7,0,44.38,-7.13,92.87,234.07,285.29
400,23.0,14.3,288,6,438.0,0.0,87.32,159.35,126.25,87.46,3.07,24.76,22.27,4.69,2023-07-17 16:00:00,16,0,7,0,75.25,22.81,116.45,214.2,220.03
401,22.2,13.4,275,58,311.0,0.0,109.25,93.62,74.67,60.41,1.57,15.49,21.55,4.14,2023-07-17 17:00:00,17,0,7,0,87.32,80.24,154.66,159.35,159.77
402,21.4,12.4,287,76,160.0,0.0,124.49,45.0,49.06,26.65,0.56,6.68,20.89,3.45,2023-07-17 18:00:00,18,0,7,0,109.25,99.25,178.48,93.62,72.69
403,16.8,28.4,331,70,40.0,0.0,129.88,0.0,0.0,0.0,0.0,-1.33,20.69,4.0,2023-07-17 19:00:00,19,0,7,0,124.49,106.6,172.54,45.0,0.0
404,14.2,15.0,333,0,2.0,0.0,120.56,0.0,0.0,0.0,0.0,0.0,19.24,3.59,2023-07-17 20:00:00,20,0,7,0,129.88,109.35,153.46,0.0,0.0
405,13.6,13.6,328,52,0.0,0.0,106.65,0.0,0.0,0.0,0.0,0.0,18.02,2.21,2023-07-17 21:00:00,21,0,7,0,120.56,105.76,128.91,0.0,0.0
406,13.0,7.0,325,14,0.0,0.0,101.35,0.0,0.0,0.0,0.0,0.0,16.87,1.66,2023-07-17 22:00:00,22,0,7,0,106.65,98.38,120.91,0.0,0.0
407,11.6,2.2,279,19,0.0,0.0,95.06,0.0,0.0,0.0,0.0,0.0,15.55,1.59,2023-07-17 23:00:00,23,0,7,0,101.35,88.58,113.05,0.0,0.0
408,10.5,2.9,277,75,0.0,0.0,88.37,0.0,0.0,0.0,0.0,0.0,14.16,1.66,2023-07-18 00:00:00,0,1,7,0,95.06,79.72,104.62,0.0,0.0
409,10.4,3.6,276,73,0.0,0.0,85.81,0.0,0.0,0.0,0.0,0.0,13.1,1.66,2023-07-18 01:00:00,1,1,7,0,88.37,79.72,100.84,0.0,0.0
410,10.0,4.0,280,67,0.0,0.0,87.79,0.0,0.0,0.0,0.0,0.0,12.44,1.66,2023-07-18 02:00:00,2,1,7,0,85.81,82.8,100.35,0.0,0.0
411,9.6,4.8,283,41,0.0,0.0,93.63,0.0,0.0,0.0,0.0,-0.0,12.13,1.59,2023-07-18 03:00:00,3,1,7,0,87.79,84.09,108.37,0.0,0.0
412,9.4,2.6,236,40,7.0,0.0,108.7,114.77,107.02,51.97,1.16,8.2,12.05,1.45,2023-07-18 04:00:00,4,1,7,0,93.63,107.01,125.96,0.0,108.15
413,10.8,2.2,171,0,85.0,0.0,119.72,201.9,180.4,81.87,2.95,17.13,13.53,0.97,2023-07-18 05:00:00,5,1,7,0,108.7,125.94,127.54,114.77,176.58
414,13.3,3.0,166,0,228.0,0.0,113.74,271.1,255.83,89.58,5.03,26.45,16.03,1.38,2023-07-18 06:00:00,6,1,7,0,119.72,110.04,124.45,201.9,257.91
415,15.8,5.1,176,0,387.0,0.0,95.31,327.88,320.07,93.13,7.17,35.81,17.34,1.59,2023-07-18 07:00:00,7,1,7,0,113.74,92.45,110.01,271.1,310.94
416,17.8,5.1,176,100,540.0,0.0,86.02,367.32,365.97,96.22,9.01,44.74,18.84,1.59,2023-07-18 08:00:00,8,1,7,0,95.31,78.14,95.02,327.88,343.16
417,20.3,4.1,225,18,664.0,0.0,79.76,392.39,392.11,102.11,10.36,52.54,20.27,1.72,2023-07-18 09:00:00,9,1,7,0,86.02,55.6,84.8,367.32,269.34
418,21.8,6.4,254,0,781.0,0.0,75.68,395.89,283.04,215.65,10.0,58.07,21.65,2.34,2023-07-18 10:00:00,10,1,7,0,79.76,21.42,59.21,392.39,315.7
419,22.7,9.4,270,100,828.0,0.0,77.09,359.43,190.05,262.44,8.51,59.86,22.62,3.1,2023-07-18 11:00:00,11,1,7,0,75.68,10.34,49.47,395.89,312.73
420,22.7,9.4,266,87,693.0,0.0,83.33,374.2,216.98,255.9,9.02,57.26,23.12,3.03,2023-07-18 12:00:00,12,1,7,0,77.09,8.53,48.72,359.43,314.08
421,23.1,9.2,312,36,672.0,0.0,86.97,294.82,239.33,136.01,7.44,51.18,24.01,3.38,2023-07-18 13:00:00,13,1,7,0,83.33,22.5,63.45,374.2,252.74
422,24.2,7.2,243,94,652.0,0.0,90.02,314.22,241.85,160.6,7.45,43.08,24.07,3.17,2023-07-18 14:00:00,14,1,7,0,86.97,44.38,86.74,294.82,234.07
423,24.0,8.7,277,0,613.0,0.0,97.93,260.11,191.95,146.08,5.63,34.03,24.36,3.24,2023-07-18 15:00:00,15,1,7,0,90.02,75.25,97.41,314.22,214.2
424,23.9,6.5,236,23,517.0,0.0,120.54,224.96,215.64,84.1,4.33,24.64,24.22,3.45,2023-07-18 16:00:00,16,1,7,0,97.93,87.32,122.09,260.11,159.35
425,23.0,7.1,330,14,363.0,0.0,156.41,163.17,151.4,74.56,2.49,15.37,23.73,3.17,2023-07-18 17:00:00,17,1,7,0,120.54,109.25,164.51,224.96,93.62
426,22.1,8.5,324,45,207.0,0.0,171.82,80.08,80.16,43.01,0.84,6.55,22.88,2.41,2023-07-18 18:00:00,18,1,7,0,156.41,124.49,173.77,163.17,45.0
427,19.5,5.6,345,96,68.0,0.0,156.87,0.0,0.0,0.0,0.0,-1.46,21.75,1.59,2023-07-18 19:00:00,19,1,7,0,171.82,129.88,142.85,80.08,0.0
428,18.2,5.1,352,100,3.0,0.0,134.29,0.0,0.0,0.0,0.0,0.0,20.97,0.62,2023-07-18 20:00:00,20,1,7,0,156.87,120.56,125.0,0.0,0.0
429,17.1,5.1,356,0,0.0,0.0,112.78,0.0,0.0,0.0,0.0,0.0,19.41,0.97,2023-07-18 21:00:00,21,1,7,0,134.29,106.65,106.33,0.0,0.0
430,16.2,3.8,343,26,0.0,0.0,107.88,0.0,0.0,0.0,0.0,0.0,18.47,1.03,2023-07-18 22:00:00,22,1,7,0,112.78,101.35,100.04,0.0,0.0
431,16.0,4.4,55,73,0.0,0.0,102.02,0.0,0.0,0.0,0.0,0.0,18.17,0.83,2023-07-18 23:00:00,23,1,7,0,107.88,95.06,93.1,0.0,0.0
432,15.5,5.0,30,27,0.0,0.0,97.99,0.0,0.0,0.0,0.0,0.0,16.97,0.97,2023-07-19 00:00:00,0,2,7,0,102.02,88.37,89.61,0.0,0.0
433,15.5,3.9,34,100,0.0,0.0,96.24,0.0,0.0,0.0,0.0,0.0,16.8,0.9,2023-07-19 01:00:00,1,2,7,0,97.99,85.81,85.11,0.0,0.0
434,14.8,3.2,360,68,0.0,0.0,96.44,0.0,0.0,0.0,0.0,0.0,16.23,0.9,2023-07-19 02:00:00,2,2,7,0,96.24,87.79,85.1,0.0,0.0
435,12.8,3.8,319,68,0.0,0.0,103.32,0.0,0.0,0.0,0.0,-0.16,15.26,0.97,2023-07-19 03:00:00,3,2,7,0,96.44,93.63,89.03,0.0,0.0
436,13.2,1.8,281,100,4.0,0.0,121.65,85.31,83.33,40.95,0.93,8.05,14.23,1.1,2023-07-19 04:00:00,4,2,7,0,103.32,108.7,103.66,0.0,114.77
437,14.2,1.4,270,100,26.0,0.0,126.52,123.3,92.6,74.65,1.98,16.98,15.32,0.9,2023-07-19 05:00:00,5,2,7,0,121.65,119.72,117.86,85.31,201.9
438,15.8,2.4,153,100,110.0,0.0,119.01,176.99,109.92,121.64,3.35,26.31,18.43,0.9,2023-07-19 06:00:00,6,2,7,0,126.52,113.74,117.2,123.3,271.1
439,17.7,3.8,197,63,303.0,0.0,104.27,268.62,226.38,117.43,5.83,35.66,19.44,1.03,2023-07-19 07:00:00,7,2,7,0,119.01,95.31,103.46,176.99,327.88
440,20.9,6.0,253,68,394.0,0.0,93.3,315.11,280.66,120.05,7.61,44.59,21.69,2.0,2023-07-19 08:00:00,8,2,7,0,104.27,86.02,77.11,268.62,367.32
441,23.1,10.9,297,100,607.0,0.0,84.87,372.67,324.7,148.11,9.59,52.38,23.37,2.76,2023-07-19 09:00:00,9,2,7,0,93.3,79.76,64.88,315.11,392.39
442,24.1,10.0,285,83,656.0,0.0,80.82,383.17,367.95,118.43,10.5,57.9,24.52,3.1,2023-07-19 10:00:00,10,2,7,0,84.87,75.68,25.68,372.67,395.89
443,23.7,11.3,307,70,483.0,0.0,73.74,383.13,381.31,106.28,10.76,59.69,25.45,3.31,2023-07-19 11:00:00,11,2,7,0,80.82,77.09,13.17,383.17,359.43
444,22.3,10.9,316,99,518.0,0.0,67.54,334.5,257.27,164.11,8.58,57.09,24.13,4.69,2023-07-19 12:00:00,12,2,7,0,73.74,83.33,15.57,383.13,374.2
445,21.8,16.9,1,89,329.0,0.0,67.04,187.21,73.92,166.3,4.09,51.04,21.22,4.28,2023-07-19 13:00:00,13,2,7,0,67.54,86.97,28.0,334.5,294.82
446,21.0,13.7,346,100,385.0,0.0,75.18,242.81,139.33,170.44,5.42,42.96,21.59,2.97,2023-07-19 14:00:00,14,2,7,0,67.04,90.02,51.07,187.21,314.22
447,20.0,9.5,331,100,474.0,0.0,81.83,245.35,200.14,117.81,5.37,33.9,22.57,3.03,2023-07-19 15:00:00,15,2,7,0,75.18,97.93,76.94,242.81,260.11
448,19.3,6.6,319,100,202.0,0.0,99.25,181.08,155.6,87.1,3.51,24.53,22.94,3.38,2023-07-19 16:00:00,16,2,7,0,81.83,120.54,94.59,245.35,224.96
449,19.8,3.6,307,100,158.0,0.0,122.59,104.1,81.85,66.42,1.72,15.25,21.26,3.93,2023-07-19 17:00:00,17,2,7,0,99.25,156.41,122.01,181.08,163.17
450,19.2,3.9,202,100,109.0,0.0,136.6,14.15,1.76,28.37,0.41,6.42,20.48,2.83,2023-07-19 18:00:00,18,2,7,0,122.59,171.82,146.13,104.1,80.08
451,17.6,3.3,221,100,44.0,0.0,134.01,0.0,0.0,0.0,0.0,-1.6,20.48,2.76,2023-07-19 19:00:00,19,2,7,0,136.6,156.87,146.46,14.15,0.0
452,17.0,13.6,323,78,2.0,0.1,125.16,0.0,0.0,0.0,0.0,0.0,19.64,2.62,2023-07-19 20:00:00,20,2,7,0,134.01,134.29,131.06,0.0,0.0
453,15.7,9.1,326,100,0.0,0.0,113.12,0.0,0.0,0.0,0.0,0.0,18.66,2.76,2023-07-19 21:00:00,21,2,7,0,125.16,112.78,117.38,0.0,0.0
454,15.5,7.2,323,92,0.0,0.0,97.87,0.0,0.0,0.0,0.0,0.0,17.65,2.48,2023-07-19 22:00:00,22,2,7,0,113.12,107.88,104.42,0.0,0.0
455,13.6,4.3,318,49,0.0,0.0,92.38,0.0,0.0,0.0,0.0,0.0,17.0,2.28,2023-07-19 23:00:00,23,2,7,0,97.87,102.02,97.52,0.0,0.0
456,12.5,4.6,309,51,0.0,0.0,84.86,0.0,0.0,0.0,0.0,0.0,16.13,2.69,2023-07-20 00:00:00,0,3,7,0,92.38,97.99,93.65,0.0,0.0
457,12.0,4.8,283,60,0.0,0.0,83.78,0.0,0.0,0.0,0.0,0.0,15.37,2.83,2023-07-20 01:00:00,1,3,7,0,84.86,96.24,91.62,0.0,0.0
