,temperature_2m,wind_speed_10m,wind_direction_10m,cloud_cover,shortwave_radiation,precipitation,Price (EUR/MWhe),P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Datetime (UTC),hour,day_of_week,month,is_weekend,price_lag_1h,price_lag_24h,price_lag_168h,P_lag_1h,P_lag_24h
585,16.1,5.8,4,94,163.0,0.0,96.71,154.46,15.95,182.4,3.0,51.32,16.33,1.79,2023-07-25 09:00:00,9,1,7,0,106.16,85.86,79.76,170.59,299.78
586,14.9,7.9,313,100,200.0,0.4,92.8,180.73,13.84,214.59,3.43,56.74,16.31,2.55,2023-07-25 10:00:00,10,1,7,0,96.71,75.54,75.68,154.46,299.42
587,14.0,14.3,332,100,105.0,2.7,85.82,88.54,0.87,120.07,1.75,58.51,16.1,2.97,2023-07-25 11:00:00,11,1,7,0,92.8,66.75,77.09,180.73,359.77
588,14.7,14.1,341,100,191.0,1.8,82.79,88.64,0.57,120.23,1.74,55.99,15.48,2.69,2023-07-25 12:00:00,12,1,7,0,85.82,63.08,83.33,88.54,278.7
589,14.1,10.2,342,100,192.0,0.4,82.83,60.57,5.34,82.26,1.31,50.05,15.01,2.69,2023-07-25 13:00:00,13,1,7,0,82.79,62.46,86.97,88.64,229.32
590,14.7,11.1,347,100,204.0,0.1,83.52,64.19,3.57,88.3,1.35,42.06,14.9,2.76,2023-07-25 14:00:00,14,1,7,0,82.83,65.56,90.02,60.57,272.4
591,16.3,8.2,337,100,320.0,0.0,88.17,58.66,2.06,83.2,1.23,33.06,14.65,2.34,2023-07-25 15:00:00,15,1,7,0,83.52,77.53,97.93,64.19,198.11
592,16.0,9.5,331,100,249.0,0.0,108.89,74.38,12.56,91.97,1.51,23.69,14.51,1.86,2023-07-25 16:00:00,16,1,7,0,88.17,98.24,120.54,58.66,124.4
593,16.1,13.4,329,100,210.0,0.0,120.08,46.19,5.37,65.42,0.99,14.39,14.85,2.0,2023-07-25 17:00:00,17,1,7,0,108.89,114.89,156.41,74.38,89.38
594,15.1,13.6,323,100,111.0,0.0,121.81,33.05,31.18,27.03,0.49,5.52,14.92,2.41,2023-07-25 18:00:00,18,1,7,0,120.08,129.89,171.82,46.19,24.44
595,14.0,12.0,309,100,37.0,0.0,119.68,0.0,0.0,0.0,0.0,-2.57,15.28,2.48,2023-07-25 19:00:00,19,1,7,0,121.81,126.68,156.87,33.05,0.0
596,13.6,11.6,300,100,1.0,0.0,111.92,0.0,0.0,0.0,0.0,0.0,14.75,2.21,2023-07-25 20:00:00,20,1,7,0,119.68,111.83,134.29,0.0,0.0
597,13.1,10.4,290,100,0.0,0.0,102.94,0.0,0.0,0.0,0.0,0.0,14.34,2.34,2023-07-25 21:00:00,21,1,7,0,111.92,101.97,112.78,0.0,0.0
598,12.7,12.7,299,100,0.0,0.0,96.03,0.0,0.0,0.0,0.0,0.0,14.11,2.41,2023-07-25 22:00:00,22,1,7,0,102.94,94.15,107.88,0.0,0.0
599,12.2,13.6,310,100,0.0,0.0,89.72,0.0,0.0,0.0,0.0,0.0,13.99,2.41,2023-07-25 23:00:00,23,1,7,0,96.03,86.12,102.02,0.0,0.0
600,11.6,11.7,315,100,0.0,0.0,86.5,0.0,0.0,0.0,0.0,0.0,13.58,2.41,2023-07-26 00:00:00,0,2,7,0,89.72,84.2,97.99,0.0,0.0
601,10.9,10.5,311,100,0.0,0.0,80.65,0.0,0.0,0.0,0.0,0.0,13.09,2.41,2023-07-26 01:00:00,1,2,7,0,86.5,84.21,96.24,0.0,0.0
602,10.4,7.9,300,100,0.0,0.0,80.3,0.0,0.0,0.0,0.0,0.0,12.45,2.41,2023-07-26 02:00:00,2,2,7,0,80.65,85.1,96.44,0.0,0.0
603,9.2,5.6,297,97,0.0,0.0,86.38,0.0,0.0,0.0,0.0,-1.36,11.81,2.34,2023-07-26 03:00:00,3,2,7,0,80.3,93.94,103.32,0.0,0.0
604,8.6,4.0,275,99,2.0,0.0,103.44,70.86,66.87,39.04,0.79,6.9,11.51,2.28,2023-07-26 04:00:00,4,2,7,0,86.38,113.7,121.65,0.0,21.68
605,9.8,2.2,270,98,34.0,0.0,112.58,171.24,145.14,79.21,2.55,15.88,11.67,2.07,2023-07-26 05:00:00,5,2,7,0,103.44,140.85,126.52,70.86,77.93
606,11.1,4.9,216,99,96.0,0.0,117.42,242.06,205.61,99.96,4.51,25.22,13.06,2.76,2023-07-26 06:00:00,6,2,7,0,112.58,141.52,119.01,171.24,136.72
607,12.1,10.9,243,99,166.0,0.0,103.62,286.6,242.37,113.33,6.19,34.56,14.16,3.03,2023-07-26 07:00:00,7,2,7,0,117.42,112.4,104.27,242.06,137.19
608,12.7,13.9,253,100,223.0,0.0,96.64,267.08,177.24,152.64,6.05,43.43,15.24,3.17,2023-07-26 08:00:00,8,2,7,0,103.62,106.16,93.3,286.6,170.59
609,13.9,11.0,251,100,262.0,0.1,90.68,258.7,145.65,173.43,5.95,51.12,15.83,3.24,2023-07-26 09:00:00,9,2,7,0,96.64,96.71,84.87,267.08,154.46
610,14.1,14.2,246,100,330.0,0.1,85.12,302.84,213.78,157.69,7.57,56.53,16.43,3.38,2023-07-26 10:00:00,10,2,7,0,90.68,92.8,80.82,258.7,180.73
611,16.1,13.8,250,100,458.0,0.0,77.81,327.13,196.27,205.48,7.97,58.29,17.32,3.59,2023-07-26 11:00:00,11,2,7,0,85.12,85.82,73.74,302.84,88.54
612,16.3,12.0,279,91,550.0,0.0,73.26,333.84,248.18,163.73,8.56,55.79,17.99,3.52,2023-07-26 12:00:00,12,2,7,0,77.81,82.79,67.54,327.13,88.64
613,17.0,12.8,259,82,504.0,0.0,70.46,318.74,168.33,227.12,7.36,49.87,18.6,3.72,2023-07-26 13:00:00,13,2,7,0,73.26,82.83,67.04,333.84,60.57
614,18.0,10.2,262,98,572.0,0.0,78.51,241.59,112.81,191.2,5.25,41.89,18.67,3.72,2023-07-26 14:00:00,14,2,7,0,70.46,83.52,75.18,318.74,64.19
615,17.0,13.4,278,41,224.0,0.2,86.46,221.41,125.03,155.62,4.62,32.9,16.81,3.24,2023-07-26 15:00:00,15,2,7,0,78.51,88.17,81.83,241.59,58.66
616,17.6,12.6,268,91,396.0,0.0,102.21,146.39,85.34,109.09,2.83,23.53,17.49,3.24,2023-07-26 16:00:00,16,2,7,0,86.46,108.89,99.25,221.41,74.38
617,17.2,10.4,270,85,202.0,0.0,115.8,80.69,47.2,68.67,1.42,14.22,15.45,3.31,2023-07-26 17:00:00,17,2,7,0,102.21,120.08,122.59,146.39,46.19
618,14.0,12.8,281,100,71.0,0.9,122.1,40.34,46.08,23.37,0.49,5.35,15.11,2.07,2023-07-26 18:00:00,18,2,7,0,115.8,121.81,136.6,80.69,33.05
619,12.8,5.1,278,0,30.0,0.3,118.44,0.0,0.0,0.0,0.0,-2.75,15.34,2.55,2023-07-26 19:00:00,19,2,7,0,122.1,119.68,134.01,40.34,0.0
620,11.5,4.6,288,53,1.0,0.0,111.42,0.0,0.0,0.0,0.0,0.0,14.65,2.62,2023-07-26 20:00:00,20,2,7,0,118.44,111.92,125.16,0.0,0.0
621,11.2,3.6,264,77,0.0,0.0,98.37,0.0,0.0,0.0,0.0,0.0,14.03,2.83,2023-07-26 21:00:00,21,2,7,0,111.42,102.94,113.12,0.0,0.0
622,10.9,2.9,180,74,0.0,0.0,96.2,0.0,0.0,0.0,0.0,0.0,13.42,2.62,2023-07-26 22:00:00,22,2,7,0,98.37,96.03,97.87,0.0,0.0
623,10.7,4.2,200,43,0.0,0.0,85.73,0.0,0.0,0.0,0.0,0.0,12.97,2.14,2023-07-26 23:00:00,23,2,7,0,96.2,89.72,92.38,0.0,0.0
624,10.4,3.7,169,100,0.0,0.0,79.81,0.0,0.0,0.0,0.0,0.0,12.48,2.0,2023-07-27 00:00:00,0,3,7,0,85.73,86.5,84.86,0.0,0.0
625,10.2,4.0,180,100,0.0,0.0,73.68,0.0,0.0,0.0,0.0,0.0,12.12,1.93,2023-07-27 01:00:00,1,3,7,0,79.81,80.65,83.78,0.0,0.0
626,10.8,5.9,169,100,0.0,0.0,73.98,0.0,0.0,0.0,0.0,0.0,11.92,2.0,2023-07-27 02:00:00,2,3,7,0,73.68,80.3,85.36,0.0,0.0
627,10.4,4.8,167,100,0.0,0.0,81.65,0.0,0.0,0.0,0.0,-1.55,12.0,2.21,2023-07-27 03:00:00,3,3,7,0,73.98,86.38,87.18,0.0,0.0
628,10.1,5.8,150,100,1.0,0.0,96.52,20.89,2.81,35.62,0.52,6.73,12.46,2.28,2023-07-27 04:00:00,4,3,7,0,81.65,103.44,100.59,0.0,70.86
629,10.6,5.8,150,100,32.0,0.0,110.35,55.3,0.5,80.29,1.16,15.71,13.37,2.48,2023-07-27 05:00:00,5,3,7,0,96.52,112.58,114.56,20.89,171.24
630,11.2,7.4,141,100,62.0,0.0,111.51,107.03,5.66,136.13,2.04,25.05,14.29,2.55,2023-07-27 06:00:00,6,3,7,0,110.35,117.42,111.04,55.3,242.06
631,11.5,7.4,151,100,82.0,0.7,104.13,90.39,0.25,122.02,1.76,34.39,14.55,3.17,2023-07-27 07:00:00,7,3,7,0,111.51,103.62,96.63,107.03,286.6
632,12.0,8.1,148,100,71.0,2.2,99.13,72.28,0.06,101.18,1.45,43.25,14.77,3.24,2023-07-27 08:00:00,8,3,7,0,104.13,96.64,83.95,90.39,267.08
633,13.6,12.5,162,100,136.0,1.3,96.22,53.36,0.26,78.52,1.13,50.93,14.58,3.17,2023-07-27 09:00:00,9,3,7,0,99.13,90.68,77.71,72.28,258.7
634,13.7,14.2,187,100,89.0,2.3,88.86,53.72,0.76,78.45,1.15,56.32,14.67,3.72,2023-07-27 10:00:00,10,3,7,0,96.22,85.12,73.16,53.36,302.84
635,14.1,14.8,194,100,77.0,0.9,84.59,67.29,0.0,95.31,1.37,58.07,14.84,4.41,2023-07-27 11:00:00,11,3,7,0,88.86,77.81,65.07,53.72,327.13
636,14.3,16.5,212,100,75.0,0.9,83.72,41.54,0.14,64.44,0.93,55.58,15.18,4.9,2023-07-27 12:00:00,12,3,7,0,84.59,73.26,65.7,67.29,333.84
637,14.6,14.6,213,100,116.0,1.3,85.21,48.95,1.55,72.04,1.07,49.68,15.13,4.69,2023-07-27 13:00:00,13,3,7,0,83.72,70.46,71.34,41.54,318.74
638,14.6,15.8,215,100,96.0,0.2,92.42,30.51,0.69,50.25,0.74,41.72,15.35,4.07,2023-07-27 14:00:00,14,3,7,0,85.21,78.51,76.23,48.95,241.59
639,15.6,13.6,217,100,50.0,0.1,104.38,26.66,0.0,46.07,0.66,32.73,15.58,3.86,2023-07-27 15:00:00,15,3,7,0,92.42,86.46,86.9,30.51,221.41
640,15.8,15.3,221,100,86.0,0.2,114.06,16.86,0.0,33.2,0.48,23.36,16.18,4.0,2023-07-27 16:00:00,16,3,7,0,104.38,102.21,104.24,26.66,146.39
641,15.6,14.3,231,100,34.0,2.0,117.63,5.09,0.0,15.81,0.23,14.05,16.68,4.21,2023-07-27 17:00:00,17,3,7,0,114.06,115.8,126.82,16.86,80.69
642,16.2,14.8,241,100,15.0,0.7,114.42,0.51,0.0,6.99,0.1,5.17,16.82,4.48,2023-07-27 18:00:00,18,3,7,0,117.63,122.1,150.18,5.09,40.34
643,16.2,14.9,238,100,8.0,0.1,113.16,0.0,0.0,0.0,0.0,-2.94,16.48,4.21,2023-07-27 19:00:00,19,3,7,0,114.42,118.44,146.72,0.51,0.0
644,16.0,11.9,241,100,0.0,0.2,110.49,0.0,0.0,0.0,0.0,0.0,16.53,4.34,2023-07-27 20:00:00,20,3,7,0,113.16,111.42,123.27,0.0,0.0
645,16.4,13.6,238,100,0.0,0.1,102.97,0.0,0.0,0.0,0.0,0.0,16.58,4.21,2023-07-27 21:00:00,21,3,7,0,110.49,98.37,110.33,0.0,0.0
646,16.1,13.7,243,100,0.0,0.2,88.1,0.0,0.0,0.0,0.0,0.0,16.65,3.93,2023-07-27 22:00:00,22,3,7,0,102.97,96.2,103.23,0.0,0.0
647,15.7,12.4,240,100,0.0,0.5,82.68,0.0,0.0,0.0,0.0,0.0,16.67,3.72,2023-07-27 23:00:00,23,3,7,0,88.1,85.73,99.96,0.0,0.0
648,15.8,14.2,240,100,0.0,2.0,80.32,0.0,0.0,0.0,0.0,0.0,16.61,3.79,2023-07-28 00:00:00,0,4,7,0,82.68,79.81,96.16,0.0,0.0
649,15.4,14.5,247,100,0.0,1.7,77.88,0.0,0.0,0.0,0.0,0.0,16.46,4.0,2023-07-28 01:00:00,1,4,7,0,80.32,73.68,95.24,0.0,0.0
650,15.1,10.8,240,100,0.0,2.6,79.87,0.0,0.0,0.0,0.0,0.0,16.22,4.07,2023-07-28 02:00:00,2,4,7,0,77.88,73.98,96.45,0.0,0.0
651,15.3,12.6,246,100,0.0,1.8,88.49,0.0,0.0,0.0,0.0,-1.74,15.94,4.0,2023-07-28 03:00:00,3,4,7,0,79.87,81.65,100.36,0.0,0.0
652,15.1,12.6,243,99,1.0,0.0,102.96,11.34,11.28,15.45,0.27,6.55,15.75,3.86,2023-07-28 04:00:00,4,4,7,0,88.49,96.52,119.54,0.0,20.89
653,15.4,12.6,243,89,28.0,0.0,115.55,19.93,0.62,36.72,0.53,15.54,15.78,3.72,2023-07-28 05:00:00,5,4,7,0,102.96,110.35,139.94,11.34,55.3
654,16.1,15.0,249,95,95.0,0.0,112.87,26.29,0.71,45.0,0.66,24.89,15.95,3.72,2023-07-28 06:00:00,6,4,7,0,115.55,111.51,121.37,19.93,107.03
655,16.7,15.5,258,99,148.0,0.0,107.1,76.43,5.47,101.26,1.56,34.22,16.26,5.24,2023-07-28 07:00:00,7,4,7,0,112.87,104.13,105.51,26.29,90.39
656,17.1,13.0,246,100,139.0,0.0,101.28,173.84,66.18,154.61,3.67,43.07,16.91,5.03,2023-07-28 08:00:00,8,4,7,0,107.1,99.13,99.55,76.43,72.28
657,18.1,16.7,256,93,240.0,0.0,90.81,230.79,32.25,255.82,4.46,50.73,18.14,4.34,2023-07-28 09:00:00,9,4,7,0,101.28,96.22,93.66,173.84,53.36
658,18.4,12.1,247,94,218.0,0.0,84.11,300.41,148.15,223.48,6.99,56.1,19.14,4.83,2023-07-28 10:00:00,10,4,7,0,90.81,88.86,92.39,230.79,53.72
659,20.1,15.3,255,83,323.0,0.0,78.67,301.35,212.64,162.59,7.77,57.84,20.49,4.62,2023-07-28 11:00:00,11,4,7,0,84.11,84.59,85.83,300.41,67.29
660,20.5,13.5,254,85,563.0,0.0,73.77,313.76,225.64,168.04,8.13,55.36,21.66,4.21,2023-07-28 12:00:00,12,4,7,0,78.67,83.72,81.57,301.35,41.54
661,21.1,12.1,260,100,436.0,0.0,75.76,306.92,224.32,164.26,7.8,49.48,22.41,4.0,2023-07-28 13:00:00,13,4,7,0,73.77,85.21,82.72,313.76,48.95
662,22.0,15.1,267,100,453.0,0.0,81.76,243.64,151.52,161.79,5.7,41.53,22.77,3.86,2023-07-28 14:00:00,14,4,7,0,75.76,92.42,88.19,306.92,30.51
663,22.5,14.4,257,100,469.0,0.0,94.52,186.17,86.52,157.51,3.93,32.55,22.37,3.66,2023-07-28 15:00:00,15,4,7,0,81.76,104.38,95.84,243.64,26.66
664,21.8,12.6,239,100,289.0,0.0,107.42,118.86,43.52,119.43,2.36,23.19,21.89,3.45,2023-07-28 16:00:00,16,4,7,0,94.52,114.06,106.45,186.17,16.86
665,19.9,14.3,236,100,135.0,0.0,125.8,43.85,11.84,58.58,0.95,13.88,21.38,2.48,2023-07-28 17:00:00,17,4,7,0,107.42,117.63,122.84,118.86,5.09
666,19.0,12.2,225,100,37.0,0.3,130.94,9.88,4.87,19.49,0.3,4.99,20.59,2.41,2023-07-28 18:00:00,18,4,7,0,125.8,114.42,129.54,43.85,0.51
667,18.2,10.6,215,100,20.0,0.0,122.22,0.0,0.0,0.0,0.0,-3.13,19.58,3.03,2023-07-28 19:00:00,19,4,7,0,130.94,113.16,123.81,9.88,0.0
668,17.7,8.8,235,100,0.0,0.0,110.68,0.0,0.0,0.0,0.0,0.0,18.76,2.97,2023-07-28 20:00:00,20,4,7,0,122.22,110.49,111.65,0.0,0.0
669,17.8,7.9,227,100,0.0,0.0,101.35,0.0,0.0,0.0,0.0,0.0,18.2,3.1,2023-07-28 21:00:00,21,4,7,0,110.68,102.97,100.11,0.0,0.0
670,17.5,7.7,229,84,0.0,0.0,97.64,0.0,0.0,0.0,0.0,0.0,17.88,3.17,2023-07-28 22:00:00,22,4,7,0,101.35,88.1,100.82,0.0,0.0
671,17.3,8.7,225,75,0.0,0.0,91.38,0.0,0.0,0.0,0.0,0.0,17.53,2.9,2023-07-28 23:00:00,23,4,7,0,97.64,82.68,89.95,0.0,0.0
672,17.1,8.5,234,100,0.0,0.0,87.2,0.0,0.0,0.0,0.0,0.0,17.34,2.55,2023-07-29 00:00:00,0,5,7,1,91.38,80.32,84.32,0.0,0.0
673,16.8,6.9,219,58,0.0,0.0,83.72,0.0,0.0,0.0,0.0,0.0,17.03,2.48,2023-07-29 01:00:00,1,5,7,1,87.2,77.88,84.39,0.0,0.0
674,16.5,7.6,199,97,0.0,0.0,85.06,0.0,0.0,0.0,0.0,0.0,17.08,2.55,2023-07-29 02:00:00,2,5,7,1,83.72,79.87,83.42,0.0,0.0
675,17.0,7.2,198,86,0.0,0.0,83.77,0.0,0.0,0.0,0.0,-1.93,16.99,2.69,2023-07-29 03:00:00,3,5,7,1,85.06,88.49,83.44,0.0,0.0
676,16.9,8.0,190,100,0.0,0.1,83.67,2.11,0.26,10.23,0.15,6.37,16.93,2.62,2023-07-29 04:00:00,4,5,7,1,83.77,102.96,90.43,0.0,11.34
677,17.1,10.4,194,100,12.0,0.0,88.13,21.23,0.31,38.95,0.56,15.37,16.99,2.41,2023-07-29 05:00:00,5,5,7,1,83.67,115.55,88.14,2.11,19.93
678,17.9,13.9,201,100,60.0,0.0,87.66,49.58,1.14,74.01,1.08,24.72,17.37,3.1,2023-07-29 06:00:00,6,5,7,1,88.13,112.87,80.67,21.23,26.29
679,18.2,12.0,219,100,74.0,0.1,85.33,100.16,8.09,127.23,1.98,34.05,17.47,4.14,2023-07-29 07:00:00,7,5,7,1,87.66,107.1,71.15,49.58,76.43
680,18.2,14.5,226,100,84.0,0.2,74.37,112.99,11.57,139.14,2.25,42.88,17.99,3.45,2023-07-29 08:00:00,8,5,7,1,85.33,101.28,58.46,100.16,173.84
681,18.3,13.8,231,100,102.0,0.4,64.01,50.51,0.0,76.47,1.1,50.53,18.33,4.0,2023-07-29 09:00:00,9,5,7,1,74.37,90.81,48.41,112.99,230.79
682,20.0,15.0,243,84,351.0,0.0,52.55,130.07,2.43,168.05,2.48,55.88,18.09,3.66,2023-07-29 10:00:00,10,5,7,1,64.01,84.11,37.57,50.51,300.41
683,21.1,17.6,239,100,618.0,0.0,35.74,286.66,132.75,223.81,6.67,57.61,18.81,3.31,2023-07-29 11:00:00,11,5,7,1,52.55,78.67,23.67,130.07,301.35
684,21.6,15.6,247,95,517.0,0.0,21.06,350.61,245.35,192.65,9.07,55.14,20.87,4.07,2023-07-29 12:00:00,12,5,7,1,35.74,73.77,22.26,286.66,313.76
685,19.1,15.5,248,100,321.0,0.9,22.55,309.16,224.49,166.47,7.88,49.27,22.38,4.41,2023-07-29 13:00:00,13,5,7,1,21.06,75.76,30.21,350.61,306.92
686,19.9,10.8,255,67,323.0,0.4,42.62,242.18,160.86,150.36,5.76,41.35,22.94,5.03,2023-07-29 14:00:00,14,5,7,1,22.55,81.76,45.16,309.16,243.64
687,21.6,14.4,267,41,534.0,0.0,57.76,206.65,119.0,150.79,4.47,32.37,22.72,4.76,2023-07-29 15:00:00,15,5,7,1,42.62,94.52,69.05,242.18,186.17
688,21.4,13.0,275,39,418.0,0.0,79.33,155.66,123.84,88.53,3.13,23.01,22.26,4.28,2023-07-29 16:00:00,16,5,7,1,57.76,107.42,89.83,206.65,118.86
689,20.9,9.6,250,100,295.0,0.0,89.72,51.51,20.45,60.27,1.06,13.7,21.03,3.52,2023-07-29 17:00:00,17,5,7,1,79.33,125.8,105.98,155.66,43.85
690,20.4,6.4,243,39,127.0,0.0,96.1,19.1,20.28,19.48,0.35,4.8,19.76,3.1,2023-07-29 18:00:00,18,5,7,1,89.72,130.94,111.28,51.51,9.88
691,18.8,5.6,255,39,43.0,0.0,97.44,0.0,0.0,0.0,0.0,-3.33,19.05,2.62,2023-07-29 19:00:00,19,5,7,1,96.1,122.22,118.47,19.1,0.0
692,17.5,4.8,283,75,0.0,0.0,94.6,0.0,0.0,0.0,0.0,0.0,18.05,2.21,2023-07-29 20:00:00,20,5,7,1,97.44,110.68,110.4,0.0,0.0
693,16.3,3.3,264,69,0.0,0.0,88.27,0.0,0.0,0.0,0.0,0.0,17.36,2.21,2023-07-29 21:00:00,21,5,7,1,94.6,101.35,97.71,0.0,0.0
694,16.1,3.1,225,100,0.0,0.0,83.59,0.0,0.0,0.0,0.0,0.0,16.7,2.21,2023-07-29 22:00:00,22,5,7,1,88.27,97.64,83.65,0.0,0.0
695,16.1,2.7,157,100,0.0,0.0,71.75,0.0,0.0,0.0,0.0,0.0,16.52,2.34,2023-07-29 23:00:00,23,5,7,1,83.59,91.38,70.44,0.0,0.0
696,15.5,1.8,191,100,0.0,0.0,62.84,0.0,0.0,0.0,0.0,0.0,16.61,2.62,2023-07-30 00:00:00,0,6,7,1,71.75,87.2,58.78,0.0,0.0
697,16.0,1.1,252,100,0.0,0.0,56.9,0.0,0.0,0.0,0.0,0.0,16.5,2.69,2023-07-30 01:00:00,1,6,7,1,62.84,83.72,36.96,0.0,0.0
698,15.5,4.1,255,100,0.0,0.0,48.9,0.0,0.0,0.0,0.0,0.0,16.16,2.76,2023-07-30 02:00:00,2,6,7,1,56.9,85.06,25.72,0.0,0.0
699,15.4,4.3,265,100,0.0,0.0,48.29,0.0,0.0,0.0,0.0,-2.12,16.07,2.83,2023-07-30 03:00:00,3,6,7,1,48.9,83.77,20.55,0.0,0.0
700,15.3,8.6,272,69,1.0,0.0,43.33,38.62,35.04,30.66,0.55,6.18,15.81,2.9,2023-07-30 04:00:00,4,6,7,1,48.29,83.67,14.04,0.0,2.11
701,15.4,7.6,262,0,55.0,0.0,36.94,97.57,59.87,77.0,1.68,15.19,16.29,2.83,2023-07-30 05:00:00,5,6,7,1,43.33,88.13,5.05,38.62,21.23
702,16.6,9.4,252,34,189.0,0.0,25.64,204.9,186.64,80.75,4.0,24.54,17.08,3.45,2023-07-30 06:00:00,6,6,7,1,36.94,87.66,2.49,97.57,49.58
703,17.7,14.9,262,98,337.0,0.0,16.33,257.5,218.67,109.07,5.77,33.87,17.92,3.1,2023-07-30 07:00:00,7,6,7,1,25.64,85.33,-0.54,204.9,100.16
704,18.6,16.0,261,94,380.0,0.0,0.75,252.57,196.85,122.08,6.1,42.7,18.79,3.45,2023-07-30 08:00:00,8,6,7,1,16.33,74.37,-1.19,257.5,112.99
705,19.3,15.5,248,100,317.0,0.0,-6.35,256.44,156.97,164.48,6.17,50.32,19.32,4.0,2023-07-30 09:00:00,9,6,7,1,0.75,64.01,-4.41,252.57,50.51
706,18.1,14.5,247,100,178.0,0.1,-19.07,158.15,2.25,201.65,2.95,55.65,19.31,4.83,2023-07-30 10:00:00,10,6,7,1,-6.35,52.55,-8.66,256.44,130.07
707,17.5,10.0,257,100,112.0,0.2,-41.28,170.47,26.48,191.58,3.44,57.37,18.47,3.59,2023-07-30 11:00:00,11,6,7,1,-19.07,35.74,-21.39,158.15,286.66
708,16.0,19.5,286,100,101.0,0.3,-53.58,179.96,30.59,198.57,3.64,54.91,18.43,3.72,2023-07-30 12:00:00,12,6,7,1,-41.28,21.06,-29.04,170.47,350.61
709,16.0,16.7,284,86,161.0,0.1,-48.4,213.92,72.38,197.23,4.62,49.06,18.47,4.0,2023-07-30 13:00:00,13,6,7,1,-53.58,22.55,-20.09,179.96,309.16
710,18.0,16.6,268,90,379.0,0.0,-26.64,152.59,73.32,125.61,3.44,41.15,18.81,4.41,2023-07-30 14:00:00,14,6,7,1,-48.4,42.62,-8.45,213.92,242.18
711,19.1,16.8,261,100,489.0,0.0,-0.25,190.11,129.48,117.21,4.19,32.19,18.94,4.69,2023-07-30 15:00:00,15,6,7,1,-26.64,57.76,-1.68,152.59,206.65
712,17.8,18.5,257,98,305.0,0.0,16.88,153.97,122.01,85.84,3.08,22.83,19.31,4.55,2023-07-30 16:00:00,16,6,7,1,-0.25,79.33,23.29,190.11,155.66
713,17.8,12.0,249,100,205.0,0.0,67.56,91.24,63.92,68.62,1.57,13.51,19.32,4.21,2023-07-30 17:00:00,17,6,7,1,16.88,89.72,69.34,153.97,51.51
714,17.7,11.1,245,100,142.0,0.0,88.3,46.48,56.84,23.57,0.51,4.61,18.85,3.66,2023-07-30 18:00:00,18,6,7,1,67.56,96.1,86.61,91.24,19.1
715,16.4,9.4,238,99,43.0,0.0,91.09,0.0,0.0,0.0,0.0,0.0,17.92,3.72,2023-07-30 19:00:00,19,6,7,1,88.3,97.44,96.78,46.48,0.0
716,15.5,8.7,240,100,0.0,0.0,90.34,0.0,0.0,0.0,0.0,0.0,17.28,3.45,2023-07-30 20:00:00,20,6,7,1,91.09,94.6,94.37,0.0,0.0
717,15.7,7.4,231,98,0.0,0.0,81.29,0.0,0.0,0.0,0.0,0.0,16.92,3.38,2023-07-30 21:00:00,21,6,7,1,90.34,88.27,88.62,0.0,0.0
718,15.8,10.2,231,100,0.0,0.0,61.27,0.0,0.0,0.0,0.0,0.0,16.65,3.17,2023-07-30 22:00:00,22,6,7,1,81.29,83.59,73.1,0.0,0.0
719,15.8,11.5,226,100,0.0,0.0,52.89,0.0,0.0,0.0,0.0,0.0,16.57,3.24,2023-07-30 23:00:00,23,6,7,1,61.27,71.75,66.88,0.0,0.0
720,15.5,12.5,231,100,0.0,0.1,45.25,0.0,0.0,0.0,0.0,0.0,16.75,3.79,2023-07-31 00:00:00,0,0,7,0,52.89,62.84,64.41,0.0,0.0
721,15.1,10.1,207,100,0.0,0.1,36.07,0.0,0.0,0.0,0.0,0.0,16.8,4.62,2023-07-31 01:00:00,1,0,7,0,45.25,56.9,65.98,0.0,0.0
722,14.9,13.8,219,100,0.0,0.5,37.4,0.0,0.0,0.0,0.0,0.0,16.38,5.03,2023-07-31 02:00:00,2,0,7,0,36.07,48.9,67.04,0.0,0.0
723,14.5,15.3,236,100,0.0,0.3,57.36,0.0,0.0,0.0,0.0,-2.32,15.96,5.1,2023-07-31 03:00:00,3,0,7,0,37.4,48.29,79.21,0.0,0.0
724,14.5,12.0,226,100,0.0,0.6,82.85,3.83,0.0,13.62,0.2,6.0,15.88,5.1,2023-07-31 04:00:00,4,0,7,0,57.36,43.33,106.43,0.0,38.62
725,14.7,15.3,227,100,13.0,0.4,93.53,55.07,14.62,67.87,1.12,15.01,15.95,5.17,2023-07-31 05:00:00,5,0,7,0,82.85,36.94,118.45,3.83,97.57
726,15.2,15.1,230,100,38.0,0.3,90.37,130.27,37.03,134.29,2.49,24.37,16.29,4.55,2023-07-31 06:00:00,6,0,7,0,93.53,25.64,114.76,55.07,204.9
727,15.4,14.8,225,100,85.0,0.2,83.75,166.76,59.65,153.16,3.36,33.69,16.34,6.28,2023-07-31 07:00:00,7,0,7,0,90.37,16.33,101.72,130.27,257.5
728,15.8,16.4,218,100,122.0,0.1,69.53,192.16,37.42,203.9,3.77,42.51,16.86,5.79,2023-07-31 08:00:00,8,0,7,0,83.75,0.75,93.97,166.76,252.57
729,16.6,18.9,228,100,82.0,0.0,63.91,231.37,42.81,244.27,4.57,50.11,17.41,5.72,2023-07-31 09:00:00,9,0,7,0,69.53,-6.35,85.86,192.16,256.44
