temperature_2m,wind_speed_10m,wind_direction_10m,cloud_cover,shortwave_radiation,precipitation,Price (EUR/MWhe),P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Datetime (UTC),hour,day_of_week,month,is_weekend
16.8,0.5,45,13,0.0,0.0,107.48,0.0,0.0,0.0,0.0,0.0,19.16,0.83,2023-08-13 21:00:00,21,6,8,1
16.2,1.8,90,20,0.0,0.0,100.26,0.0,0.0,0.0,0.0,0.0,18.29,0.83,2023-08-13 22:00:00,22,6,8,1
15.9,2.5,82,0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,16.15,1.17,2023-08-13 23:00:00,23,6,8,1
15.0,3.1,126,0,0.0,0.0,90.29,0.0,0.0,0.0,0.0,0.0,14.75,1.38,2023-08-14 00:00:00,0,0,8,0
14.7,4.3,132,100,0.0,0.0,90.18,0.0,0.0,0.0,0.0,0.0,14.29,1.59,2023-08-14 01:00:00,1,0,8,0
14.5,2.1,121,100,0.0,0.0,91.38,0.0,0.0,0.0,0.0,0.0,14.09,1.79,2023-08-14 02:00:00,2,0,8,0
13.0,3.8,107,100,0.0,0.0,103.6,0.0,0.0,0.0,0.0,0.0,14.16,1.93,2023-08-14 03:00:00,3,0,8,0
13.1,2.7,113,100,0.0,0.0,130.25,25.16,35.68,15.97,0.32,3.17,14.14,1.93,2023-08-14 04:00:00,4,0,8,0
14.0,1.9,68,100,19.0,0.0,140.85,99.03,84.33,61.46,1.73,12.3,14.7,1.66,2023-08-14 05:00:00,5,0,8,0
15.0,1.5,346,100,99.0,0.0,117.8,134.48,70.62,113.66,2.81,21.68,18.22,1.31,2023-08-14 06:00:00,6,0,8,0
17.4,4.7,122,100,198.0,0.0,105.23,176.09,91.35,143.16,4.04,30.93,20.25,1.52,2023-08-14 07:00:00,7,0,8,0
19.4,4.3,156,100,287.0,0.0,91.91,220.42,151.95,138.34,5.78,39.55,21.95,2.07,2023-08-14 08:00:00,8,0,8,0
22.9,7.8,146,100,407.0,0.0,84.7,262.02,238.54,105.54,7.92,46.82,23.49,2.34,2023-08-14 09:00:00,9,0,8,0
24.5,7.9,150,100,547.0,0.0,73.19,284.64,246.76,125.89,8.79,51.75,24.95,2.62,2023-08-14 10:00:00,10,0,8,0
26.1,8.3,175,100,557.0,0.0,65.92,287.18,161.4,213.02,7.83,53.23,26.04,2.97,2023-08-14 11:00:00,11,0,8,0
26.3,11.0,218,100,336.0,0.0,67.56,282.3,192.57,178.09,8.14,50.85,26.57,3.17,2023-08-14 12:00:00,12,0,8,0
27.2,14.1,220,100,474.0,0.0,76.83,258.84,173.08,170.39,7.25,45.25,27.02,3.1,2023-08-14 13:00:00,13,0,8,0
27.5,11.8,232,100,517.0,0.0,86.98,229.41,212.79,100.83,6.77,37.58,27.18,2.55,2023-08-14 14:00:00,14,0,8,0
28.0,11.4,215,95,462.0,0.0,102.94,183.06,181.01,79.05,5.03,28.76,27.5,2.41,2023-08-14 15:00:00,15,0,8,0
26.2,4.0,243,99,202.0,0.0,126.58,132.6,119.16,78.23,3.08,19.44,27.51,2.21,2023-08-14 16:00:00,16,0,8,0
25.1,4.3,318,100,104.0,0.0,161.46,48.08,28.09,53.51,1.01,10.08,26.68,1.66,2023-08-14 17:00:00,17,0,8,0
23.8,6.9,354,100,45.0,0.0,166.05,0.29,0.0,6.55,0.1,1.06,25.37,1.1,2023-08-14 18:00:00,18,0,8,0
20.7,4.1,315,58,0.0,17.6,138.39,0.0,0.0,0.0,0.0,0.0,23.0,1.24,2023-08-14 19:00:00,19,0,8,0
19.4,1.1,72,64,0.0,0.0,115.19,0.0,0.0,0.0,0.0,0.0,23.31,0.28,2023-08-14 20:00:00,20,0,8,0
18.4,2.1,121,7,0.0,0.0,103.9,0.0,0.0,0.0,0.0,0.0,22.29,0.69,2023-08-14 21:00:00,21,0,8,0
18.0,3.6,217,14,0.0,0.0,100.87,0.0,0.0,0.0,0.0,0.0,21.38,0.83,2023-08-14 22:00:00,22,0,8,0
17.6,3.9,112,5,0.0,0.0,94.79,0.0,0.0,0.0,0.0,0.0,21.23,0.69,2023-08-14 23:00:00,23,0,8,0
17.0,1.9,158,65,0.0,0.0,93.1,0.0,0.0,0.0,0.0,0.0,20.32,0.83,2023-08-15 00:00:00,0,1,8,0
16.6,0.5,225,100,0.0,0.0,91.72,0.0,0.0,0.0,0.0,0.0,19.21,1.03,2023-08-15 01:00:00,1,1,8,0
16.4,1.6,117,100,0.0,0.0,91.72,0.0,0.0,0.0,0.0,0.0,18.43,1.1,2023-08-15 02:00:00,2,1,8,0
16.6,3.2,153,100,0.0,0.0,98.08,0.0,0.0,0.0,0.0,0.0,17.47,1.31,2023-08-15 03:00:00,3,1,8,0
16.5,2.1,149,100,0.0,0.0,117.86,29.59,45.34,15.09,0.33,2.95,17.33,1.17,2023-08-15 04:00:00,4,1,8,0
16.7,3.0,166,100,11.0,0.0,132.48,104.31,102.65,54.94,1.83,12.09,17.93,0.9,2023-08-15 05:00:00,5,1,8,0
18.3,5.2,245,100,38.0,0.1,113.34,153.03,136.0,80.6,3.46,21.48,20.5,0.48,2023-08-15 06:00:00,6,1,8,0
19.1,5.6,135,92,86.0,2.5,93.54,200.75,158.78,113.87,5.09,30.72,22.16,0.97,2023-08-15 07:00:00,7,1,8,0
19.7,5.9,166,51,233.0,0.0,80.19,228.33,196.22,109.69,6.48,39.32,23.51,1.38,2023-08-15 08:00:00,8,1,8,0
22.4,5.9,191,56,546.0,0.0,74.4,213.43,159.09,125.33,6.13,46.56,24.54,1.45,2023-08-15 09:00:00,9,1,8,0
24.3,6.4,196,99,673.0,0.0,60.72,290.73,221.99,160.15,8.73,51.46,25.28,1.93,2023-08-15 10:00:00,10,1,8,0
26.2,6.9,231,38,750.0,0.0,38.64,291.98,259.8,126.38,9.37,52.92,26.31,2.07,2023-08-15 11:00:00,11,1,8,0
27.1,9.4,238,100,746.0,0.0,35.51,290.87,225.96,160.49,8.89,50.54,27.11,2.0,2023-08-15 12:00:00,12,1,8,0
27.1,11.9,241,100,568.0,0.0,49.65,258.7,207.16,141.08,7.78,44.96,27.51,1.86,2023-08-15 13:00:00,13,1,8,0
24.2,18.0,282,100,209.0,0.0,71.28,214.86,119.64,172.42,5.57,37.3,27.77,1.59,2023-08-15 14:00:00,14,1,8,0
22.8,14.0,288,100,109.0,0.1,94.38,127.21,40.35,137.92,2.87,28.49,27.12,2.34,2023-08-15 15:00:00,15,1,8,0
22.9,10.7,284,87,236.0,0.0,107.89,44.44,0.28,70.36,1.02,19.17,23.65,2.55,2023-08-15 16:00:00,16,1,8,0
22.1,8.5,306,90,189.0,0.0,132.93,25.54,7.48,39.8,0.64,9.81,21.9,1.59,2023-08-15 17:00:00,17,1,8,0
21.1,4.1,315,100,87.0,0.0,152.09,0.0,0.0,5.04,0.08,0.79,21.5,0.76,2023-08-15 18:00:00,18,1,8,0
20.1,3.5,336,92,5.0,0.1,139.34,0.0,0.0,0.0,0.0,0.0,20.13,1.66,2023-08-15 19:00:00,19,1,8,0
19.4,1.3,34,62,0.0,0.2,125.04,0.0,0.0,0.0,0.0,0.0,19.35,1.45,2023-08-15 20:00:00,20,1,8,0
18.6,2.9,330,69,0.0,0.0,109.1,0.0,0.0,0.0,0.0,0.0,18.48,1.31,2023-08-15 21:00:00,21,1,8,0
18.3,2.8,320,23,0.0,0.0,105.93,0.0,0.0,0.0,0.0,0.0,17.58,0.97,2023-08-15 22:00:00,22,1,8,0
17.6,4.1,322,54,0.0,0.0,98.54,0.0,0.0,0.0,0.0,0.0,17.92,0.48,2023-08-15 23:00:00,23,1,8,0
17.1,5.1,321,86,0.0,0.0,95.1,0.0,0.0,0.0,0.0,0.0,17.48,0.14,2023-08-16 00:00:00,0,2,8,0
16.6,3.4,342,95,0.0,0.0,94.94,0.0,0.0,0.0,0.0,0.0,16.78,0.41,2023-08-16 01:00:00,1,2,8,0
16.4,4.6,342,100,0.0,0.0,97.16,0.0,0.0,0.0,0.0,0.0,16.0,0.69,2023-08-16 02:00:00,2,2,8,0
17.1,2.1,301,100,0.0,0.0,101.84,0.0,0.0,0.0,0.0,0.0,15.53,0.34,2023-08-16 03:00:00,3,2,8,0
17.1,3.3,319,100,0.0,0.0,127.02,2.78,0.22,11.53,0.17,2.74,15.21,0.07,2023-08-16 04:00:00,4,2,8,0
17.4,3.7,349,100,11.0,0.0,155.12,48.16,12.58,62.53,1.02,11.88,15.29,0.07,2023-08-16 05:00:00,5,2,8,0
18.3,3.7,61,93,63.0,0.0,135.67,59.54,1.58,85.74,1.26,21.27,16.57,0.55,2023-08-16 06:00:00,6,2,8,0
19.2,8.6,90,100,92.0,0.0,116.69,138.93,48.53,136.63,3.03,30.5,17.21,1.17,2023-08-16 07:00:00,7,2,8,0
20.4,9.7,90,100,187.0,0.0,103.81,194.87,78.8,174.02,4.52,39.08,18.78,1.79,2023-08-16 08:00:00,8,2,8,0
20.2,11.2,84,98,319.0,0.0,97.84,199.73,68.49,189.47,4.64,46.3,20.41,2.76,2023-08-16 09:00:00,9,2,8,0
21.7,7.9,106,98,376.0,0.0,91.82,240.04,88.55,219.74,5.77,51.16,21.63,2.62,2023-08-16 10:00:00,10,2,8,0
22.2,6.5,96,99,307.0,0.0,88.23,269.51,228.95,121.92,8.45,52.61,22.63,2.28,2023-08-16 11:00:00,11,2,8,0
22.5,7.0,111,100,192.0,0.1,89.73,281.64,247.25,122.68,8.94,50.22,23.75,2.14,2023-08-16 12:00:00,12,2,8,0
23.0,9.5,61,87,303.0,0.1,92.1,240.22,194.61,125.64,7.23,44.66,24.53,2.0,2023-08-16 13:00:00,13,2,8,0
23.7,9.8,54,71,503.0,0.0,98.18,209.42,175.65,109.89,6.07,37.01,24.91,1.93,2023-08-16 14:00:00,14,2,8,0
24.6,8.7,52,50,451.0,0.0,110.35,144.5,121.89,84.24,3.88,28.21,24.97,2.28,2023-08-16 15:00:00,15,2,8,0
24.6,10.0,60,71,373.0,0.0,127.61,73.94,56.06,59.46,1.79,18.9,23.76,2.28,2023-08-16 16:00:00,16,2,8,0
23.5,10.4,44,100,205.0,0.0,152.79,29.38,20.59,34.74,0.69,9.54,22.82,1.52,2023-08-16 17:00:00,17,2,8,0
22.0,7.2,18,100,49.0,0.1,159.73,0.0,0.0,4.81,0.07,0.51,21.97,1.17,2023-08-16 18:00:00,18,2,8,0
21.0,8.7,42,100,2.0,0.2,136.73,0.0,0.0,0.0,0.0,0.0,20.77,1.79,2023-08-16 19:00:00,19,2,8,0
20.7,10.2,48,82,0.0,0.0,122.27,0.0,0.0,0.0,0.0,0.0,20.34,2.14,2023-08-16 20:00:00,20,2,8,0
20.6,12.4,54,100,0.0,0.0,104.5,0.0,0.0,0.0,0.0,0.0,19.95,2.41,2023-08-16 21:00:00,21,2,8,0
20.0,2.5,82,100,0.0,4.3,102.88,0.0,0.0,0.0,0.0,0.0,19.62,2.62,2023-08-16 22:00:00,22,2,8,0
18.0,7.2,270,100,0.0,42.6,96.85,0.0,0.0,0.0,0.0,0.0,19.46,2.69,2023-08-16 23:00:00,23,2,8,0
15.6,6.9,189,100,0.0,0.7,94.83,0.0,0.0,0.0,0.0,0.0,19.23,2.21,2023-08-17 00:00:00,0,3,8,0
16.1,10.4,124,100,0.0,7.7,92.61,0.0,0.0,0.0,0.0,0.0,18.93,1.59,2023-08-17 01:00:00,1,3,8,0
16.4,1.6,117,100,0.0,0.9,93.39,0.0,0.0,0.0,0.0,0.0,18.78,1.24,2023-08-17 02:00:00,2,3,8,0
16.4,4.7,86,100,0.0,0.0,99.55,0.0,0.0,0.0,0.0,0.0,18.61,1.93,2023-08-17 03:00:00,3,3,8,0
16.0,3.7,61,100,0.0,0.0,127.32,1.53,0.23,9.15,0.13,2.52,18.51,2.55,2023-08-17 04:00:00,4,3,8,0
15.8,1.8,37,94,19.0,0.0,136.1,34.36,5.61,51.9,0.8,11.68,18.41,2.21,2023-08-17 05:00:00,5,3,8,0
16.8,2.9,7,90,111.0,0.0,129.5,118.81,86.81,82.22,2.67,21.06,18.75,1.72,2023-08-17 06:00:00,6,3,8,0
18.5,2.7,23,100,133.0,0.0,112.53,187.93,132.66,119.54,4.67,30.29,19.6,1.93,2023-08-17 07:00:00,7,3,8,0
19.4,1.1,90,100,192.0,0.0,102.85,238.78,187.75,126.75,6.65,38.85,20.92,2.28,2023-08-17 08:00:00,8,3,8,0
19.9,0.5,315,100,266.0,0.0,96.11,276.29,230.03,132.58,8.35,46.04,22.59,1.93,2023-08-17 09:00:00,9,3,8,0
20.9,2.4,207,100,367.0,0.0,92.03,281.34,240.55,130.66,8.91,50.87,23.93,1.31,2023-08-17 10:00:00,10,3,8,0
21.3,5.8,173,97,356.0,0.0,89.82,277.84,250.04,119.4,9.11,52.29,24.9,0.97,2023-08-17 11:00:00,11,3,8,0
22.1,1.5,45,100,455.0,0.0,90.61,250.1,143.39,190.13,7.02,49.91,25.51,0.41,2023-08-17 12:00:00,12,3,8,0
23.0,2.8,40,93,556.0,0.0,93.85,221.88,84.99,212.1,5.5,44.35,25.44,0.07,2023-08-17 13:00:00,13,3,8,0
23.7,4.4,351,92,540.0,0.0,99.5,184.3,42.17,205.35,4.07,36.72,25.58,0.76,2023-08-17 14:00:00,14,3,8,0
24.0,7.6,341,20,493.0,0.0,110.93,151.04,78.34,131.96,3.66,27.93,24.36,1.03,2023-08-17 15:00:00,15,3,8,0
23.5,8.4,25,95,402.0,0.0,126.73,106.61,65.66,92.46,2.43,18.63,24.62,0.83,2023-08-17 16:00:00,16,3,8,0
22.5,7.1,30,100,224.0,0.0,142.2,46.79,26.61,53.09,0.99,9.26,24.39,0.97,2023-08-17 17:00:00,17,3,8,0
21.8,5.1,51,100,68.0,0.0,144.06,0.0,0.0,5.04,0.08,0.22,23.51,1.24,2023-08-17 18:00:00,18,3,8,0
20.3,7.9,344,100,8.0,0.0,128.58,0.0,0.0,0.0,0.0,0.0,21.12,1.72,2023-08-17 19:00:00,19,3,8,0
19.2,5.1,356,100,0.0,0.0,117.02,0.0,0.0,0.0,0.0,0.0,20.36,1.79,2023-08-17 20:00:00,20,3,8,0
19.0,3.8,17,100,0.0,0.0,105.35,0.0,0.0,0.0,0.0,0.0,19.8,1.59,2023-08-17 21:00:00,21,3,8,0
19.0,5.3,28,100,0.0,0.0,102.28,0.0,0.0,0.0,0.0,0.0,19.18,1.24,2023-08-17 22:00:00,22,3,8,0
19.5,4.6,72,92,0.0,0.0,98.94,0.0,0.0,0.0,0.0,0.0,18.37,1.24,2023-08-17 23:00:00,23,3,8,0
18.7,0.5,45,100,0.0,0.0,96.9,0.0,0.0,0.0,0.0,0.0,17.65,1.31,2023-08-18 00:00:00,0,4,8,0
17.6,4.0,355,100,0.0,0.0,97.06,0.0,0.0,0.0,0.0,0.0,17.2,1.31,2023-08-18 01:00:00,1,4,8,0
16.9,3.6,6,100,0.0,0.0,96.89,0.0,0.0,0.0,0.0,0.0,16.83,1.17,2023-08-18 02:00:00,2,4,8,0
16.9,3.5,66,81,0.0,0.0,103.36,0.0,0.0,0.0,0.0,0.0,16.64,1.1,2023-08-18 03:00:00,3,4,8,0
16.8,2.9,83,70,0.0,0.0,126.7,4.15,4.23,11.07,0.17,2.3,17.09,1.03,2023-08-18 04:00:00,4,4,8,0
17.6,5.2,78,94,11.0,0.0,140.61,43.0,12.67,56.83,0.94,11.46,17.54,1.1,2023-08-18 05:00:00,5,4,8,0
17.6,5.4,86,100,65.0,0.0,126.2,127.72,58.11,117.84,2.71,20.85,18.3,1.86,2023-08-18 06:00:00,6,4,8,0
19.0,7.4,104,85,153.0,0.0,107.71,194.78,137.18,123.26,4.87,30.07,18.81,1.93,2023-08-18 07:00:00,7,4,8,0
20.6,10.5,98,80,324.0,0.0,96.85,248.42,221.24,107.9,7.27,38.61,20.79,2.07,2023-08-18 08:00:00,8,4,8,0
22.4,10.9,99,9,521.0,0.0,89.7,272.15,275.24,85.84,8.89,45.77,22.49,1.52,2023-08-18 09:00:00,9,4,8,0
23.9,10.6,108,8,676.0,0.0,83.22,288.77,302.21,81.9,9.95,50.57,23.99,1.24,2023-08-18 10:00:00,10,4,8,0
25.2,10.3,119,6,743.0,0.0,78.87,290.04,309.38,78.88,10.25,51.97,25.22,1.1,2023-08-18 11:00:00,11,4,8,0
27.0,11.5,129,0,762.0,0.0,78.16,279.58,285.36,91.25,9.68,49.58,26.17,1.31,2023-08-18 12:00:00,12,4,8,0
28.2,10.7,135,0,744.0,0.0,84.44,256.91,260.32,89.82,8.62,44.05,26.77,1.72,2023-08-18 13:00:00,13,4,8,0
28.8,8.9,148,0,672.0,0.0,93.86,223.38,228.11,83.21,7.11,36.43,27.14,2.0,2023-08-18 14:00:00,14,4,8,0
28.9,8.2,142,0,559.0,0.0,107.21,173.71,182.67,69.59,5.07,27.65,27.2,2.07,2023-08-18 15:00:00,15,4,8,0
28.7,9.0,127,0,417.0,0.0,128.24,116.35,118.39,61.68,2.89,18.35,26.9,1.93,2023-08-18 16:00:00,16,4,8,0
27.4,7.2,93,0,259.0,0.0,157.19,50.5,50.17,40.33,1.02,8.98,26.24,1.66,2023-08-18 17:00:00,17,4,8,0
25.4,8.0,95,80,104.0,0.0,148.57,0.0,0.0,0.0,0.0,-0.06,24.97,2.0,2023-08-18 18:00:00,18,4,8,0
23.4,6.1,87,0,10.0,0.0,127.06,0.0,0.0,0.0,0.0,0.0,23.66,2.21,2023-08-18 19:00:00,19,4,8,0
22.0,5.8,60,0,0.0,0.0,110.23,0.0,0.0,0.0,0.0,0.0,22.64,2.28,2023-08-18 20:00:00,20,4,8,0
21.1,6.2,69,7,0.0,0.0,99.62,0.0,0.0,0.0,0.0,0.0,21.75,2.28,2023-08-18 21:00:00,21,4,8,0
20.6,5.0,69,52,0.0,0.0,96.92,0.0,0.0,0.0,0.0,0.0,21.07,2.28,2023-08-18 22:00:00,22,4,8,0
20.1,3.8,73,66,0.0,0.0,93.1,0.0,0.0,0.0,0.0,0.0,20.48,2.28,2023-08-18 23:00:00,23,4,8,0
19.2,1.5,76,71,0.0,0.0,90.55,0.0,0.0,0.0,0.0,0.0,19.91,2.14,2023-08-19 00:00:00,0,5,8,1
18.2,3.5,114,100,0.0,0.0,87.96,0.0,0.0,0.0,0.0,0.0,19.26,1.86,2023-08-19 01:00:00,1,5,8,1
17.4,0.5,135,100,0.0,0.0,88.04,0.0,0.0,0.0,0.0,0.0,18.44,1.52,2023-08-19 02:00:00,2,5,8,1
17.6,1.1,198,100,0.0,0.0,88.05,0.0,0.0,0.0,0.0,0.0,17.81,1.45,2023-08-19 03:00:00,3,5,8,1
17.0,2.4,153,100,0.0,0.0,91.85,2.19,0.0,10.63,0.15,2.08,17.3,1.45,2023-08-19 04:00:00,4,5,8,1
16.6,3.3,103,99,15.0,0.0,85.06,94.75,96.64,51.09,1.74,11.25,17.52,1.17,2023-08-19 05:00:00,5,5,8,1
18.9,4.9,126,75,102.0,0.0,82.32,155.72,156.82,67.79,3.73,20.64,19.8,0.83,2023-08-19 06:00:00,6,5,8,1
20.9,7.1,131,64,236.0,0.0,78.62,203.6,210.1,73.81,5.79,29.85,22.96,1.52,2023-08-19 07:00:00,7,5,8,1
22.8,10.2,138,57,387.0,0.0,70.06,240.16,250.43,77.25,7.58,38.37,24.86,2.14,2023-08-19 08:00:00,8,5,8,1
25.9,12.1,143,8,544.0,0.0,55.54,266.42,273.66,85.59,8.92,45.5,26.45,2.55,2023-08-19 09:00:00,9,5,8,1
28.2,13.2,145,100,659.0,0.0,37.48,280.14,285.88,90.96,9.73,50.27,27.8,2.69,2023-08-19 10:00:00,10,5,8,1
29.9,13.2,163,100,703.0,0.0,22.57,277.83,282.59,92.55,9.79,51.64,28.87,2.76,2023-08-19 11:00:00,11,5,8,1
30.9,13.0,166,49,674.0,0.0,17.76,270.94,266.19,102.29,9.39,49.26,29.62,2.76,2023-08-19 12:00:00,12,5,8,1
31.5,10.9,186,92,634.0,0.0,26.24,245.29,248.85,90.65,8.38,43.73,30.17,2.62,2023-08-19 13:00:00,13,5,8,1
29.2,9.0,233,95,236.0,0.0,68.79,207.08,196.59,96.51,6.56,36.13,30.46,2.48,2023-08-19 14:00:00,14,5,8,1
28.1,10.5,266,91,180.0,0.0,95.32,168.42,159.03,88.1,4.88,27.36,30.5,2.41,2023-08-19 15:00:00,15,5,8,1
27.7,9.4,274,100,247.0,0.0,110.61,83.0,71.52,62.01,2.11,18.06,29.86,2.21,2023-08-19 16:00:00,16,5,8,1
26.3,9.8,298,100,92.0,0.0,126.76,37.75,23.82,44.97,0.85,8.69,28.03,2.97,2023-08-19 17:00:00,17,5,8,1
24.7,10.9,352,100,34.0,0.0,128.32,0.0,0.0,0.0,0.0,-0.36,26.5,2.41,2023-08-19 18:00:00,18,5,8,1
22.9,5.8,292,88,2.0,0.1,130.98,0.0,0.0,0.0,0.0,0.0,25.12,1.86,2023-08-19 19:00:00,19,5,8,1
22.3,7.4,317,84,0.0,0.0,121.68,0.0,0.0,0.0,0.0,0.0,23.92,1.72,2023-08-19 20:00:00,20,5,8,1
21.4,5.2,344,81,0.0,0.0,115.47,0.0,0.0,0.0,0.0,0.0,22.63,1.52,2023-08-19 21:00:00,21,5,8,1
21.0,2.8,320,74,0.0,0.0,107.52,0.0,0.0,0.0,0.0,0.0,21.41,1.52,2023-08-19 22:00:00,22,5,8,1
20.0,6.4,333,50,0.0,0.0,103.74,0.0,0.0,0.0,0.0,0.0,20.46,1.66,2023-08-19 23:00:00,23,5,8,1
20.4,7.6,335,57,0.0,0.0,99.41,0.0,0.0,0.0,0.0,0.0,20.23,1.79,2023-08-20 00:00:00,0,6,8,1
19.9,5.6,333,52,0.0,0.0,98.17,0.0,0.0,0.0,0.0,0.0,20.26,2.0,2023-08-20 01:00:00,1,6,8,1
19.9,6.7,344,52,0.0,0.0,96.67,0.0,0.0,0.0,0.0,0.0,20.24,1.72,2023-08-20 02:00:00,2,6,8,1
19.5,6.1,360,61,0.0,0.0,96.05,0.0,0.0,0.0,0.0,0.0,20.01,1.38,2023-08-20 03:00:00,3,6,8,1
18.8,4.8,333,46,0.0,0.0,98.3,1.23,0.0,8.72,0.13,1.85,19.76,1.17,2023-08-20 04:00:00,4,6,8,1
19.2,6.2,353,91,13.0,0.0,93.37,53.72,33.55,54.09,1.12,11.04,19.55,1.1,2023-08-20 05:00:00,5,6,8,1
19.9,9.7,358,84,88.0,0.0,90.36,112.25,93.51,71.35,2.68,20.43,20.41,1.59,2023-08-20 06:00:00,6,6,8,1
20.6,10.8,26,91,193.0,0.0,78.75,157.9,122.16,96.63,4.18,29.62,21.41,2.14,2023-08-20 07:00:00,7,6,8,1
22.1,8.9,47,57,305.0,0.0,70.57,204.09,92.13,177.81,5.04,38.13,22.55,2.21,2023-08-20 08:00:00,8,6,8,1
23.5,9.6,77,68,472.0,0.0,47.45,214.64,108.66,174.59,5.68,45.23,23.56,2.28,2023-08-20 09:00:00,9,6,8,1
24.8,9.4,86,95,503.0,0.0,21.33,217.44,79.94,205.79,5.41,49.96,24.49,2.21,2023-08-20 10:00:00,10,6,8,1
26.4,5.1,82,58,637.0,0.0,13.82,221.73,80.01,212.77,5.56,51.31,25.25,1.59,2023-08-20 11:00:00,11,6,8,1
26.4,6.6,61,44,725.0,0.0,16.37,231.0,71.29,235.37,5.61,48.93,25.8,0.76,2023-08-20 12:00:00,12,6,8,1
27.3,4.3,66,48,700.0,0.0,30.8,219.93,116.19,181.74,6.06,43.42,26.3,0.41,2023-08-20 13:00:00,13,6,8,1
27.6,4.5,14,85,596.0,0.0,68.45,183.42,142.33,114.41,5.45,35.83,26.53,0.83,2023-08-20 14:00:00,14,6,8,1
27.3,5.8,356,55,429.0,0.0,88.72,148.85,119.71,96.48,4.14,27.07,26.63,0.97,2023-08-20 15:00:00,15,6,8,1
27.5,5.0,330,57,363.0,0.0,110.89,79.77,68.94,58.93,2.03,17.77,26.03,1.17,2023-08-20 16:00:00,16,6,8,1
26.5,4.3,24,30,225.0,0.0,130.9,45.28,46.13,37.55,0.94,8.4,25.63,1.38,2023-08-20 17:00:00,17,6,8,1
25.0,4.6,18,54,91.0,0.0,140.04,0.0,0.0,0.0,0.0,-0.65,24.92,1.31,2023-08-20 18:00:00,18,6,8,1
23.2,5.2,348,54,6.0,0.0,139.23,0.0,0.0,0.0,0.0,0.0,23.62,1.17,2023-08-20 19:00:00,19,6,8,1
22.4,5.6,345,57,0.0,0.0,132.24,0.0,0.0,0.0,0.0,0.0,22.56,1.03,2023-08-20 20:00:00,20,6,8,1
21.7,6.6,338,49,0.0,0.0,112.91,0.0,0.0,0.0,0.0,0.0,22.09,0.97,2023-08-20 21:00:00,21,6,8,1
21.2,6.3,347,50,0.0,0.0,105.95,0.0,0.0,0.0,0.0,0.0,20.96,1.1,2023-08-20 22:00:00,22,6,8,1
21.5,10.3,348,63,0.0,0.0,98.78,0.0,0.0,0.0,0.0,0.0,20.01,1.24,2023-08-20 23:00:00,23,6,8,1
20.7,8.3,360,88,0.0,0.0,96.12,0.0,0.0,0.0,0.0,0.0,19.34,1.31,2023-08-21 00:00:00,0,0,8,0
19.9,6.2,353,65,0.0,0.0,94.46,0.0,0.0,0.0,0.0,0.0,19.09,1.24,2023-08-21 01:00:00,1,0,8,0
19.1,6.6,338,20,0.0,0.0,99.1,0.0,0.0,0.0,0.0,0.0,18.81,1.38,2023-08-21 02:00:00,2,0,8,0
18.5,6.8,342,36,0.0,0.0,108.22,0.0,0.0,0.0,0.0,0.0,18.4,1.38,2023-08-21 03:00:00,3,0,8,0
17.8,5.2,326,16,0.0,0.0,139.96,1.19,0.0,8.58,0.12,1.63,18.08,1.38,2023-08-21 04:00:00,4,0,8,0
17.7,3.7,349,60,13.0,0.0,161.86,62.23,49.78,51.44,1.26,10.82,18.27,0.97,2023-08-21 05:00:00,5,0,8,0
19.2,1.8,349,35,108.0,0.0,139.54,135.28,125.25,72.33,3.29,20.21,19.97,0.9,2023-08-21 06:00:00,6,0,8,0
21.2,4.0,80,46,237.0,0.0,116.33,183.72,186.27,72.39,5.33,29.4,21.74,0.83,2023-08-21 07:00:00,7,0,8,0
22.3,7.6,98,13,401.0,0.0,99.02,215.36,215.66,79.49,6.84,37.88,22.99,1.24,2023-08-21 08:00:00,8,0,8,0
24.2,5.6,117,9,521.0,0.0,93.35,246.81,237.23,95.75,8.22,44.96,24.02,1.24,2023-08-21 09:00:00,9,0,8,0
25.5,1.3,56,55,622.0,0.0,87.25,242.57,214.4,111.84,8.09,49.65,24.95,1.03,2023-08-21 10:00:00,10,0,8,0
26.5,1.0,315,89,631.0,0.0,84.7,225.18,136.36,166.22,6.65,50.98,25.48,0.34,2023-08-21 11:00:00,11,0,8,0
27.6,5.4,274,84,609.0,0.0,87.11,233.21,167.71,147.26,7.28,48.59,25.71,0.62,2023-08-21 12:00:00,12,0,8,0
28.4,7.1,255,72,661.0,0.0,91.72,203.96,148.71,130.15,6.25,43.09,26.11,1.24,2023-08-21 13:00:00,13,0,8,0
28.7,7.9,246,44,510.0,0.0,100.01,163.33,136.5,94.4,5.01,35.52,26.13,1.52,2023-08-21 14:00:00,14,0,8,0
28.5,9.7,266,16,481.0,0.0,114.74,133.22,87.39,105.06,3.55,26.77,25.88,1.59,2023-08-21 15:00:00,15,0,8,0
27.5,7.2,288,57,325.0,0.0,138.33,74.58,50.74,67.58,1.85,17.48,25.48,1.52,2023-08-21 16:00:00,16,0,8,0
26.8,5.6,297,0,211.0,0.0,187.04,35.58,36.09,32.78,0.79,8.11,24.83,1.45,2023-08-21 17:00:00,17,0,8,0
24.4,9.4,360,14,91.0,0.0,200.19,0.0,0.0,0.0,0.0,-0.96,23.89,1.79,2023-08-21 18:00:00,18,0,8,0
