temperature_2m,wind_speed_10m,wind_direction_10m,cloud_cover,shortwave_radiation,precipitation,Price (EUR/MWhe),P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Datetime (UTC),hour,day_of_week,month,is_weekend
21.9,5.6,50,0,0.0,0.0,113.52,0.0,0.0,0.0,0.0,0.0,22.29,1.86,2023-07-08 21:00:00,21,5,7,1
21.7,5.1,51,100,0.0,0.0,105.69,0.0,0.0,0.0,0.0,0.0,20.85,1.86,2023-07-08 22:00:00,22,5,7,1
20.2,4.0,90,100,0.0,0.0,96.56,0.0,0.0,0.0,0.0,0.0,19.69,1.93,2023-07-08 23:00:00,23,5,7,1
19.5,2.6,106,100,0.0,0.0,95.86,0.0,0.0,0.0,0.0,0.0,18.76,1.79,2023-07-09 00:00:00,0,6,7,1
18.7,3.1,69,44,0.0,0.0,91.42,0.0,0.0,0.0,0.0,0.0,18.04,1.72,2023-07-09 01:00:00,1,6,7,1
17.5,2.3,141,100,0.0,0.0,91.49,0.0,0.0,0.0,0.0,0.0,17.85,1.59,2023-07-09 02:00:00,2,6,7,1
16.1,1.8,180,55,0.0,0.0,93.68,0.84,0.0,7.79,0.11,1.24,17.98,1.31,2023-07-09 03:00:00,3,6,7,1
16.0,1.5,166,0,11.0,0.0,89.25,127.14,121.87,55.55,1.34,9.39,18.73,1.1,2023-07-09 04:00:00,4,6,7,1
17.5,1.6,207,48,91.0,0.0,90.26,213.66,205.99,77.35,3.18,18.28,19.89,0.62,2023-07-09 05:00:00,5,6,7,1
19.4,3.6,143,38,224.0,0.0,86.47,259.86,244.3,97.23,4.92,27.59,22.53,0.41,2023-07-09 06:00:00,6,6,7,1
22.4,4.3,138,32,376.0,0.0,80.86,309.1,308.04,97.54,6.89,36.96,24.98,0.55,2023-07-09 07:00:00,7,6,7,1
25.0,4.6,162,24,527.0,0.0,61.25,355.65,366.38,101.39,8.91,45.94,27.1,0.76,2023-07-09 08:00:00,8,6,7,1
27.4,3.3,174,0,668.0,0.0,40.95,380.46,403.61,99.3,10.32,53.81,28.86,0.83,2023-07-09 09:00:00,9,6,7,1
29.9,6.2,173,0,775.0,0.0,30.34,365.67,376.34,107.91,10.23,59.41,30.14,0.9,2023-07-09 10:00:00,10,6,7,1
32.0,7.6,172,0,844.0,0.0,18.51,346.46,344.09,115.69,9.73,61.18,30.87,0.9,2023-07-09 11:00:00,11,6,7,1
32.4,5.1,231,35,781.0,0.0,22.17,339.25,321.61,130.79,9.35,58.42,31.23,0.76,2023-07-09 12:00:00,12,6,7,1
32.9,4.0,275,30,742.0,0.0,37.3,314.52,284.73,135.74,8.28,52.17,31.59,0.97,2023-07-09 13:00:00,13,6,7,1
32.7,1.4,180,0,739.0,0.0,61.45,253.55,155.16,185.77,5.87,43.96,31.76,1.24,2023-07-09 14:00:00,14,6,7,1
32.5,6.0,155,100,531.0,0.0,79.92,205.78,135.71,144.73,4.49,34.85,31.58,1.31,2023-07-09 15:00:00,15,6,7,1
32.3,8.3,185,100,385.0,0.0,107.17,153.5,75.04,138.85,3.04,25.46,31.32,1.52,2023-07-09 16:00:00,16,6,7,1
31.5,8.9,201,100,280.0,0.0,125.92,56.64,13.61,75.76,1.21,16.21,30.39,1.03,2023-07-09 17:00:00,17,6,7,1
27.6,5.2,295,100,133.0,0.0,135.62,29.35,10.47,42.8,0.64,7.46,28.92,0.83,2023-07-09 18:00:00,18,6,7,1
25.9,6.7,344,100,42.0,0.0,141.96,0.0,0.0,0.0,0.0,-0.47,29.96,0.28,2023-07-09 19:00:00,19,6,7,1
23.9,15.5,324,100,3.0,0.0,139.43,0.0,0.0,0.0,0.0,0.0,28.77,0.76,2023-07-09 20:00:00,20,6,7,1
24.3,9.0,358,100,0.0,0.0,126.02,0.0,0.0,0.0,0.0,0.0,27.52,0.55,2023-07-09 21:00:00,21,6,7,1
22.6,5.8,4,100,0.0,0.0,107.45,0.0,0.0,0.0,0.0,0.0,23.0,1.86,2023-07-09 22:00:00,22,6,7,1
21.0,3.3,6,52,0.0,0.0,97.4,0.0,0.0,0.0,0.0,0.0,22.16,1.31,2023-07-09 23:00:00,23,6,7,1
20.7,4.6,288,93,0.0,0.0,91.77,0.0,0.0,0.0,0.0,0.0,23.68,0.34,2023-07-10 00:00:00,0,0,7,0
19.8,7.3,340,100,0.0,0.0,90.07,0.0,0.0,0.0,0.0,0.0,22.7,0.9,2023-07-10 01:00:00,1,0,7,0
20.0,7.6,3,88,0.0,0.3,89.66,0.0,0.0,0.0,0.0,0.0,21.56,1.03,2023-07-10 02:00:00,2,0,7,0
19.6,3.3,311,100,0.0,1.0,98.56,0.92,0.0,7.98,0.12,1.12,18.58,1.66,2023-07-10 03:00:00,3,0,7,0
18.6,5.4,323,100,9.0,0.0,117.13,52.53,23.95,56.9,0.91,9.27,18.31,2.0,2023-07-10 04:00:00,4,0,7,0
19.7,5.0,291,0,89.0,0.0,135.39,148.76,93.72,105.23,2.41,18.17,20.01,2.28,2023-07-10 05:00:00,5,0,7,0
20.7,11.0,308,21,226.0,0.0,130.81,229.58,196.94,99.95,4.27,27.48,21.19,2.83,2023-07-10 06:00:00,6,0,7,0
21.9,15.6,296,93,363.0,0.0,115.68,274.67,203.77,145.37,5.74,36.85,22.77,4.34,2023-07-10 07:00:00,7,0,7,0
22.6,16.4,296,88,401.0,0.0,104.88,316.22,253.35,145.0,7.27,45.82,23.57,4.97,2023-07-10 08:00:00,8,0,7,0
21.9,14.6,310,79,434.0,0.0,94.9,313.03,202.68,191.11,7.29,53.69,23.77,4.69,2023-07-10 09:00:00,9,0,7,0
23.5,14.4,302,79,552.0,0.0,83.7,288.66,204.12,158.47,7.03,59.28,23.49,4.69,2023-07-10 10:00:00,10,0,7,0
23.7,15.5,306,85,506.0,0.0,75.49,327.02,201.63,208.46,7.82,61.06,23.65,4.62,2023-07-10 11:00:00,11,0,7,0
24.5,13.2,313,100,530.0,0.0,70.91,341.2,304.26,124.14,8.85,58.32,23.96,4.28,2023-07-10 12:00:00,12,0,7,0
24.8,11.2,303,99,608.0,0.0,70.1,346.47,278.42,159.16,8.53,52.09,24.54,4.48,2023-07-10 13:00:00,13,0,7,0
25.7,12.4,306,41,619.0,0.0,80.61,299.69,262.05,120.5,7.1,43.89,25.01,4.55,2023-07-10 14:00:00,14,0,7,0
25.2,11.0,319,93,568.0,0.0,92.87,260.81,238.64,99.55,5.68,34.78,25.02,4.21,2023-07-10 15:00:00,15,0,7,0
25.3,12.6,323,39,460.0,0.0,116.45,201.41,174.0,94.14,3.81,25.39,24.85,3.66,2023-07-10 16:00:00,16,0,7,0
24.3,10.1,343,0,332.0,0.0,154.66,150.49,142.73,65.96,2.29,16.14,24.33,3.38,2023-07-10 17:00:00,17,0,7,0
23.4,9.8,343,5,214.0,0.0,178.48,64.97,64.63,37.55,0.76,7.38,23.66,2.76,2023-07-10 18:00:00,18,0,7,0
21.0,6.0,343,9,79.0,0.0,172.54,0.0,0.0,0.0,0.0,-0.56,22.72,1.79,2023-07-10 19:00:00,19,0,7,0
18.5,6.4,333,0,5.0,0.0,153.46,0.0,0.0,0.0,0.0,0.0,21.29,1.45,2023-07-10 20:00:00,20,0,7,0
18.0,6.7,344,100,0.0,0.0,128.91,0.0,0.0,0.0,0.0,0.0,19.68,1.17,2023-07-10 21:00:00,21,0,7,0
17.7,4.3,360,92,0.0,0.0,120.91,0.0,0.0,0.0,0.0,0.0,19.8,0.83,2023-07-10 22:00:00,22,0,7,0
17.6,3.6,37,6,0.0,0.0,113.05,0.0,0.0,0.0,0.0,0.0,19.79,0.69,2023-07-10 23:00:00,23,0,7,0
16.4,3.1,54,78,0.0,0.0,104.62,0.0,0.0,0.0,0.0,0.0,18.87,0.83,2023-07-11 00:00:00,0,1,7,0
16.0,3.6,53,100,0.0,0.0,100.84,0.0,0.0,0.0,0.0,0.0,17.56,1.1,2023-07-11 01:00:00,1,1,7,0
15.6,3.4,72,0,0.0,0.0,100.35,0.0,0.0,0.0,0.0,0.0,16.35,1.31,2023-07-11 02:00:00,2,1,7,0
15.0,4.7,99,0,0.0,0.0,108.37,0.45,0.0,6.82,0.1,0.99,15.52,1.52,2023-07-11 03:00:00,3,1,7,0
14.5,3.4,108,0,10.0,0.0,125.96,121.7,113.91,54.1,1.27,9.15,15.12,1.59,2023-07-11 04:00:00,4,1,7,0
16.2,3.0,104,4,94.0,0.0,127.54,210.45,197.26,77.29,3.08,18.05,16.78,1.38,2023-07-11 05:00:00,5,1,7,0
18.3,5.9,137,65,226.0,0.0,124.45,257.58,237.28,95.24,4.8,27.36,20.52,1.86,2023-07-11 06:00:00,6,1,7,0
20.4,7.9,137,18,377.0,0.0,110.01,325.81,322.28,93.57,7.11,36.73,22.28,2.55,2023-07-11 07:00:00,7,1,7,0
22.5,9.6,146,0,537.0,0.0,95.02,363.22,366.84,96.9,8.88,45.7,24.28,2.69,2023-07-11 08:00:00,8,1,7,0
24.9,9.0,164,0,675.0,0.0,84.8,379.58,374.35,111.59,9.91,53.56,26.1,2.9,2023-07-11 09:00:00,9,1,7,0
27.3,9.8,197,100,770.0,0.0,59.21,390.22,383.33,117.45,10.6,59.15,27.51,3.24,2023-07-11 10:00:00,10,1,7,0
29.1,9.8,204,81,809.0,0.0,49.47,390.69,373.81,130.28,10.73,60.93,28.54,3.17,2023-07-11 11:00:00,11,1,7,0
30.2,18.4,215,39,778.0,0.0,48.72,397.32,427.56,87.82,11.17,58.21,29.35,3.17,2023-07-11 12:00:00,12,1,7,0
31.2,16.8,239,0,825.0,0.0,63.45,370.68,380.56,103.96,9.97,51.99,30.18,3.17,2023-07-11 13:00:00,13,1,7,0
32.3,15.9,231,4,732.0,0.0,86.74,330.42,333.38,102.3,8.31,43.81,30.66,3.24,2023-07-11 14:00:00,14,1,7,0
31.6,14.1,251,0,668.0,0.0,97.41,290.4,281.11,106.66,6.56,34.7,30.81,3.17,2023-07-11 15:00:00,15,1,7,0
31.7,10.0,218,14,527.0,0.0,122.09,237.23,237.05,86.73,4.61,25.32,30.84,3.03,2023-07-11 16:00:00,16,1,7,0
30.8,13.5,254,100,367.0,0.0,164.51,154.25,148.2,71.8,2.42,16.07,30.57,2.62,2023-07-11 17:00:00,17,1,7,0
28.8,8.7,246,100,169.0,0.0,173.77,34.77,15.16,46.02,0.7,7.3,29.68,1.52,2023-07-11 18:00:00,18,1,7,0
25.8,4.1,308,100,52.0,0.0,142.85,0.0,0.0,0.0,0.0,-0.65,29.6,0.55,2023-07-11 19:00:00,19,1,7,0
25.4,2.2,81,100,4.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,26.15,1.17,2023-07-11 20:00:00,20,1,7,0
24.4,3.3,174,100,0.0,0.0,106.33,0.0,0.0,0.0,0.0,0.0,24.29,1.59,2023-07-11 21:00:00,21,1,7,0
23.3,5.0,210,100,0.0,0.0,100.04,0.0,0.0,0.0,0.0,0.0,23.79,1.1,2023-07-11 22:00:00,22,1,7,0
22.6,5.4,172,100,0.0,0.1,93.1,0.0,0.0,0.0,0.0,0.0,24.84,0.55,2023-07-11 23:00:00,23,1,7,0
22.1,21.0,231,100,0.0,0.0,89.61,0.0,0.0,0.0,0.0,0.0,21.72,1.66,2023-07-12 00:00:00,0,2,7,0
20.4,18.6,224,100,0.0,0.0,85.11,0.0,0.0,0.0,0.0,0.0,23.01,4.07,2023-07-12 01:00:00,1,2,7,0
19.4,13.2,215,100,0.0,0.0,85.1,0.0,0.0,0.0,0.0,0.0,21.84,4.48,2023-07-12 02:00:00,2,2,7,0
19.6,13.3,218,100,0.0,0.0,89.03,0.0,0.0,5.22,0.08,0.86,20.86,3.93,2023-07-12 03:00:00,3,2,7,0
19.4,16.6,221,100,4.0,0.0,103.66,54.02,42.31,42.38,0.79,9.03,20.23,3.66,2023-07-12 04:00:00,4,2,7,0
19.6,17.4,232,100,29.0,0.0,117.86,114.49,83.81,74.18,1.9,17.93,20.48,3.66,2023-07-12 05:00:00,5,2,7,0
20.0,14.3,252,100,39.0,0.1,117.2,87.06,28.84,93.35,1.76,27.24,20.92,4.83,2023-07-12 06:00:00,6,2,7,0
18.0,14.3,309,73,166.0,2.0,103.46,220.98,147.37,134.4,4.57,36.61,20.11,2.83,2023-07-12 07:00:00,7,2,7,0
20.0,9.0,265,18,509.0,0.0,77.11,337.19,290.52,131.9,7.87,45.57,21.39,3.66,2023-07-12 08:00:00,8,2,7,0
20.9,15.6,285,34,638.0,0.0,64.88,353.71,293.15,149.56,8.72,53.43,22.92,4.34,2023-07-12 09:00:00,9,2,7,0
22.0,17.6,269,91,694.0,0.0,25.68,366.96,327.47,131.58,9.54,59.01,23.77,4.69,2023-07-12 10:00:00,10,2,7,0
22.5,17.3,275,57,594.0,0.0,13.17,393.74,381.72,111.18,10.62,60.8,24.52,5.1,2023-07-12 11:00:00,11,2,7,0
23.6,16.9,268,64,678.0,0.0,15.57,345.68,295.04,140.66,8.94,58.09,25.28,5.1,2023-07-12 12:00:00,12,2,7,0
24.2,17.0,265,99,724.0,0.0,28.0,347.6,307.16,133.11,8.81,51.9,25.51,5.03,2023-07-12 13:00:00,13,2,7,0
24.8,17.3,275,88,698.0,0.0,51.07,305.8,285.33,106.11,7.39,43.72,25.68,4.83,2023-07-12 14:00:00,14,2,7,0
24.8,15.5,275,0,632.0,0.0,76.94,284.95,263.95,105.17,6.24,34.63,25.52,4.62,2023-07-12 15:00:00,15,2,7,0
24.1,15.9,288,6,521.0,0.0,94.59,250.29,246.56,84.28,4.73,25.24,25.18,4.21,2023-07-12 16:00:00,16,2,7,0
23.2,13.2,292,90,366.0,0.0,122.01,147.51,126.11,78.43,2.29,15.99,24.62,3.72,2023-07-12 17:00:00,17,2,7,0
22.1,13.0,309,100,186.0,0.0,146.13,60.58,55.84,40.37,0.76,7.21,23.85,2.97,2023-07-12 18:00:00,18,2,7,0
20.1,10.2,321,25,65.0,0.0,146.46,0.0,0.0,0.0,0.0,-0.75,22.9,2.0,2023-07-12 19:00:00,19,2,7,0
18.0,6.4,313,100,5.0,0.0,131.06,0.0,0.0,0.0,0.0,0.0,21.59,2.0,2023-07-12 20:00:00,20,2,7,0
16.3,6.9,317,83,0.0,0.0,117.38,0.0,0.0,0.0,0.0,0.0,20.64,2.21,2023-07-12 21:00:00,21,2,7,0
15.5,6.2,324,52,0.0,0.0,104.42,0.0,0.0,0.0,0.0,0.0,19.8,2.48,2023-07-12 22:00:00,22,2,7,0
15.4,3.3,283,100,0.0,0.0,97.52,0.0,0.0,0.0,0.0,0.0,19.3,2.34,2023-07-12 23:00:00,23,2,7,0
14.7,6.6,315,72,0.0,0.0,93.65,0.0,0.0,0.0,0.0,0.0,18.52,1.66,2023-07-13 00:00:00,0,3,7,0
14.2,6.9,313,58,0.0,0.0,91.62,0.0,0.0,0.0,0.0,0.0,17.16,1.24,2023-07-13 01:00:00,1,3,7,0
13.6,4.8,318,58,0.0,0.0,92.48,0.0,0.0,0.0,0.0,0.0,16.46,1.24,2023-07-13 02:00:00,2,3,7,0
13.3,4.7,274,10,0.0,0.0,94.89,0.0,0.0,5.35,0.08,0.73,15.7,1.38,2023-07-13 03:00:00,3,3,7,0
12.4,4.6,288,61,7.0,0.0,109.4,104.94,99.08,48.75,1.13,8.9,15.18,1.38,2023-07-13 04:00:00,4,3,7,0
14.1,3.6,276,94,87.0,0.0,123.49,192.33,177.12,75.15,2.85,17.81,16.58,1.45,2023-07-13 05:00:00,5,3,7,0
16.2,6.3,257,53,216.0,0.0,119.14,270.1,242.05,101.36,4.96,27.12,18.36,2.83,2023-07-13 06:00:00,6,3,7,0
17.5,10.5,276,0,391.0,0.0,107.75,329.92,312.59,101.32,7.08,36.48,19.31,3.24,2023-07-13 07:00:00,7,3,7,0
18.8,12.4,260,38,538.0,0.0,91.81,373.48,370.26,94.76,8.96,45.44,20.31,3.86,2023-07-13 08:00:00,8,3,7,0
19.7,14.0,258,98,588.0,0.0,80.43,404.8,391.8,111.08,10.35,53.29,21.35,4.28,2023-07-13 09:00:00,9,3,7,0
20.6,15.5,269,97,558.0,0.0,72.93,361.74,252.16,197.2,8.82,58.87,22.44,5.31,2023-07-13 10:00:00,10,3,7,0
21.6,16.2,271,100,548.0,0.0,59.73,278.0,64.19,285.57,5.67,60.66,22.88,5.17,2023-07-13 11:00:00,11,3,7,0
21.8,15.6,262,100,539.0,0.0,50.4,193.13,9.56,238.8,3.66,57.97,22.53,4.69,2023-07-13 12:00:00,12,3,7,0
22.2,17.3,266,97,627.0,0.0,57.69,201.24,56.1,201.5,4.17,51.79,22.02,4.21,2023-07-13 13:00:00,13,3,7,0
22.8,19.1,258,64,578.0,0.0,72.17,199.94,104.43,152.52,4.35,43.63,22.02,4.07,2023-07-13 14:00:00,14,3,7,0
22.2,14.4,270,94,576.0,0.0,86.62,182.64,142.49,95.7,3.93,34.54,21.82,4.41,2023-07-13 15:00:00,15,3,7,0
21.4,15.1,273,100,391.0,0.0,97.27,106.87,62.17,85.6,2.11,25.15,21.33,4.07,2023-07-13 16:00:00,16,3,7,0
21.1,12.0,279,100,319.0,0.0,123.76,89.09,64.4,63.84,1.52,15.9,20.89,3.45,2023-07-13 17:00:00,17,3,7,0
19.9,11.1,283,100,121.0,0.0,140.72,55.97,57.34,32.28,0.67,7.12,20.64,2.83,2023-07-13 18:00:00,18,3,7,0
17.9,12.4,334,58,38.0,0.0,141.18,0.0,0.0,0.0,0.0,-0.85,19.69,3.24,2023-07-13 19:00:00,19,3,7,0
15.6,9.7,338,100,4.0,0.0,130.31,0.0,0.0,0.0,0.0,0.0,18.6,2.0,2023-07-13 20:00:00,20,3,7,0
14.7,6.6,338,53,0.0,0.0,115.86,0.0,0.0,0.0,0.0,0.0,17.78,1.38,2023-07-13 21:00:00,21,3,7,0
14.1,2.2,270,96,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,16.82,1.45,2023-07-13 22:00:00,22,3,7,0
13.7,1.8,259,56,0.0,0.0,97.48,0.0,0.0,0.0,0.0,0.0,16.05,1.38,2023-07-13 23:00:00,23,3,7,0
13.1,2.6,236,100,0.0,0.0,94.16,0.0,0.0,0.0,0.0,0.0,15.08,1.31,2023-07-14 00:00:00,0,4,7,0
12.9,2.7,157,55,0.0,0.1,91.51,0.0,0.0,0.0,0.0,0.0,14.54,1.24,2023-07-14 01:00:00,1,4,7,0
12.2,2.4,207,0,0.0,0.0,93.22,0.0,0.0,0.0,0.0,0.0,14.37,1.1,2023-07-14 02:00:00,2,4,7,0
11.4,3.3,167,30,0.0,0.0,98.17,0.02,0.0,5.66,0.09,0.59,14.04,1.03,2023-07-14 03:00:00,3,4,7,0
11.5,1.1,198,92,8.0,0.0,113.22,115.63,106.88,53.42,1.21,8.76,13.67,0.97,2023-07-14 04:00:00,4,4,7,0
12.3,2.9,150,100,71.0,0.0,117.51,191.16,171.52,79.12,2.84,17.68,15.33,0.48,2023-07-14 05:00:00,5,4,7,0
14.4,3.9,146,77,167.0,0.0,110.68,255.9,225.3,103.91,4.76,26.99,17.67,0.55,2023-07-14 06:00:00,6,4,7,0
17.0,4.8,153,8,369.0,0.0,94.92,315.36,284.01,115.89,6.79,36.35,18.84,1.24,2023-07-14 07:00:00,7,4,7,0
19.1,7.7,152,100,525.0,0.0,87.74,325.12,279.42,131.83,7.67,45.31,20.6,1.59,2023-07-14 08:00:00,8,4,7,0
21.0,7.3,171,92,550.0,0.0,82.4,325.48,264.69,146.64,8.06,53.15,21.91,1.93,2023-07-14 09:00:00,9,4,7,0
22.2,10.5,196,49,663.0,0.0,77.05,339.39,176.43,251.96,7.87,58.72,23.09,2.97,2023-07-14 10:00:00,10,4,7,0
23.8,12.1,217,100,677.0,0.0,71.86,226.41,36.76,254.42,4.55,60.51,24.13,3.24,2023-07-14 11:00:00,11,4,7,0
23.1,10.0,193,100,520.0,0.0,72.72,226.41,55.57,235.55,4.72,57.84,24.15,3.24,2023-07-14 12:00:00,12,4,7,0
24.5,11.5,200,98,536.0,0.0,77.89,222.28,3.85,283.04,4.16,51.68,24.49,3.38,2023-07-14 13:00:00,13,4,7,0
24.1,10.7,168,100,448.0,0.0,85.96,266.0,72.59,269.13,5.41,43.53,24.65,3.03,2023-07-14 14:00:00,14,4,7,0
24.8,12.6,182,93,439.0,0.0,97.22,195.87,33.98,222.95,3.82,34.45,25.24,2.69,2023-07-14 15:00:00,15,4,7,0
25.2,9.8,204,40,399.0,0.0,112.2,191.06,117.67,137.8,3.64,25.06,25.23,2.34,2023-07-14 16:00:00,16,4,7,0
24.6,7.3,189,15,359.0,0.0,135.74,177.83,173.87,72.47,2.67,15.8,25.35,2.34,2023-07-14 17:00:00,17,4,7,0
23.9,7.4,151,100,199.0,0.0,144.11,89.05,92.5,43.29,0.92,7.02,24.88,1.52,2023-07-14 18:00:00,18,4,7,0
21.7,4.3,114,55,67.0,0.0,128.98,0.0,0.0,0.0,0.0,-0.96,23.45,1.72,2023-07-14 19:00:00,19,4,7,0
20.2,4.7,94,21,4.0,0.0,106.72,0.0,0.0,0.0,0.0,0.0,21.1,1.79,2023-07-14 20:00:00,20,4,7,0
19.5,4.6,129,41,0.0,0.0,91.02,0.0,0.0,0.0,0.0,0.0,19.34,2.0,2023-07-14 21:00:00,21,4,7,0
18.5,5.2,124,48,0.0,0.0,73.83,0.0,0.0,0.0,0.0,0.0,18.12,2.07,2023-07-14 22:00:00,22,4,7,0
17.5,5.1,129,15,0.0,0.0,58.03,0.0,0.0,0.0,0.0,0.0,17.31,2.07,2023-07-14 23:00:00,23,4,7,0
16.9,5.0,120,0,0.0,0.0,39.67,0.0,0.0,0.0,0.0,0.0,16.53,2.14,2023-07-15 00:00:00,0,5,7,1
16.2,3.8,131,39,0.0,0.0,35.03,0.0,0.0,0.0,0.0,0.0,16.2,2.34,2023-07-15 01:00:00,1,5,7,1
15.5,4.6,129,33,0.0,0.0,33.53,0.0,0.0,0.0,0.0,0.0,16.18,2.41,2023-07-15 02:00:00,2,5,7,1
14.7,4.1,142,8,0.0,0.0,31.46,0.0,0.0,5.53,0.08,0.45,16.31,2.55,2023-07-15 03:00:00,3,5,7,1
14.8,4.8,132,0,7.0,0.0,34.95,116.33,111.11,51.83,1.2,8.63,16.5,2.55,2023-07-15 04:00:00,4,5,7,1
15.6,4.4,125,100,82.0,0.0,36.62,207.23,198.28,74.24,3.04,17.54,18.23,2.34,2023-07-15 05:00:00,5,5,7,1
18.7,6.6,139,62,216.0,0.0,40.47,272.57,270.25,84.17,5.15,26.86,21.85,2.21,2023-07-15 06:00:00,6,5,7,1
20.9,8.0,153,3,369.0,0.0,29.3,320.26,313.97,98.89,7.1,36.22,24.39,3.03,2023-07-15 07:00:00,7,5,7,1
23.8,11.4,152,100,501.0,0.0,19.16,356.71,361.35,98.41,8.88,45.17,26.73,3.45,2023-07-15 08:00:00,8,5,7,1
27.4,10.9,171,100,472.0,0.0,9.9,380.61,382.78,108.69,10.16,53.01,28.74,3.93,2023-07-15 09:00:00,9,5,7,1
28.3,15.4,217,100,460.0,0.0,9.49,382.72,363.27,131.87,10.48,58.57,30.28,4.55,2023-07-15 10:00:00,10,5,7,1
28.2,12.4,248,100,384.0,0.0,-0.29,383.42,308.68,189.42,10.23,60.36,31.28,4.83,2023-07-15 11:00:00,11,5,7,1
27.4,9.1,252,100,390.0,0.0,-1.12,358.94,312.2,156.56,9.69,57.7,31.89,4.55,2023-07-15 12:00:00,12,5,7,1
29.4,17.9,208,100,437.0,0.0,2.74,346.23,293.32,162.9,9.05,51.57,32.32,3.93,2023-07-15 13:00:00,13,5,7,1
29.6,17.3,225,100,522.0,0.0,5.94,320.48,272.72,154.21,7.94,43.43,32.83,3.59,2023-07-15 14:00:00,14,5,7,1
27.6,17.3,222,100,350.0,0.0,26.74,247.55,226.01,109.79,5.67,34.35,33.24,3.72,2023-07-15 15:00:00,15,5,7,1
25.6,20.7,257,100,121.0,0.0,67.2,162.37,133.16,94.63,3.26,24.97,32.91,4.41,2023-07-15 16:00:00,16,5,7,1
22.0,19.9,248,100,72.0,0.0,79.71,75.23,52.71,62.43,1.39,15.7,29.81,3.86,2023-07-15 17:00:00,17,5,7,1
22.0,8.8,199,71,61.0,0.9,87.03,58.35,63.0,32.83,0.69,6.91,27.61,3.93,2023-07-15 18:00:00,18,5,7,1
21.0,6.1,152,24,45.0,0.0,84.3,0.0,0.0,0.0,0.0,-1.08,25.93,2.41,2023-07-15 19:00:00,19,5,7,1
20.1,4.5,166,68,3.0,0.0,83.89,0.0,0.0,0.0,0.0,0.0,24.28,2.34,2023-07-15 20:00:00,20,5,7,1
19.6,5.9,191,100,0.0,0.0,75.11,0.0,0.0,0.0,0.0,0.0,22.51,2.34,2023-07-15 21:00:00,21,5,7,1
19.3,8.8,199,100,0.0,0.1,49.7,0.0,0.0,0.0,0.0,0.0,21.74,2.21,2023-07-15 22:00:00,22,5,7,1
18.5,7.5,197,100,0.0,0.1,14.35,0.0,0.0,0.0,0.0,0.0,21.4,2.28,2023-07-15 23:00:00,23,5,7,1
18.2,9.7,184,100,0.0,0.2,-0.35,0.0,0.0,0.0,0.0,0.0,20.79,2.9,2023-07-16 00:00:00,0,6,7,1
18.5,13.6,202,100,0.0,0.1,-1.85,0.0,0.0,0.0,0.0,0.0,19.8,3.38,2023-07-16 01:00:00,1,6,7,1
18.0,14.2,207,100,0.0,0.7,-1.29,0.0,0.0,0.0,0.0,0.0,19.32,3.93,2023-07-16 02:00:00,2,6,7,1
17.6,14.3,229,50,0.0,0.0,-4.04,0.0,0.0,4.28,0.06,0.3,18.84,4.34,2023-07-16 03:00:00,3,6,7,1
17.0,16.4,230,46,6.0,0.0,-5.45,62.5,52.39,43.07,0.83,8.49,18.41,4.34,2023-07-16 04:00:00,4,6,7,1
16.8,14.6,232,69,77.0,0.0,-5.25,179.43,153.49,82.91,2.7,17.41,18.21,4.21,2023-07-16 05:00:00,5,6,7,1
17.5,16.6,231,42,190.0,0.0,-8.19,255.59,209.78,114.7,4.69,26.73,18.7,4.48,2023-07-16 06:00:00,6,6,7,1
18.4,19.7,239,95,335.0,0.0,-15.51,310.79,258.01,129.6,6.55,36.09,19.13,4.97,2023-07-16 07:00:00,7,6,7,1
19.5,19.9,235,38,504.0,0.0,-7.13,347.25,312.54,118.54,8.2,45.03,20.23,4.9,2023-07-16 08:00:00,8,6,7,1
20.7,19.9,229,97,657.0,0.0,-10.12,374.95,329.3,134.99,9.4,52.86,21.21,5.17,2023-07-16 09:00:00,9,6,7,1
21.9,21.4,229,68,776.0,0.0,-16.79,395.43,320.21,169.68,10.1,58.41,22.1,5.52,2023-07-16 10:00:00,10,6,7,1
22.2,22.9,224,66,704.0,0.0,-15.92,398.58,347.89,146.59,10.52,60.2,22.95,6.0,2023-07-16 11:00:00,11,6,7,1
22.8,20.6,223,7,762.0,0.0,-27.73,383.79,325.89,152.94,9.99,57.56,23.74,6.0,2023-07-16 12:00:00,12,6,7,1
23.4,20.4,225,9,786.0,0.0,-60.49,347.62,263.69,173.63,8.55,51.44,24.25,5.72,2023-07-16 13:00:00,13,6,7,1
24.1,17.2,233,0,761.0,0.0,-10.94,336.65,286.65,140.57,8.05,43.32,24.36,5.38,2023-07-16 14:00:00,14,6,7,1
24.6,17.0,234,5,590.0,0.0,-7.13,285.29,258.0,110.21,6.28,34.25,24.63,5.17,2023-07-16 15:00:00,15,6,7,1
24.0,16.9,232,0,529.0,0.0,22.81,220.03,194.85,96.89,4.19,24.87,24.65,4.76,2023-07-16 16:00:00,16,6,7,1
23.1,11.8,239,93,353.0,0.0,80.24,159.77,142.42,78.37,2.45,15.6,24.36,4.21,2023-07-16 17:00:00,17,6,7,1
