Country,ISO3 Code,Datetime (UTC),Datetime (Local),Price (EUR/MWhe)
Germany,DEU,2022-07-19 08:00:00,2022-07-19 10:00:00,367.4
Germany,DEU,2022-07-19 09:00:00,2022-07-19 11:00:00,350.88
Germany,DEU,2022-07-19 10:00:00,2022-07-19 12:00:00,335.03
Germany,DEU,2022-07-19 11:00:00,2022-07-19 13:00:00,326.92
Germany,DEU,2022-07-19 12:00:00,2022-07-19 14:00:00,318.36
Germany,DEU,2022-07-19 13:00:00,2022-07-19 15:00:00,338.13
Germany,DEU,2022-07-19 14:00:00,2022-07-19 16:00:00,372.09
Germany,DEU,2022-07-19 15:00:00,2022-07-19 17:00:00,438.28
Germany,DEU,2022-07-19 16:00:00,2022-07-19 18:00:00,487.66
Germany,DEU,2022-07-19 17:00:00,2022-07-19 19:00:00,560.08
Germany,DEU,2022-07-19 18:00:00,2022-07-19 20:00:00,573.52
Germany,DEU,2022-07-19 19:00:00,2022-07-19 21:00:00,482.21
Germany,DEU,2022-07-19 20:00:00,2022-07-19 22:00:00,419.03
Germany,DEU,2022-07-19 21:00:00,2022-07-19 23:00:00,337.46
Germany,DEU,2022-07-19 22:00:00,2022-07-20 00:00:00,261.13
Germany,DEU,2022-07-19 23:00:00,2022-07-20 01:00:00,232.25
Germany,DEU,2022-07-20 00:00:00,2022-07-20 02:00:00,225.98
Germany,DEU,2022-07-20 01:00:00,2022-07-20 03:00:00,224.75
Germany,DEU,2022-07-20 02:00:00,2022-07-20 04:00:00,233.48
Germany,DEU,2022-07-20 03:00:00,2022-07-20 05:00:00,261.02
Germany,DEU,2022-07-20 04:00:00,2022-07-20 06:00:00,345.97
Germany,DEU,2022-07-20 05:00:00,2022-07-20 07:00:00,396.35
Germany,DEU,2022-07-20 06:00:00,2022-07-20 08:00:00,375.38
Germany,DEU,2022-07-20 07:00:00,2022-07-20 09:00:00,334.63
Germany,DEU,2022-07-20 08:00:00,2022-07-20 10:00:00,311.91
Germany,DEU,2022-07-20 09:00:00,2022-07-20 11:00:00,271.39
Germany,DEU,2022-07-20 10:00:00,2022-07-20 12:00:00,263.38
Germany,DEU,2022-07-20 11:00:00,2022-07-20 13:00:00,258.89
Germany,DEU,2022-07-20 12:00:00,2022-07-20 14:00:00,259.8
Germany,DEU,2022-07-20 13:00:00,2022-07-20 15:00:00,290.38
Germany,DEU,2022-07-20 14:00:00,2022-07-20 16:00:00,325.21
Germany,DEU,2022-07-20 15:00:00,2022-07-20 17:00:00,377.57
Germany,DEU,2022-07-20 16:00:00,2022-07-20 18:00:00,432.37
Germany,DEU,2022-07-20 17:00:00,2022-07-20 19:00:00,499.38
Germany,DEU,2022-07-20 18:00:00,2022-07-20 20:00:00,500.0
Germany,DEU,2022-07-20 19:00:00,2022-07-20 21:00:00,451.48
Germany,DEU,2022-07-20 20:00:00,2022-07-20 22:00:00,405.72
Germany,DEU,2022-07-20 21:00:00,2022-07-20 23:00:00,356.91
Germany,DEU,2022-07-20 22:00:00,2022-07-21 00:00:00,344.48
Germany,DEU,2022-07-20 23:00:00,2022-07-21 01:00:00,330.97
Germany,DEU,2022-07-21 00:00:00,2022-07-21 02:00:00,323.84
Germany,DEU,2022-07-21 01:00:00,2022-07-21 03:00:00,320.34
Germany,DEU,2022-07-21 02:00:00,2022-07-21 04:00:00,319.38
Germany,DEU,2022-07-21 03:00:00,2022-07-21 05:00:00,347.95
Germany,DEU,2022-07-21 04:00:00,2022-07-21 06:00:00,437.98
Germany,DEU,2022-07-21 05:00:00,2022-07-21 07:00:00,495.3
Germany,DEU,2022-07-21 06:00:00,2022-07-21 08:00:00,502.59
Germany,DEU,2022-07-21 07:00:00,2022-07-21 09:00:00,448.61
Germany,DEU,2022-07-21 08:00:00,2022-07-21 10:00:00,424.49
Germany,DEU,2022-07-21 09:00:00,2022-07-21 11:00:00,370.82
Germany,DEU,2022-07-21 10:00:00,2022-07-21 12:00:00,337.87
Germany,DEU,2022-07-21 11:00:00,2022-07-21 13:00:00,310.94
Germany,DEU,2022-07-21 12:00:00,2022-07-21 14:00:00,316.84
Germany,DEU,2022-07-21 13:00:00,2022-07-21 15:00:00,310.74
Germany,DEU,2022-07-21 14:00:00,2022-07-21 16:00:00,332.75
Germany,DEU,2022-07-21 15:00:00,2022-07-21 17:00:00,363.53
Germany,DEU,2022-07-21 16:00:00,2022-07-21 18:00:00,435.55
Germany,DEU,2022-07-21 17:00:00,2022-07-21 19:00:00,497.88
Germany,DEU,2022-07-21 18:00:00,2022-07-21 20:00:00,540.36
Germany,DEU,2022-07-21 19:00:00,2022-07-21 21:00:00,493.28
Germany,DEU,2022-07-21 20:00:00,2022-07-21 22:00:00,479.05
Germany,DEU,2022-07-21 21:00:00,2022-07-21 23:00:00,415.24
Germany,DEU,2022-07-21 22:00:00,2022-07-22 00:00:00,362.42
Germany,DEU,2022-07-21 23:00:00,2022-07-22 01:00:00,333.68
Germany,DEU,2022-07-22 00:00:00,2022-07-22 02:00:00,329.45
Germany,DEU,2022-07-22 01:00:00,2022-07-22 03:00:00,314.58
Germany,DEU,2022-07-22 02:00:00,2022-07-22 04:00:00,317.93
Germany,DEU,2022-07-22 03:00:00,2022-07-22 05:00:00,337.65
Germany,DEU,2022-07-22 04:00:00,2022-07-22 06:00:00,412.94
Germany,DEU,2022-07-22 05:00:00,2022-07-22 07:00:00,461.08
Germany,DEU,2022-07-22 06:00:00,2022-07-22 08:00:00,459.97
Germany,DEU,2022-07-22 07:00:00,2022-07-22 09:00:00,409.25
Germany,DEU,2022-07-22 08:00:00,2022-07-22 10:00:00,354.33
Germany,DEU,2022-07-22 09:00:00,2022-07-22 11:00:00,325.19
Germany,DEU,2022-07-22 10:00:00,2022-07-22 12:00:00,300.05
Germany,DEU,2022-07-22 11:00:00,2022-07-22 13:00:00,273.28
Germany,DEU,2022-07-22 12:00:00,2022-07-22 14:00:00,270.72
Germany,DEU,2022-07-22 13:00:00,2022-07-22 15:00:00,292.61
Germany,DEU,2022-07-22 14:00:00,2022-07-22 16:00:00,308.57
Germany,DEU,2022-07-22 15:00:00,2022-07-22 17:00:00,387.28
Germany,DEU,2022-07-22 16:00:00,2022-07-22 18:00:00,453.48
Germany,DEU,2022-07-22 17:00:00,2022-07-22 19:00:00,507.64
Germany,DEU,2022-07-22 18:00:00,2022-07-22 20:00:00,513.84
Germany,DEU,2022-07-22 19:00:00,2022-07-22 21:00:00,490.69
Germany,DEU,2022-07-22 20:00:00,2022-07-22 22:00:00,463.44
Germany,DEU,2022-07-22 21:00:00,2022-07-22 23:00:00,427.95
Germany,DEU,2022-07-22 22:00:00,2022-07-23 00:00:00,403.94
Germany,DEU,2022-07-22 23:00:00,2022-07-23 01:00:00,354.26
Germany,DEU,2022-07-23 00:00:00,2022-07-23 02:00:00,342.36
Germany,DEU,2022-07-23 01:00:00,2022-07-23 03:00:00,330.74
Germany,DEU,2022-07-23 02:00:00,2022-07-23 04:00:00,328.28
Germany,DEU,2022-07-23 03:00:00,2022-07-23 05:00:00,329.24
Germany,DEU,2022-07-23 04:00:00,2022-07-23 06:00:00,339.07
Germany,DEU,2022-07-23 05:00:00,2022-07-23 07:00:00,343.48
Germany,DEU,2022-07-23 06:00:00,2022-07-23 08:00:00,358.79
Germany,DEU,2022-07-23 07:00:00,2022-07-23 09:00:00,347.29
Germany,DEU,2022-07-23 08:00:00,2022-07-23 10:00:00,323.44
Germany,DEU,2022-07-23 09:00:00,2022-07-23 11:00:00,298.01
Germany,DEU,2022-07-23 10:00:00,2022-07-23 12:00:00,257.63
Germany,DEU,2022-07-23 11:00:00,2022-07-23 13:00:00,222.01
Germany,DEU,2022-07-23 12:00:00,2022-07-23 14:00:00,187.7
Germany,DEU,2022-07-23 13:00:00,2022-07-23 15:00:00,185.54
Germany,DEU,2022-07-23 14:00:00,2022-07-23 16:00:00,211.51
Germany,DEU,2022-07-23 15:00:00,2022-07-23 17:00:00,267.8
Germany,DEU,2022-07-23 16:00:00,2022-07-23 18:00:00,331.16
Germany,DEU,2022-07-23 17:00:00,2022-07-23 19:00:00,378.35
Germany,DEU,2022-07-23 18:00:00,2022-07-23 20:00:00,407.54
Germany,DEU,2022-07-23 19:00:00,2022-07-23 21:00:00,409.71
Germany,DEU,2022-07-23 20:00:00,2022-07-23 22:00:00,401.4
Germany,DEU,2022-07-23 21:00:00,2022-07-23 23:00:00,374.59
Germany,DEU,2022-07-23 22:00:00,2022-07-24 00:00:00,365.66
Germany,DEU,2022-07-23 23:00:00,2022-07-24 01:00:00,350.43
Germany,DEU,2022-07-24 00:00:00,2022-07-24 02:00:00,326.74
Germany,DEU,2022-07-24 01:00:00,2022-07-24 03:00:00,314.18
Germany,DEU,2022-07-24 02:00:00,2022-07-24 04:00:00,302.94
Germany,DEU,2022-07-24 03:00:00,2022-07-24 05:00:00,283.2
Germany,DEU,2022-07-24 04:00:00,2022-07-24 06:00:00,266.91
Germany,DEU,2022-07-24 05:00:00,2022-07-24 07:00:00,253.48
Germany,DEU,2022-07-24 06:00:00,2022-07-24 08:00:00,234.52
Germany,DEU,2022-07-24 07:00:00,2022-07-24 09:00:00,178.11
Germany,DEU,2022-07-24 08:00:00,2022-07-24 10:00:00,154.18
Germany,DEU,2022-07-24 09:00:00,2022-07-24 11:00:00,107.14
Germany,DEU,2022-07-24 10:00:00,2022-07-24 12:00:00,76.25
Germany,DEU,2022-07-24 11:00:00,2022-07-24 13:00:00,69.06
Germany,DEU,2022-07-24 12:00:00,2022-07-24 14:00:00,57.59
Germany,DEU,2022-07-24 13:00:00,2022-07-24 15:00:00,80.01
Germany,DEU,2022-07-24 14:00:00,2022-07-24 16:00:00,132.39
Germany,DEU,2022-07-24 15:00:00,2022-07-24 17:00:00,239.23
Germany,DEU,2022-07-24 16:00:00,2022-07-24 18:00:00,347.9
Germany,DEU,2022-07-24 17:00:00,2022-07-24 19:00:00,403.7
Germany,DEU,2022-07-24 18:00:00,2022-07-24 20:00:00,426.42
Germany,DEU,2022-07-24 19:00:00,2022-07-24 21:00:00,426.16
Germany,DEU,2022-07-24 20:00:00,2022-07-24 22:00:00,420.94
Germany,DEU,2022-07-24 21:00:00,2022-07-24 23:00:00,387.73
Germany,DEU,2022-07-24 22:00:00,2022-07-25 00:00:00,342.44
Germany,DEU,2022-07-24 23:00:00,2022-07-25 01:00:00,289.88
Germany,DEU,2022-07-25 00:00:00,2022-07-25 02:00:00,279.29
Germany,DEU,2022-07-25 01:00:00,2022-07-25 03:00:00,275.96
Germany,DEU,2022-07-25 02:00:00,2022-07-25 04:00:00,270.22
Germany,DEU,2022-07-25 03:00:00,2022-07-25 05:00:00,289.53
Germany,DEU,2022-07-25 04:00:00,2022-07-25 06:00:00,370.76
Germany,DEU,2022-07-25 05:00:00,2022-07-25 07:00:00,429.01
Germany,DEU,2022-07-25 06:00:00,2022-07-25 08:00:00,420.74
Germany,DEU,2022-07-25 07:00:00,2022-07-25 09:00:00,373.14
Germany,DEU,2022-07-25 08:00:00,2022-07-25 10:00:00,315.82
Germany,DEU,2022-07-25 09:00:00,2022-07-25 11:00:00,285.13
Germany,DEU,2022-07-25 10:00:00,2022-07-25 12:00:00,253.58
Germany,DEU,2022-07-25 11:00:00,2022-07-25 13:00:00,239.33
Germany,DEU,2022-07-25 12:00:00,2022-07-25 14:00:00,228.52
Germany,DEU,2022-07-25 13:00:00,2022-07-25 15:00:00,223.8
Germany,DEU,2022-07-25 14:00:00,2022-07-25 16:00:00,260.24
Germany,DEU,2022-07-25 15:00:00,2022-07-25 17:00:00,287.39
Germany,DEU,2022-07-25 16:00:00,2022-07-25 18:00:00,346.99
Germany,DEU,2022-07-25 17:00:00,2022-07-25 19:00:00,408.9
Germany,DEU,2022-07-25 18:00:00,2022-07-25 20:00:00,413.41
Germany,DEU,2022-07-25 19:00:00,2022-07-25 21:00:00,410.72
Germany,DEU,2022-07-25 20:00:00,2022-07-25 22:00:00,400.39
Germany,DEU,2022-07-25 21:00:00,2022-07-25 23:00:00,346.64
Germany,DEU,2022-07-25 22:00:00,2022-07-26 00:00:00,333.84
Germany,DEU,2022-07-25 23:00:00,2022-07-26 01:00:00,315.92
Germany,DEU,2022-07-26 00:00:00,2022-07-26 02:00:00,287.3
Germany,DEU,2022-07-26 01:00:00,2022-07-26 03:00:00,283.19
Germany,DEU,2022-07-26 02:00:00,2022-07-26 04:00:00,292.54
Germany,DEU,2022-07-26 03:00:00,2022-07-26 05:00:00,331.08
Germany,DEU,2022-07-26 04:00:00,2022-07-26 06:00:00,383.99
Germany,DEU,2022-07-26 05:00:00,2022-07-26 07:00:00,442.16
Germany,DEU,2022-07-26 06:00:00,2022-07-26 08:00:00,395.94
Germany,DEU,2022-07-26 07:00:00,2022-07-26 09:00:00,313.29
Germany,DEU,2022-07-26 08:00:00,2022-07-26 10:00:00,262.1
Germany,DEU,2022-07-26 09:00:00,2022-07-26 11:00:00,251.38
Germany,DEU,2022-07-26 10:00:00,2022-07-26 12:00:00,222.08
Germany,DEU,2022-07-26 11:00:00,2022-07-26 13:00:00,204.0
Germany,DEU,2022-07-26 12:00:00,2022-07-26 14:00:00,194.15
Germany,DEU,2022-07-26 13:00:00,2022-07-26 15:00:00,193.23
Germany,DEU,2022-07-26 14:00:00,2022-07-26 16:00:00,205.63
Germany,DEU,2022-07-26 15:00:00,2022-07-26 17:00:00,267.18
Germany,DEU,2022-07-26 16:00:00,2022-07-26 18:00:00,334.75
Germany,DEU,2022-07-26 17:00:00,2022-07-26 19:00:00,413.33
Germany,DEU,2022-07-26 18:00:00,2022-07-26 20:00:00,439.43
Germany,DEU,2022-07-26 19:00:00,2022-07-26 21:00:00,443.37
Germany,DEU,2022-07-26 20:00:00,2022-07-26 22:00:00,428.27
Germany,DEU,2022-07-26 21:00:00,2022-07-26 23:00:00,382.92
Germany,DEU,2022-07-26 22:00:00,2022-07-27 00:00:00,402.69
Germany,DEU,2022-07-26 23:00:00,2022-07-27 01:00:00,363.77
Germany,DEU,2022-07-27 00:00:00,2022-07-27 02:00:00,354.19
Germany,DEU,2022-07-27 01:00:00,2022-07-27 03:00:00,349.99
Germany,DEU,2022-07-27 02:00:00,2022-07-27 04:00:00,351.4
Germany,DEU,2022-07-27 03:00:00,2022-07-27 05:00:00,382.49
Germany,DEU,2022-07-27 04:00:00,2022-07-27 06:00:00,463.98
Germany,DEU,2022-07-27 05:00:00,2022-07-27 07:00:00,499.36
Germany,DEU,2022-07-27 06:00:00,2022-07-27 08:00:00,488.21
Germany,DEU,2022-07-27 07:00:00,2022-07-27 09:00:00,435.33
Germany,DEU,2022-07-27 08:00:00,2022-07-27 10:00:00,416.81
Germany,DEU,2022-07-27 09:00:00,2022-07-27 11:00:00,388.41
Germany,DEU,2022-07-27 10:00:00,2022-07-27 12:00:00,338.42
Germany,DEU,2022-07-27 11:00:00,2022-07-27 13:00:00,300.93
Germany,DEU,2022-07-27 12:00:00,2022-07-27 14:00:00,289.63
Germany,DEU,2022-07-27 13:00:00,2022-07-27 15:00:00,302.98
Germany,DEU,2022-07-27 14:00:00,2022-07-27 16:00:00,333.54
Germany,DEU,2022-07-27 15:00:00,2022-07-27 17:00:00,402.83
Germany,DEU,2022-07-27 16:00:00,2022-07-27 18:00:00,483.45
Germany,DEU,2022-07-27 17:00:00,2022-07-27 19:00:00,527.57
Germany,DEU,2022-07-27 18:00:00,2022-07-27 20:00:00,543.94
Germany,DEU,2022-07-27 19:00:00,2022-07-27 21:00:00,523.99
Germany,DEU,2022-07-27 20:00:00,2022-07-27 22:00:00,492.19
Germany,DEU,2022-07-27 21:00:00,2022-07-27 23:00:00,433.76
Germany,DEU,2022-07-27 22:00:00,2022-07-28 00:00:00,445.04
Germany,DEU,2022-07-27 23:00:00,2022-07-28 01:00:00,412.6
Germany,DEU,2022-07-28 00:00:00,2022-07-28 02:00:00,407.02
Germany,DEU,2022-07-28 01:00:00,2022-07-28 03:00:00,407.33
Germany,DEU,2022-07-28 02:00:00,2022-07-28 04:00:00,410.15
Germany,DEU,2022-07-28 03:00:00,2022-07-28 05:00:00,436.16
Germany,DEU,2022-07-28 04:00:00,2022-07-28 06:00:00,510.3
Germany,DEU,2022-07-28 05:00:00,2022-07-28 07:00:00,571.34
Germany,DEU,2022-07-28 06:00:00,2022-07-28 08:00:00,583.14
Germany,DEU,2022-07-28 07:00:00,2022-07-28 09:00:00,532.85
Germany,DEU,2022-07-28 08:00:00,2022-07-28 10:00:00,466.39
Germany,DEU,2022-07-28 09:00:00,2022-07-28 11:00:00,440.53
Germany,DEU,2022-07-28 10:00:00,2022-07-28 12:00:00,434.25
Germany,DEU,2022-07-28 11:00:00,2022-07-28 13:00:00,427.8
Germany,DEU,2022-07-28 12:00:00,2022-07-28 14:00:00,434.6
Germany,DEU,2022-07-28 13:00:00,2022-07-28 15:00:00,442.98
Germany,DEU,2022-07-28 14:00:00,2022-07-28 16:00:00,489.2
Germany,DEU,2022-07-28 15:00:00,2022-07-28 17:00:00,548.81
Germany,DEU,2022-07-28 16:00:00,2022-07-28 18:00:00,587.48
Germany,DEU,2022-07-28 17:00:00,2022-07-28 19:00:00,630.23
Germany,DEU,2022-07-28 18:00:00,2022-07-28 20:00:00,616.71
Germany,DEU,2022-07-28 19:00:00,2022-07-28 21:00:00,557.96
Germany,DEU,2022-07-28 20:00:00,2022-07-28 22:00:00,539.33
Germany,DEU,2022-07-28 21:00:00,2022-07-28 23:00:00,466.86
Germany,DEU,2022-07-28 22:00:00,2022-07-29 00:00:00,407.61
Germany,DEU,2022-07-28 23:00:00,2022-07-29 01:00:00,384.35
Germany,DEU,2022-07-29 00:00:00,2022-07-29 02:00:00,378.16
Germany,DEU,2022-07-29 01:00:00,2022-07-29 03:00:00,389.44
Germany,DEU,2022-07-29 02:00:00,2022-07-29 04:00:00,382.72
Germany,DEU,2022-07-29 03:00:00,2022-07-29 05:00:00,402.37
Germany,DEU,2022-07-29 04:00:00,2022-07-29 06:00:00,471.29
Germany,DEU,2022-07-29 05:00:00,2022-07-29 07:00:00,516.36
Germany,DEU,2022-07-29 06:00:00,2022-07-29 08:00:00,523.66
Germany,DEU,2022-07-29 07:00:00,2022-07-29 09:00:00,506.57
Germany,DEU,2022-07-29 08:00:00,2022-07-29 10:00:00,473.78
Germany,DEU,2022-07-29 09:00:00,2022-07-29 11:00:00,455.37
Germany,DEU,2022-07-29 10:00:00,2022-07-29 12:00:00,418.22
Germany,DEU,2022-07-29 11:00:00,2022-07-29 13:00:00,397.72
Germany,DEU,2022-07-29 12:00:00,2022-07-29 14:00:00,394.26
Germany,DEU,2022-07-29 13:00:00,2022-07-29 15:00:00,416.08
Germany,DEU,2022-07-29 14:00:00,2022-07-29 16:00:00,431.34
Germany,DEU,2022-07-29 15:00:00,2022-07-29 17:00:00,469.78
Germany,DEU,2022-07-29 16:00:00,2022-07-29 18:00:00,491.55
Germany,DEU,2022-07-29 17:00:00,2022-07-29 19:00:00,509.48
Germany,DEU,2022-07-29 18:00:00,2022-07-29 20:00:00,524.99
Germany,DEU,2022-07-29 19:00:00,2022-07-29 21:00:00,508.91
Germany,DEU,2022-07-29 20:00:00,2022-07-29 22:00:00,487.5
Germany,DEU,2022-07-29 21:00:00,2022-07-29 23:00:00,442.28
Germany,DEU,2022-07-29 22:00:00,2022-07-30 00:00:00,413.57
Germany,DEU,2022-07-29 23:00:00,2022-07-30 01:00:00,391.4
Germany,DEU,2022-07-30 00:00:00,2022-07-30 02:00:00,386.94
Germany,DEU,2022-07-30 01:00:00,2022-07-30 03:00:00,375.45
Germany,DEU,2022-07-30 02:00:00,2022-07-30 04:00:00,364.08
Germany,DEU,2022-07-30 03:00:00,2022-07-30 05:00:00,374.67
Germany,DEU,2022-07-30 04:00:00,2022-07-30 06:00:00,402.08
Germany,DEU,2022-07-30 05:00:00,2022-07-30 07:00:00,408.4
Germany,DEU,2022-07-30 06:00:00,2022-07-30 08:00:00,408.36
Germany,DEU,2022-07-30 07:00:00,2022-07-30 09:00:00,386.26
Germany,DEU,2022-07-30 08:00:00,2022-07-30 10:00:00,341.26
Germany,DEU,2022-07-30 09:00:00,2022-07-30 11:00:00,319.41
Germany,DEU,2022-07-30 10:00:00,2022-07-30 12:00:00,266.59
Germany,DEU,2022-07-30 11:00:00,2022-07-30 13:00:00,223.87
Germany,DEU,2022-07-30 12:00:00,2022-07-30 14:00:00,228.76
Germany,DEU,2022-07-30 13:00:00,2022-07-30 15:00:00,256.1
Germany,DEU,2022-07-30 14:00:00,2022-07-30 16:00:00,298.03
Germany,DEU,2022-07-30 15:00:00,2022-07-30 17:00:00,380.14
Germany,DEU,2022-07-30 16:00:00,2022-07-30 18:00:00,427.28
Germany,DEU,2022-07-30 17:00:00,2022-07-30 19:00:00,455.98
Germany,DEU,2022-07-30 18:00:00,2022-07-30 20:00:00,456.83
Germany,DEU,2022-07-30 19:00:00,2022-07-30 21:00:00,456.88
Germany,DEU,2022-07-30 20:00:00,2022-07-30 22:00:00,445.31
Germany,DEU,2022-07-30 21:00:00,2022-07-30 23:00:00,421.66
Germany,DEU,2022-07-30 22:00:00,2022-07-31 00:00:00,388.4
Germany,DEU,2022-07-30 23:00:00,2022-07-31 01:00:00,350.64
Germany,DEU,2022-07-31 00:00:00,2022-07-31 02:00:00,318.46
Germany,DEU,2022-07-31 01:00:00,2022-07-31 03:00:00,308.48
Germany,DEU,2022-07-31 02:00:00,2022-07-31 04:00:00,294.52
Germany,DEU,2022-07-31 03:00:00,2022-07-31 05:00:00,278.36
Germany,DEU,2022-07-31 04:00:00,2022-07-31 06:00:00,290.77
Germany,DEU,2022-07-31 05:00:00,2022-07-31 07:00:00,261.36
Germany,DEU,2022-07-31 06:00:00,2022-07-31 08:00:00,273.13
Germany,DEU,2022-07-31 07:00:00,2022-07-31 09:00:00,252.63
Germany,DEU,2022-07-31 08:00:00,2022-07-31 10:00:00,234.22
Germany,DEU,2022-07-31 09:00:00,2022-07-31 11:00:00,219.48
Germany,DEU,2022-07-31 10:00:00,2022-07-31 12:00:00,212.49
Germany,DEU,2022-07-31 11:00:00,2022-07-31 13:00:00,189.12
Germany,DEU,2022-07-31 12:00:00,2022-07-31 14:00:00,178.25
Germany,DEU,2022-07-31 13:00:00,2022-07-31 15:00:00,206.12
Germany,DEU,2022-07-31 14:00:00,2022-07-31 16:00:00,246.86
Germany,DEU,2022-07-31 15:00:00,2022-07-31 17:00:00,325.0
Germany,DEU,2022-07-31 16:00:00,2022-07-31 18:00:00,410.7
Germany,DEU,2022-07-31 17:00:00,2022-07-31 19:00:00,474.35
Germany,DEU,2022-07-31 18:00:00,2022-07-31 20:00:00,473.99
Germany,DEU,2022-07-31 19:00:00,2022-07-31 21:00:00,487.11
Germany,DEU,2022-07-31 20:00:00,2022-07-31 22:00:00,490.72
Germany,DEU,2022-07-31 21:00:00,2022-07-31 23:00:00,447.85
Germany,DEU,2022-07-31 22:00:00,2022-08-01 00:00:00,408.27
Germany,DEU,2022-07-31 23:00:00,2022-08-01 01:00:00,369.53
Germany,DEU,2022-08-01 00:00:00,2022-08-01 02:00:00,361.02
Germany,DEU,2022-08-01 01:00:00,2022-08-01 03:00:00,348.54
Germany,DEU,2022-08-01 02:00:00,2022-08-01 04:00:00,360.12
Germany,DEU,2022-08-01 03:00:00,2022-08-01 05:00:00,393.19
Germany,DEU,2022-08-01 04:00:00,2022-08-01 06:00:00,452.86
Germany,DEU,2022-08-01 05:00:00,2022-08-01 07:00:00,492.26
Germany,DEU,2022-08-01 06:00:00,2022-08-01 08:00:00,489.66
Germany,DEU,2022-08-01 07:00:00,2022-08-01 09:00:00,480.21
Germany,DEU,2022-08-01 08:00:00,2022-08-01 10:00:00,441.74
Germany,DEU,2022-08-01 09:00:00,2022-08-01 11:00:00,427.1
Germany,DEU,2022-08-01 10:00:00,2022-08-01 12:00:00,393.96
Germany,DEU,2022-08-01 11:00:00,2022-08-01 13:00:00,383.0
Germany,DEU,2022-08-01 12:00:00,2022-08-01 14:00:00,367.14
Germany,DEU,2022-08-01 13:00:00,2022-08-01 15:00:00,371.77
Germany,DEU,2022-08-01 14:00:00,2022-08-01 16:00:00,405.66
Germany,DEU,2022-08-01 15:00:00,2022-08-01 17:00:00,461.62
Germany,DEU,2022-08-01 16:00:00,2022-08-01 18:00:00,484.54
Germany,DEU,2022-08-01 17:00:00,2022-08-01 19:00:00,521.31
Germany,DEU,2022-08-01 18:00:00,2022-08-01 20:00:00,541.01
Germany,DEU,2022-08-01 19:00:00,2022-08-01 21:00:00,522.79
Germany,DEU,2022-08-01 20:00:00,2022-08-01 22:00:00,511.57
Germany,DEU,2022-08-01 21:00:00,2022-08-01 23:00:00,481.7
Germany,DEU,2022-08-01 22:00:00,2022-08-02 00:00:00,446.37
Germany,DEU,2022-08-01 23:00:00,2022-08-02 01:00:00,410.52
Germany,DEU,2022-08-02 00:00:00,2022-08-02 02:00:00,398.2
Germany,DEU,2022-08-02 01:00:00,2022-08-02 03:00:00,378.66
Germany,DEU,2022-08-02 02:00:00,2022-08-02 04:00:00,377.66
Germany,DEU,2022-08-02 03:00:00,2022-08-02 05:00:00,408.71
Germany,DEU,2022-08-02 04:00:00,2022-08-02 06:00:00,461.73
Germany,DEU,2022-08-02 05:00:00,2022-08-02 07:00:00,487.95
Germany,DEU,2022-08-02 06:00:00,2022-08-02 08:00:00,477.61
Germany,DEU,2022-08-02 07:00:00,2022-08-02 09:00:00,419.15
Germany,DEU,2022-08-02 08:00:00,2022-08-02 10:00:00,357.78
Germany,DEU,2022-08-02 09:00:00,2022-08-02 11:00:00,331.53
Germany,DEU,2022-08-02 10:00:00,2022-08-02 12:00:00,264.15
Germany,DEU,2022-08-02 11:00:00,2022-08-02 13:00:00,254.85
Germany,DEU,2022-08-02 12:00:00,2022-08-02 14:00:00,239.7
Germany,DEU,2022-08-02 13:00:00,2022-08-02 15:00:00,273.02
Germany,DEU,2022-08-02 14:00:00,2022-08-02 16:00:00,326.34
Germany,DEU,2022-08-02 15:00:00,2022-08-02 17:00:00,385.35
Germany,DEU,2022-08-02 16:00:00,2022-08-02 18:00:00,455.53
Germany,DEU,2022-08-02 17:00:00,2022-08-02 19:00:00,504.2
Germany,DEU,2022-08-02 18:00:00,2022-08-02 20:00:00,527.82
Germany,DEU,2022-08-02 19:00:00,2022-08-02 21:00:00,524.27
Germany,DEU,2022-08-02 20:00:00,2022-08-02 22:00:00,486.45
Germany,DEU,2022-08-02 21:00:00,2022-08-02 23:00:00,444.89
Germany,DEU,2022-08-02 22:00:00,2022-08-03 00:00:00,403.48
Germany,DEU,2022-08-02 23:00:00,2022-08-03 01:00:00,377.42
Germany,DEU,2022-08-03 00:00:00,2022-08-03 02:00:00,353.59
Germany,DEU,2022-08-03 01:00:00,2022-08-03 03:00:00,337.07
Germany,DEU,2022-08-03 02:00:00,2022-08-03 04:00:00,339.2
Germany,DEU,2022-08-03 03:00:00,2022-08-03 05:00:00,372.96
Germany,DEU,2022-08-03 04:00:00,2022-08-03 06:00:00,441.18
Germany,DEU,2022-08-03 05:00:00,2022-08-03 07:00:00,464.55
Germany,DEU,2022-08-03 06:00:00,2022-08-03 08:00:00,455.1
Germany,DEU,2022-08-03 07:00:00,2022-08-03 09:00:00,392.9
Germany,DEU,2022-08-03 08:00:00,2022-08-03 10:00:00,331.34
Germany,DEU,2022-08-03 09:00:00,2022-08-03 11:00:00,278.21
Germany,DEU,2022-08-03 10:00:00,2022-08-03 12:00:00,245.91
Germany,DEU,2022-08-03 11:00:00,2022-08-03 13:00:00,206.75
Germany,DEU,2022-08-03 12:00:00,2022-08-03 14:00:00,213.54
Germany,DEU,2022-08-03 13:00:00,2022-08-03 15:00:00,271.81
Germany,DEU,2022-08-03 14:00:00,2022-08-03 16:00:00,335.82
