time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230616:0630,222.9,133.19,146.76,4.02,29.01,15.76,2.14,0.0
20230616:0730,301.94,169.29,204.07,5.95,38.37,16.46,2.28,0.0
20230616:0830,306.43,115.8,263.19,6.16,47.34,17.55,2.48,0.0
20230616:0930,339.63,107.27,312.85,6.9,55.17,18.19,2.55,0.0
20230616:1030,382.12,174.9,297.81,8.38,60.63,18.94,2.76,0.0
20230616:1130,385.66,243.4,235.12,9.11,62.1,19.72,2.55,0.0
20230616:1230,357.58,223.93,222.47,8.37,58.96,20.57,2.34,0.0
20230616:1330,344.73,181.54,250.45,7.62,52.42,21.15,2.69,0.0
20230616:1430,290.39,185.37,180.57,6.3,44.05,21.82,3.45,0.0
20230616:1530,270.02,206.68,137.64,5.54,34.87,22.27,3.52,0.0
20230616:1630,216.7,183.33,99.67,3.92,25.48,22.53,3.52,0.0
20230616:1730,130.74,102.65,77.28,2.02,16.28,22.21,3.38,0.0
20230616:1830,37.46,18.01,44.52,0.69,7.61,21.04,2.69,0.0
20230616:1930,0.0,0.0,0.0,0.0,-0.19,17.88,1.66,0.0
20230616:2030,0.0,0.0,0.0,0.0,0.0,17.04,1.72,0.0
20230616:2130,0.0,0.0,0.0,0.0,0.0,16.25,1.72,0.0
20230616:2230,0.0,0.0,0.0,0.0,0.0,15.36,1.79,0.0
20230616:2330,0.0,0.0,0.0,0.0,0.0,14.53,1.79,0.0
20230617:0030,0.0,0.0,0.0,0.0,0.0,14.07,1.86,0.0
20230617:0130,0.0,0.0,0.0,0.0,0.0,13.82,1.93,0.0
20230617:0230,0.0,0.0,0.0,0.0,0.0,13.94,2.07,0.0
20230617:0330,36.96,46.82,16.0,0.27,2.62,13.73,2.21,0.0
20230617:0430,130.9,116.14,59.35,1.45,10.79,13.29,2.07,0.0
20230617:0530,234.58,210.56,87.35,3.42,19.69,14.53,1.72,0.0
20230617:0630,278.65,252.99,96.48,5.05,29.0,16.65,2.21,0.0
20230617:0730,348.2,320.35,111.16,7.28,38.37,17.65,2.76,0.0
20230617:0830,389.37,372.18,109.96,9.07,47.33,19.15,2.97,0.0
20230617:0930,392.87,367.58,119.38,9.71,55.18,20.51,3.17,0.0
20230617:1030,420.39,407.06,115.34,10.9,60.65,21.6,3.38,0.0
20230617:1130,403.67,383.85,118.99,10.54,62.13,22.6,3.66,0.0
20230617:1230,375.71,327.8,142.39,9.5,59.01,23.18,3.66,0.0
20230617:1330,372.71,351.18,117.46,9.28,52.47,23.52,3.66,0.0
20230617:1430,305.14,273.18,114.41,7.06,44.1,23.81,3.52,0.0
20230617:1530,312.0,285.94,114.09,6.57,34.92,23.7,3.24,0.0
20230617:1630,237.79,202.35,108.52,4.31,25.53,23.66,3.24,0.0
20230617:1730,171.23,157.07,74.83,2.49,16.34,22.99,3.17,0.0
20230617:1830,95.4,91.37,48.6,0.99,7.67,22.11,1.86,0.0
20230617:1930,0.0,0.0,0.0,0.0,-0.14,20.77,1.66,0.0
20230617:2030,0.0,0.0,0.0,0.0,0.0,18.63,1.72,0.0
20230617:2130,0.0,0.0,0.0,0.0,0.0,17.17,1.45,0.0
20230617:2230,0.0,0.0,0.0,0.0,0.0,16.87,1.17,0.0
20230617:2330,0.0,0.0,0.0,0.0,0.0,17.42,0.97,0.0
20230618:0030,0.0,0.0,0.0,0.0,0.0,16.87,0.76,0.0
20230618:0130,0.0,0.0,0.0,0.0,0.0,16.14,0.76,0.0
20230618:0230,0.0,0.0,0.0,0.0,0.0,15.41,0.9,0.0
20230618:0330,44.14,56.14,16.63,0.29,2.62,14.71,0.9,0.0
20230618:0430,146.59,131.78,64.34,1.58,10.78,14.37,0.76,0.0
20230618:0530,236.73,217.0,86.64,3.48,19.68,15.05,0.41,0.0
20230618:0630,301.36,289.01,96.47,5.57,28.98,18.02,0.28,0.0
20230618:0730,349.65,346.2,102.07,7.6,38.35,20.58,0.41,0.0
20230618:0830,381.77,385.61,105.02,9.25,47.32,22.34,0.55,0.0
20230618:0930,407.0,420.43,104.14,10.62,55.18,23.49,0.62,0.0
20230618:1030,414.71,423.0,113.75,11.23,60.66,24.35,0.55,0.0
20230618:1130,423.38,386.93,166.01,11.4,62.16,25.06,0.34,0.0
20230618:1230,393.05,261.0,254.4,9.73,59.05,25.67,0.28,0.0
20230618:1330,379.09,296.86,200.01,9.4,52.52,25.94,0.41,0.0
20230618:1430,337.95,269.51,175.29,7.92,44.15,26.31,0.34,0.0
20230618:1530,292.45,255.24,131.6,6.29,34.97,26.37,0.55,0.0
20230618:1630,246.39,226.14,103.32,4.56,25.58,26.23,1.03,0.0
20230618:1730,174.67,156.55,83.59,2.59,16.39,25.85,1.59,0.0
20230618:1830,84.43,81.5,45.77,0.92,7.72,24.73,1.72,0.0
20230618:1930,0.0,0.0,0.0,0.0,-0.09,23.02,2.62,0.0
20230618:2030,0.0,0.0,0.0,0.0,0.0,21.51,2.76,0.0
20230618:2130,0.0,0.0,0.0,0.0,0.0,20.6,2.69,0.0
20230618:2230,0.0,0.0,0.0,0.0,0.0,19.77,2.69,0.0
20230618:2330,0.0,0.0,0.0,0.0,0.0,19.38,2.62,0.0
20230619:0030,0.0,0.0,0.0,0.0,0.0,18.81,2.48,0.0
20230619:0130,0.0,0.0,0.0,0.0,0.0,18.28,2.07,0.0
20230619:0230,0.0,0.0,0.0,0.0,0.0,17.38,1.72,0.0
20230619:0330,21.31,29.5,12.37,0.21,2.6,16.51,1.31,0.0
20230619:0430,48.85,32.83,43.16,0.79,10.76,16.35,1.24,0.0
20230619:0530,137.65,96.26,87.11,2.23,19.66,17.34,1.03,0.0
20230619:0630,136.61,84.61,97.77,2.62,28.97,20.12,0.97,0.0
20230619:0730,273.62,209.89,136.15,5.67,38.33,20.16,1.86,0.0
20230619:0830,359.86,318.43,136.3,8.37,47.31,22.12,2.07,0.0
20230619:0930,404.52,399.99,114.17,10.33,55.17,24.21,2.28,0.0
20230619:1030,420.05,381.98,155.11,10.97,60.67,25.9,2.55,0.0
20230619:1130,393.76,270.84,231.9,9.7,62.18,26.81,3.52,0.0
20230619:1230,357.69,184.25,273.35,8.22,59.08,26.98,3.72,0.0
20230619:1330,345.5,236.51,206.19,8.16,52.57,27.18,3.79,0.0
20230619:1430,284.43,212.32,154.81,6.46,44.2,27.08,3.79,0.0
20230619:1530,273.63,244.85,112.19,5.83,35.02,26.9,3.31,0.0
20230619:1630,220.8,173.02,120.77,4.08,25.63,26.65,2.69,0.0
20230619:1730,94.34,63.11,73.75,1.62,16.43,26.31,2.34,0.0
20230619:1830,26.25,14.45,34.07,0.54,7.76,25.18,1.24,0.0
20230619:1930,0.0,0.0,0.0,0.0,-0.05,23.64,1.38,0.0
20230619:2030,0.0,0.0,0.0,0.0,0.0,22.25,0.97,0.0
20230619:2130,0.0,0.0,0.0,0.0,0.0,22.46,0.34,0.0
20230619:2230,0.0,0.0,0.0,0.0,0.0,20.79,0.9,0.0
20230619:2330,0.0,0.0,0.0,0.0,0.0,19.59,1.03,0.0
20230620:0030,0.0,0.0,0.0,0.0,0.0,19.78,0.76,0.0
20230620:0130,0.0,0.0,0.0,0.0,0.0,18.3,1.17,0.0
20230620:0230,0.0,0.0,0.0,0.0,0.0,17.63,1.52,0.0
20230620:0330,1.86,0.0,9.98,0.14,2.59,17.43,1.66,0.0
20230620:0430,19.75,0.3,37.05,0.53,10.74,17.44,1.45,0.0
20230620:0530,39.77,0.0,63.32,0.91,19.64,18.15,1.17,0.0
20230620:0630,87.67,17.13,105.1,1.76,28.94,19.21,0.97,0.0
20230620:0730,162.15,90.05,121.25,3.33,38.31,19.92,1.31,0.0
20230620:0830,252.12,148.24,171.23,5.45,47.29,20.49,1.38,0.0
20230620:0930,319.22,198.46,204.09,7.3,55.15,21.5,1.66,0.0
20230620:1030,390.25,303.98,190.16,9.72,60.67,22.84,1.79,0.0
20230620:1130,391.86,338.53,161.14,10.16,62.2,24.57,1.86,0.0
20230620:1230,333.16,276.97,149.9,8.45,59.11,25.84,2.0,0.0
20230620:1330,310.51,270.72,129.16,7.71,52.6,26.4,2.14,0.0
20230620:1430,303.77,271.82,122.57,7.16,44.24,26.86,2.14,0.0
20230620:1530,259.45,224.91,116.37,5.55,35.06,27.16,2.14,0.0
20230620:1630,190.52,162.39,95.02,3.58,25.67,27.19,1.93,0.0
20230620:1730,144.39,115.01,86.91,2.26,16.47,26.95,1.31,0.0
20230620:1830,48.77,33.08,46.73,0.77,7.8,26.46,0.41,0.0
20230620:1930,0.0,0.0,0.0,0.0,-0.02,25.35,1.31,0.0
20230620:2030,0.0,0.0,0.0,0.0,0.0,23.62,1.93,0.0
20230620:2130,0.0,0.0,0.0,0.0,0.0,22.33,2.21,0.0
20230620:2230,0.0,0.0,0.0,0.0,0.0,21.31,1.52,0.0
20230620:2330,0.0,0.0,0.0,0.0,0.0,20.21,1.86,0.0
20230621:0030,0.0,0.0,0.0,0.0,0.0,20.08,2.07,0.0
20230621:0130,0.0,0.0,0.0,0.0,0.0,19.54,1.79,0.0
20230621:0230,0.0,0.0,0.0,0.0,0.0,18.86,1.93,0.0
20230621:0330,35.91,46.45,16.05,0.27,2.56,18.17,2.0,0.0
20230621:0430,127.23,111.79,62.56,1.45,10.72,17.89,1.93,0.0
20230621:0530,217.37,196.35,87.07,3.26,19.61,19.58,1.72,0.0
20230621:0630,283.13,248.22,114.81,5.22,28.91,21.75,2.34,0.0
20230621:0730,328.94,291.78,125.08,6.96,38.28,22.27,2.76,0.0
20230621:0830,343.4,314.59,119.22,8.02,47.26,23.4,3.03,0.0
20230621:0930,376.18,306.29,169.82,9.15,55.13,24.25,2.9,0.0
20230621:1030,389.08,281.07,213.6,9.56,60.66,25.15,2.83,0.0
20230621:1130,366.31,248.49,217.75,8.94,62.21,25.82,3.1,0.0
20230621:1230,313.44,186.22,213.98,7.35,59.14,26.13,3.31,0.0
20230621:1330,245.43,132.01,184.81,5.53,52.63,26.21,3.17,0.0
20230621:1430,257.91,167.77,165.7,5.73,44.28,25.94,2.83,0.0
20230621:1530,224.68,162.57,132.03,4.7,35.1,25.94,2.55,0.0
20230621:1630,185.82,147.16,102.05,3.47,25.71,25.68,2.14,0.0
20230621:1730,132.88,111.3,74.69,2.08,16.51,25.5,1.93,0.0
20230621:1830,48.59,51.71,28.61,0.62,7.83,24.65,1.72,0.0
20230621:1930,0.0,0.0,3.34,0.05,0.01,23.33,0.55,0.0
20230621:2030,0.0,0.0,0.0,0.0,0.0,21.69,1.24,0.0
20230621:2130,0.0,0.0,0.0,0.0,0.0,20.3,1.52,0.0
20230621:2230,0.0,0.0,0.0,0.0,0.0,19.55,1.31,0.0
20230621:2330,0.0,0.0,0.0,0.0,0.0,19.05,1.31,0.0
20230622:0030,0.0,0.0,0.0,0.0,0.0,18.32,1.38,0.0
20230622:0130,0.0,0.0,0.0,0.0,0.0,17.5,1.52,0.0
20230622:0230,0.0,0.0,0.0,0.0,0.0,16.94,1.59,0.0
20230622:0330,11.75,15.15,12.28,0.19,2.54,16.73,1.72,0.0
20230622:0430,42.05,25.17,42.17,0.74,10.68,16.98,1.59,0.0
20230622:0530,99.22,52.39,84.55,1.74,19.57,18.45,1.72,0.0
20230622:0630,196.88,106.38,147.76,3.64,28.88,19.97,1.66,0.0
20230622:0730,267.69,196.16,142.34,5.51,38.25,20.48,2.28,0.0
20230622:0830,321.95,269.48,135.23,7.36,47.23,21.81,2.69,0.0
20230622:0930,357.2,299.09,150.37,8.68,55.11,23.35,3.03,0.0
20230622:1030,373.61,328.77,142.8,9.53,60.64,24.87,3.38,0.0
20230622:1130,353.48,255.63,193.2,8.73,62.21,26.02,3.59,0.0
20230622:1230,324.38,158.13,256.95,7.36,59.15,26.65,3.52,0.0
20230622:1330,323.06,98.17,317.22,6.75,52.66,27.23,3.79,0.0
20230622:1430,210.06,27.28,248.31,4.12,44.31,27.71,4.0,0.0
20230622:1530,140.15,68.5,122.12,2.93,35.13,27.59,4.34,0.0
20230622:1630,181.7,133.77,110.51,3.41,25.74,27.26,3.86,0.0
20230622:1730,120.48,73.33,96.27,2.02,16.54,27.18,3.52,0.0
20230622:1830,54.25,41.38,45.81,0.79,7.86,26.51,2.97,0.0
20230622:1930,0.0,0.0,4.77,0.07,0.04,23.37,1.72,0.0
20230622:2030,0.0,0.0,0.0,0.0,0.0,22.16,2.14,0.0
20230622:2130,0.0,0.0,0.0,0.0,0.0,21.41,2.07,0.0
20230622:2230,0.0,0.0,0.0,0.0,0.0,20.64,1.66,0.0
20230622:2330,0.0,0.0,0.0,0.0,0.0,20.08,1.31,0.0
20230623:0030,0.0,0.0,0.0,0.0,0.0,19.66,2.0,0.0
20230623:0130,0.0,0.0,0.0,0.0,0.0,19.97,3.1,0.0
20230623:0230,0.0,0.0,0.0,0.0,0.0,19.8,4.14,0.0
20230623:0330,7.5,13.42,7.59,0.13,2.5,18.53,5.31,0.0
20230623:0430,3.96,0.0,13.9,0.2,10.65,17.25,5.45,0.0
20230623:0530,15.81,0.0,31.8,0.46,19.53,16.69,5.38,0.0
20230623:0630,21.68,0.0,39.68,0.57,28.84,16.35,5.86,0.0
20230623:0730,22.68,0.0,41.08,0.59,38.21,16.64,3.79,0.0
20230623:0830,27.28,0.0,47.0,0.68,47.19,16.38,4.69,0.0
20230623:0930,47.47,0.0,72.0,1.03,55.07,15.86,4.83,0.0
20230623:1030,58.95,0.31,85.37,1.23,60.62,15.57,4.9,0.0
20230623:1130,62.49,0.0,89.76,1.29,62.2,15.34,5.66,0.0
20230623:1230,34.75,0.0,56.23,0.81,59.16,15.37,5.72,0.0
20230623:1330,76.07,0.0,105.75,1.52,52.68,15.49,5.93,0.0
20230623:1430,34.87,0.0,56.47,0.81,44.33,15.72,5.38,0.0
20230623:1530,71.19,2.11,98.19,1.45,35.16,15.71,4.0,0.0
20230623:1630,129.29,85.44,85.56,2.4,25.77,16.23,2.69,0.0
20230623:1730,103.09,74.09,68.34,1.66,16.56,17.01,2.34,0.0
20230623:1830,39.05,38.64,26.58,0.54,7.88,17.22,1.72,0.0
20230623:1930,0.0,0.0,3.21,0.05,0.05,16.85,2.0,0.0
20230623:2030,0.0,0.0,0.0,0.0,0.0,16.35,1.79,0.0
20230623:2130,0.0,0.0,0.0,0.0,0.0,15.72,1.72,0.0
20230623:2230,0.0,0.0,0.0,0.0,0.0,15.06,1.86,0.0
20230623:2330,0.0,0.0,0.0,0.0,0.0,14.79,2.0,0.0
20230624:0030,0.0,0.0,0.0,0.0,0.0,14.36,2.21,0.0
20230624:0130,0.0,0.0,0.0,0.0,0.0,13.89,2.21,0.0
20230624:0230,0.0,0.0,0.0,0.0,0.0,13.16,2.07,0.0
20230624:0330,38.59,48.66,16.04,0.27,2.46,12.4,1.93,0.0
20230624:0430,144.61,127.37,63.74,1.54,10.6,12.0,1.72,0.0
20230624:0530,234.68,212.26,85.53,3.39,19.49,13.64,1.17,0.0
20230624:0630,306.99,292.31,93.21,5.55,28.79,16.21,1.45,0.0
20230624:0730,356.01,344.1,99.79,7.5,38.16,17.41,1.72,0.0
20230624:0830,393.63,387.66,102.8,9.24,47.15,18.73,1.86,0.0
20230624:0930,422.01,423.35,103.29,10.66,55.04,20.13,2.14,0.0
20230624:1030,426.67,422.42,111.34,11.17,60.59,21.48,2.41,0.0
20230624:1130,402.55,367.58,137.8,10.46,62.19,22.51,2.48,0.0
20230624:1230,369.43,300.59,165.88,9.25,59.17,23.24,2.34,0.0
20230624:1330,306.18,132.56,257.8,6.64,52.69,23.72,2.14,0.0
20230624:1430,215.37,85.71,193.26,4.49,44.35,23.74,1.93,0.0
20230624:1530,231.34,108.47,191.9,4.63,35.18,23.59,1.52,0.0
20230624:1630,192.43,121.61,133.77,3.57,25.79,23.66,1.1,0.0
20230624:1730,145.02,117.04,83.19,2.24,16.58,23.53,0.69,0.0
20230624:1830,87.61,82.45,48.0,0.96,7.9,22.65,0.41,0.0
20230624:1930,0.0,0.0,4.24,0.06,0.07,21.68,0.97,0.0
20230624:2030,0.0,0.0,0.0,0.0,0.0,19.88,1.17,0.0
20230624:2130,0.0,0.0,0.0,0.0,0.0,18.35,1.38,0.0
20230624:2230,0.0,0.0,0.0,0.0,0.0,17.2,1.45,0.0
20230624:2330,0.0,0.0,0.0,0.0,0.0,16.53,1.38,0.0
20230625:0030,0.0,0.0,0.0,0.0,0.0,16.37,1.17,0.0
20230625:0130,0.0,0.0,0.0,0.0,0.0,16.68,1.03,0.0
20230625:0230,0.0,0.0,0.0,0.0,0.0,16.55,0.97,0.0
20230625:0330,39.09,51.48,15.0,0.26,2.42,15.87,1.03,0.0
20230625:0430,132.11,115.47,63.34,1.47,10.56,15.17,1.03,0.0
20230625:0530,222.76,203.43,84.86,3.29,19.44,16.62,0.55,0.0
20230625:0630,289.47,270.81,100.52,5.34,28.74,19.23,0.62,0.0
20230625:0730,340.97,335.96,101.25,7.38,38.11,21.12,0.62,0.0
20230625:0830,375.94,378.05,103.6,9.06,47.1,22.61,0.9,0.0
20230625:0930,398.59,399.89,111.49,10.28,54.99,23.57,0.97,0.0
20230625:1030,379.82,280.74,208.83,9.48,60.56,24.56,0.9,0.0
20230625:1130,335.48,211.75,221.93,8.14,62.17,25.22,0.76,0.0
20230625:1230,298.03,135.31,252.32,6.76,59.16,25.6,0.55,0.0
20230625:1330,309.72,172.97,231.53,7.14,52.7,25.91,0.41,0.0
20230625:1430,277.4,132.48,231.43,6.0,44.36,26.31,0.55,0.0
20230625:1530,206.74,131.01,143.59,4.33,35.19,26.34,0.97,0.0
20230625:1630,146.05,77.0,122.14,2.8,25.8,26.01,1.66,0.0
20230625:1730,141.51,100.9,95.09,2.25,16.6,25.36,1.72,0.0
20230625:1830,79.32,74.31,45.97,0.91,7.91,24.55,1.79,0.0
20230625:1930,0.0,0.0,4.19,0.06,0.07,23.75,1.72,0.0
20230625:2030,0.0,0.0,0.0,0.0,0.0,22.05,2.0,0.0
20230625:2130,0.0,0.0,0.0,0.0,0.0,20.55,2.14,0.0
20230625:2230,0.0,0.0,0.0,0.0,0.0,19.51,2.21,0.0
20230625:2330,0.0,0.0,0.0,0.0,0.0,18.56,2.07,0.0
20230626:0030,0.0,0.0,0.0,0.0,0.0,17.62,2.0,0.0
20230626:0130,0.0,0.0,0.0,0.0,0.0,17.01,1.86,0.0
20230626:0230,0.0,0.0,0.0,0.0,0.0,16.4,1.79,0.0
20230626:0330,34.0,46.43,13.24,0.23,2.37,15.96,1.79,0.0
20230626:0430,129.15,113.93,61.56,1.43,10.5,15.84,1.66,0.0
20230626:0530,227.69,211.06,83.37,3.34,19.39,17.57,1.38,0.0
20230626:0630,293.01,284.4,93.61,5.44,28.69,21.46,1.31,0.0
20230626:0730,344.71,341.7,99.84,7.46,38.06,23.33,2.0,0.0
20230626:0830,384.17,385.51,104.72,9.23,47.05,25.15,2.9,0.0
20230626:0930,411.47,421.21,103.74,10.62,54.94,26.58,3.45,0.0
20230626:1030,320.11,253.68,155.23,8.01,60.52,27.61,4.07,0.0
20230626:1130,336.2,285.11,141.73,8.61,62.14,27.06,4.48,0.0
20230626:1230,323.75,250.82,157.94,7.99,59.15,25.48,4.62,0.0
20230626:1330,265.64,183.54,154.7,6.21,52.7,25.09,4.34,0.0
20230626:1430,312.96,247.04,148.31,7.07,44.37,24.0,4.97,0.0
20230626:1530,266.95,233.24,107.75,5.58,35.21,23.59,5.24,0.0
20230626:1630,202.15,157.49,106.64,3.69,25.81,23.04,5.24,0.0
20230626:1730,140.39,118.75,72.91,2.13,16.61,22.16,4.69,0.0
20230626:1830,63.15,49.45,47.44,0.84,7.92,21.35,4.14,0.0
20230626:1930,0.0,0.0,4.41,0.07,0.07,20.59,4.07,0.0
20230626:2030,0.0,0.0,0.0,0.0,0.0,19.54,4.14,0.0
20230626:2130,0.0,0.0,0.0,0.0,0.0,18.42,4.07,0.0
20230626:2230,0.0,0.0,0.0,0.0,0.0,17.38,3.59,0.0
20230626:2330,0.0,0.0,0.0,0.0,0.0,16.44,3.17,0.0
20230627:0030,0.0,0.0,0.0,0.0,0.0,15.57,2.97,0.0
20230627:0130,0.0,0.0,0.0,0.0,0.0,14.85,2.76,0.0
20230627:0230,0.0,0.0,0.0,0.0,0.0,14.2,2.55,0.0
20230627:0330,35.39,44.98,15.82,0.26,2.31,13.74,2.41,0.0
20230627:0430,148.17,132.7,63.68,1.55,10.45,13.28,2.34,0.0
20230627:0530,228.23,192.11,96.25,3.31,19.33,13.89,2.41,0.0
20230627:0630,226.66,156.73,125.79,4.04,28.63,14.89,3.38,0.0
20230627:0730,245.19,175.12,126.9,4.91,38.0,15.17,3.72,0.0
20230627:0830,354.5,305.89,124.99,7.94,46.99,16.05,3.72,0.0
20230627:0930,369.33,307.77,140.72,8.73,54.89,17.37,4.34,0.0
20230627:1030,373.44,275.85,178.44,8.89,60.47,18.35,4.76,0.0
20230627:1130,300.36,159.7,208.56,6.72,62.11,18.86,5.03,0.0
20230627:1230,329.68,197.77,206.12,7.51,59.14,19.08,4.9,0.0
20230627:1330,288.03,99.17,257.31,5.89,52.7,19.5,4.83,0.0
20230627:1430,256.49,110.05,209.65,5.23,44.37,19.45,4.76,0.0
20230627:1530,221.18,72.09,206.94,4.23,35.21,19.41,4.41,0.0
20230627:1630,130.45,24.18,148.2,2.46,25.82,19.26,4.14,0.0
20230627:1730,77.05,27.62,82.46,1.43,16.61,18.89,3.79,0.0
20230627:1830,35.21,21.96,37.35,0.61,7.92,18.35,3.03,0.0
20230627:1930,0.0,0.0,2.99,0.04,0.07,16.74,1.79,0.0
20230627:2030,0.0,0.0,0.0,0.0,0.0,16.13,1.72,0.0
20230627:2130,0.0,0.0,0.0,0.0,0.0,15.51,1.79,0.0
20230627:2230,0.0,0.0,0.0,0.0,0.0,14.72,1.86,0.0
20230627:2330,0.0,0.0,0.0,0.0,0.0,13.85,2.0,0.0
20230628:0030,0.0,0.0,0.0,0.0,0.0,13.18,2.0,0.0
20230628:0130,0.0,0.0,0.0,0.0,0.0,12.38,2.14,0.0
20230628:0230,0.0,0.0,0.0,0.0,0.0,11.67,2.07,0.0
20230628:0330,2.93,0.0,11.8,0.17,2.25,10.97,1.93,0.0
20230628:0430,141.2,120.57,65.4,1.5,10.39,10.73,1.86,0.0
20230628:0530,232.3,197.66,95.25,3.35,19.27,12.49,1.38,0.0
20230628:0630,308.87,287.46,96.85,5.52,28.57,14.65,1.79,0.0
20230628:0730,360.31,316.86,127.9,7.44,37.94,15.8,2.07,0.0
20230628:0830,392.07,313.04,170.39,8.8,46.93,17.07,2.28,0.0
20230628:0930,393.57,232.65,253.18,8.82,54.83,18.23,2.62,0.0
20230628:1030,371.09,158.16,301.03,8.04,60.41,19.21,2.97,0.0
20230628:1130,304.2,66.21,313.03,6.07,62.07,19.97,3.03,0.0
20230628:1230,278.31,54.4,293.98,5.49,59.11,20.21,3.03,0.0
20230628:1330,222.84,38.88,243.61,4.36,52.69,20.42,2.76,0.0
20230628:1430,202.92,33.26,226.18,3.92,44.37,20.54,2.41,0.0
20230628:1530,193.18,65.54,183.44,3.77,35.21,20.71,2.21,0.0
20230628:1630,182.81,97.87,141.0,3.36,25.82,20.82,2.14,0.0
20230628:1730,167.57,139.34,85.76,2.49,16.61,20.73,2.0,0.0
20230628:1830,94.16,87.9,49.42,1.0,7.91,20.38,1.52,0.0
20230628:1930,0.0,0.0,4.37,0.07,0.06,19.21,1.52,0.0
20230628:2030,0.0,0.0,0.0,0.0,0.0,17.01,1.52,0.0
20230628:2130,0.0,0.0,0.0,0.0,0.0,16.22,1.17,0.0
20230628:2230,0.0,0.0,0.0,0.0,0.0,16.95,0.69,0.0
20230628:2330,0.0,0.0,0.0,0.0,0.0,16.28,0.34,0.0
20230629:0030,0.0,0.0,0.0,0.0,0.0,15.61,0.48,0.0
20230629:0130,0.0,0.0,0.0,0.0,0.0,15.04,0.76,0.0
20230629:0230,0.0,0.0,0.0,0.0,0.0,14.06,0.9,0.0
20230629:0330,0.42,0.0,6.71,0.1,2.18,13.62,0.97,0.0
20230629:0430,19.77,7.36,29.96,0.47,10.32,13.89,0.83,0.0
20230629:0530,66.18,25.13,70.25,1.26,19.2,14.84,0.69,0.0
20230629:0630,81.03,19.09,94.16,1.63,28.5,16.74,0.62,0.0
20230629:0730,207.89,128.94,135.57,4.22,37.87,17.47,0.62,0.0
20230629:0830,282.63,194.18,162.04,6.24,46.86,19.6,1.1,0.0
20230629:0930,353.09,260.47,184.28,8.38,54.76,21.24,1.59,0.0
20230629:1030,361.4,261.03,195.55,8.83,60.35,22.59,1.86,0.0
20230629:1130,306.23,194.04,195.57,7.34,62.02,23.79,1.79,0.0
20230629:1230,263.16,73.03,265.5,5.51,59.08,24.3,1.66,0.0
20230629:1330,196.99,11.47,246.03,3.79,52.67,24.5,1.79,0.0
20230629:1430,118.59,0.24,161.75,2.33,44.36,24.38,1.93,0.0
20230629:1530,161.35,28.06,185.64,3.16,35.21,23.92,2.0,0.0
20230629:1630,102.25,30.33,112.0,2.02,25.82,23.26,2.14,0.0
20230629:1730,97.47,42.04,94.81,1.73,16.6,21.35,1.86,0.0
20230629:1830,14.2,0.0,30.08,0.43,7.9,20.97,0.97,0.0
20230629:1930,0.0,0.0,3.61,0.05,0.04,20.05,1.45,0.0
20230629:2030,0.0,0.0,0.0,0.0,0.0,19.05,0.97,0.0
20230629:2130,0.0,0.0,0.0,0.0,0.0,18.16,0.83,0.0
20230629:2230,0.0,0.0,0.0,0.0,0.0,17.2,1.1,0.0
20230629:2330,0.0,0.0,0.0,0.0,0.0,16.72,1.17,0.0
20230630:0030,0.0,0.0,0.0,0.0,0.0,16.07,1.24,0.0
20230630:0130,0.0,0.0,0.0,0.0,0.0,15.75,1.17,0.0
20230630:0230,0.0,0.0,0.0,0.0,0.0,15.62,1.1,0.0
20230630:0330,1.69,0.0,9.56,0.14,2.11,15.08,1.38,0.0
20230630:0430,34.12,9.03,47.07,0.72,10.25,15.19,1.52,0.0
20230630:0530,97.37,38.53,94.55,1.74,19.13,16.02,1.38,0.0
20230630:0630,112.55,17.07,133.24,2.16,28.43,16.99,1.38,0.0
20230630:0730,165.75,40.44,172.69,3.19,37.8,17.78,1.72,0.0
20230630:0830,142.53,16.02,169.7,2.76,46.79,18.2,2.0,0.0
20230630:0930,182.05,42.42,188.63,3.64,54.69,17.61,2.28,0.0
20230630:1030,211.13,33.4,230.57,4.08,60.29,17.13,3.17,0.0
20230630:1130,137.2,7.65,170.46,2.63,61.97,17.21,3.31,0.0
20230630:1230,123.95,7.21,155.56,2.4,59.05,17.11,2.9,0.0
20230630:1330,146.56,15.7,173.5,2.84,52.65,17.0,2.41,0.0
20230630:1430,192.65,39.14,204.63,3.73,44.35,17.32,2.21,0.0
20230630:1530,138.77,16.63,164.69,2.66,35.19,18.14,2.48,0.0
20230630:1630,137.94,78.91,103.97,2.58,25.8,18.5,2.34,0.0
20230630:1730,101.3,81.14,60.72,1.63,16.59,18.73,2.28,0.0
20230630:1830,84.39,73.22,50.23,0.96,7.88,18.5,2.07,0.0
20230630:1930,0.0,0.0,4.06,0.06,0.02,17.67,1.38,0.0
20230630:2030,0.0,0.0,0.0,0.0,0.0,16.67,1.45,0.0
20230630:2130,0.0,0.0,0.0,0.0,0.0,15.51,1.38,0.0
20230630:2230,0.0,0.0,0.0,0.0,0.0,14.47,1.31,0.0
20230630:2330,0.0,0.0,0.0,0.0,0.0,13.82,1.31,0.0
20230701:0030,0.0,0.0,0.0,0.0,0.0,12.85,1.45,0.0
20230701:0130,0.0,0.0,0.0,0.0,0.0,11.9,1.45,0.0
20230701:0230,0.0,0.0,0.0,0.0,0.0,10.94,1.52,0.0
