Datetime (UTC),temperature_2m,wind_speed_10m,wind_direction_10m,cloud_cover,shortwave_radiation,precipitation
2023-08-22 13:00:00,25.7,9.4,313,68,626.0,0.0
2023-08-22 14:00:00,24.6,11.6,330,97,451.0,0.0
2023-08-22 15:00:00,24.6,10.3,324,74,345.0,0.0
2023-08-22 16:00:00,23.6,9.3,332,94,242.0,0.0
2023-08-22 17:00:00,22.6,5.2,348,80,126.0,0.0
2023-08-22 18:00:00,21.2,6.6,9,100,50.0,0.0
2023-08-22 19:00:00,19.9,5.4,340,87,3.0,0.0
2023-08-22 20:00:00,19.2,5.5,349,99,0.0,0.0
2023-08-22 21:00:00,18.3,6.2,350,100,0.0,0.0
2023-08-22 22:00:00,17.4,5.4,340,56,0.0,0.0
2023-08-22 23:00:00,16.9,5.6,333,32,0.0,0.0
2023-08-23 00:00:00,16.1,4.9,324,5,0.0,0.0
2023-08-23 01:00:00,15.4,5.6,333,14,0.0,0.0
2023-08-23 02:00:00,15.6,4.8,333,17,0.0,0.0
2023-08-23 03:00:00,14.7,5.4,323,5,0.0,0.0
2023-08-23 04:00:00,13.8,5.2,326,41,0.0,0.0
2023-08-23 05:00:00,13.3,5.3,332,58,13.0,0.0
2023-08-23 06:00:00,14.8,3.8,319,47,111.0,0.0
2023-08-23 07:00:00,18.1,1.1,180,0,268.0,0.0
2023-08-23 08:00:00,19.9,3.0,284,4,428.0,0.0
2023-08-23 09:00:00,21.6,3.9,292,48,546.0,0.0
2023-08-23 10:00:00,22.7,4.6,288,67,643.0,0.0
2023-08-23 11:00:00,23.9,7.2,297,54,693.0,0.0
2023-08-23 12:00:00,24.3,9.2,309,0,759.0,0.0
2023-08-23 13:00:00,24.8,8.1,302,0,731.0,0.0
2023-08-23 14:00:00,25.0,7.5,287,100,644.0,0.0
2023-08-23 15:00:00,25.1,7.6,278,0,528.0,0.0
2023-08-23 16:00:00,24.8,9.0,299,0,394.0,0.0
2023-08-23 17:00:00,23.8,6.1,310,0,234.0,0.0
2023-08-23 18:00:00,21.7,5.7,325,0,85.0,0.0
2023-08-23 19:00:00,19.8,5.2,348,0,4.0,0.0
2023-08-23 20:00:00,19.5,4.3,355,0,0.0,0.0
2023-08-23 21:00:00,17.9,3.6,360,0,0.0,0.0
2023-08-23 22:00:00,17.7,1.3,124,0,0.0,0.0
2023-08-23 23:00:00,17.0,1.9,22,0,0.0,0.0
2023-08-24 00:00:00,16.1,2.2,90,62,0.0,0.0
2023-08-24 01:00:00,15.7,1.1,108,0,0.0,0.0
2023-08-24 02:00:00,14.5,2.6,196,100,0.0,0.0
2023-08-24 03:00:00,13.5,1.1,180,69,0.0,0.0
2023-08-24 04:00:00,13.1,1.1,180,93,0.0,0.0
2023-08-24 05:00:00,13.0,1.1,108,100,10.0,0.0
2023-08-24 06:00:00,14.5,1.1,162,100,68.0,0.0
2023-08-24 07:00:00,16.8,1.6,153,100,163.0,0.0
2023-08-24 08:00:00,18.2,5.8,97,100,248.0,0.0
2023-08-24 09:00:00,19.3,3.4,148,72,261.0,0.0
2023-08-24 10:00:00,22.3,6.9,152,100,583.0,0.0
2023-08-24 11:00:00,24.1,7.9,137,100,678.0,0.0
2023-08-24 12:00:00,26.0,9.2,135,100,656.0,0.0
2023-08-24 13:00:00,26.9,11.2,135,100,657.0,0.0
2023-08-24 14:00:00,27.5,10.8,143,100,549.0,0.0
2023-08-24 15:00:00,26.6,9.2,219,100,417.0,0.0
2023-08-24 16:00:00,25.4,5.1,176,100,146.0,0.0
2023-08-24 17:00:00,24.2,3.3,283,100,97.0,0.0
2023-08-24 18:00:00,22.8,4.2,340,100,30.0,0.0
2023-08-24 19:00:00,21.0,4.8,283,100,1.0,0.0
2023-08-24 20:00:00,20.4,4.4,305,100,0.0,0.0
2023-08-24 21:00:00,20.8,2.9,277,100,0.0,0.1
2023-08-24 22:00:00,19.8,4.4,305,100,0.0,0.0
2023-08-24 23:00:00,18.6,4.4,261,100,0.0,0.0
2023-08-25 00:00:00,18.3,4.0,243,100,0.0,0.0
2023-08-25 01:00:00,17.8,4.1,232,100,0.0,0.0
2023-08-25 02:00:00,17.1,4.8,228,50,0.0,0.0
2023-08-25 03:00:00,17.0,3.1,201,3,0.0,0.0
2023-08-25 04:00:00,16.2,3.3,221,19,0.0,0.0
2023-08-25 05:00:00,16.0,4.6,198,70,8.0,0.0
2023-08-25 06:00:00,17.9,7.1,195,100,79.0,0.0
2023-08-25 07:00:00,19.5,10.7,194,100,167.0,0.0
2023-08-25 08:00:00,19.9,10.2,203,100,200.0,0.0
2023-08-25 09:00:00,21.1,12.2,227,100,146.0,0.0
2023-08-25 10:00:00,23.0,15.8,235,100,415.0,0.0
2023-08-25 11:00:00,23.0,19.8,207,100,377.0,0.0
2023-08-25 12:00:00,23.5,16.3,235,100,274.0,0.0
2023-08-25 13:00:00,24.3,17.4,220,100,445.0,0.0
2023-08-25 14:00:00,24.6,18.8,234,100,325.0,0.0
2023-08-25 15:00:00,21.7,16.1,243,100,194.0,0.1
2023-08-25 16:00:00,19.3,4.4,325,100,50.0,4.3
2023-08-25 17:00:00,19.6,2.9,150,100,77.0,0.1
2023-08-25 18:00:00,18.4,3.1,126,59,47.0,0.0
2023-08-25 19:00:00,18.0,3.8,139,100,2.0,0.0
2023-08-25 20:00:00,18.4,0.8,207,95,0.0,0.0
2023-08-25 21:00:00,18.5,3.3,167,57,0.0,0.0
2023-08-25 22:00:00,18.5,1.6,207,100,0.0,0.0
2023-08-25 23:00:00,18.7,3.0,194,100,0.0,0.3
2023-08-26 00:00:00,18.1,7.1,156,100,0.0,0.5
2023-08-26 01:00:00,18.4,8.6,255,100,0.0,2.0
2023-08-26 02:00:00,18.2,6.2,249,100,0.0,0.2
2023-08-26 03:00:00,17.4,8.1,249,100,0.0,0.3
2023-08-26 04:00:00,17.2,6.2,234,100,0.0,1.3
2023-08-26 05:00:00,17.1,7.9,246,95,4.0,0.0
2023-08-26 06:00:00,16.9,12.1,253,48,69.0,0.0
2023-08-26 07:00:00,17.0,15.3,255,45,222.0,0.0
2023-08-26 08:00:00,17.1,15.4,259,25,381.0,0.0
2023-08-26 09:00:00,17.6,13.7,247,7,561.0,0.0
2023-08-26 10:00:00,18.5,14.0,244,7,672.0,0.0
2023-08-26 11:00:00,19.5,14.4,238,100,724.0,0.0
2023-08-26 12:00:00,19.8,12.9,240,100,683.0,0.0
2023-08-26 13:00:00,19.8,14.0,235,100,540.0,0.0
2023-08-26 14:00:00,20.0,13.4,250,100,501.0,0.0
2023-08-26 15:00:00,19.8,9.1,252,100,352.0,0.0
2023-08-26 16:00:00,19.4,5.6,285,100,327.0,0.0
2023-08-26 17:00:00,19.0,1.8,180,0,215.0,0.0
2023-08-26 18:00:00,17.4,4.3,156,0,75.0,0.0
2023-08-26 19:00:00,16.3,3.1,144,48,2.0,0.0
2023-08-26 20:00:00,15.8,3.0,166,57,0.0,0.0
2023-08-26 21:00:00,14.8,3.9,158,4,0.0,0.0
2023-08-26 22:00:00,13.6,4.9,144,100,0.0,0.0
2023-08-26 23:00:00,13.2,3.6,180,100,0.0,0.0
2023-08-27 00:00:00,12.7,2.8,130,100,0.0,0.0
2023-08-27 01:00:00,12.5,2.8,140,100,0.0,0.0
2023-08-27 02:00:00,12.0,1.1,198,100,0.0,0.0
2023-08-27 03:00:00,11.8,3.8,107,100,0.0,0.0
2023-08-27 04:00:00,11.9,2.4,153,100,0.0,0.0
2023-08-27 05:00:00,11.9,4.3,175,100,4.0,0.0
2023-08-27 06:00:00,12.8,0.8,63,100,20.0,0.0
2023-08-27 07:00:00,14.1,2.9,150,100,111.0,0.0
2023-08-27 08:00:00,15.1,4.7,148,100,230.0,0.0
2023-08-27 09:00:00,16.3,7.4,157,100,394.0,0.0
2023-08-27 10:00:00,17.7,8.8,189,100,458.0,0.0
2023-08-27 11:00:00,19.2,9.8,234,100,494.0,0.0
2023-08-27 12:00:00,19.3,9.7,222,100,434.0,0.0
2023-08-27 13:00:00,19.2,10.7,225,100,314.0,0.0
2023-08-27 14:00:00,18.9,11.1,245,100,236.0,0.0
2023-08-27 15:00:00,15.5,7.4,203,100,120.0,0.7
2023-08-27 16:00:00,15.8,7.1,195,100,144.0,0.0
2023-08-27 17:00:00,15.7,3.9,202,100,93.0,0.0
2023-08-27 18:00:00,14.4,3.2,207,100,27.0,0.0
2023-08-27 19:00:00,13.8,2.9,270,100,1.0,0.0
2023-08-27 20:00:00,13.3,3.9,248,100,0.0,0.0
2023-08-27 21:00:00,13.7,6.5,267,74,0.0,0.0
2023-08-27 22:00:00,13.0,5.8,270,50,0.0,0.0
2023-08-27 23:00:00,12.7,7.6,275,0,0.0,0.0
2023-08-28 00:00:00,11.7,9.2,301,0,0.0,0.0
2023-08-28 01:00:00,10.5,3.7,281,0,0.0,0.0
2023-08-28 02:00:00,9.3,4.5,299,31,0.0,0.0
2023-08-28 03:00:00,9.3,5.7,288,100,0.0,0.0
2023-08-28 04:00:00,9.5,6.4,313,100,0.0,0.0
2023-08-28 05:00:00,9.4,1.5,284,100,7.0,0.0
2023-08-28 06:00:00,10.4,1.5,256,100,72.0,0.0
2023-08-28 07:00:00,11.1,3.6,143,100,160.0,0.0
2023-08-28 08:00:00,12.8,2.0,315,100,229.0,0.0
2023-08-28 09:00:00,12.8,4.8,333,100,227.0,0.0
2023-08-28 10:00:00,13.7,5.5,11,100,295.0,0.0
2023-08-28 11:00:00,14.7,3.6,360,100,369.0,0.0
2023-08-28 12:00:00,15.1,6.5,357,100,292.0,0.0
2023-08-28 13:00:00,15.6,7.3,351,100,369.0,0.0
2023-08-28 14:00:00,15.6,7.2,3,100,291.0,0.0
2023-08-28 15:00:00,16.1,7.6,355,100,270.0,0.0
2023-08-28 16:00:00,15.7,7.3,351,100,175.0,0.0
2023-08-28 17:00:00,15.1,7.2,342,100,97.0,0.0
2023-08-28 18:00:00,14.6,5.2,348,100,31.0,0.0
2023-08-28 19:00:00,13.8,4.9,343,100,1.0,0.0
2023-08-28 20:00:00,13.4,4.9,343,100,0.0,0.0
2023-08-28 21:00:00,13.3,4.8,333,100,0.0,0.0
2023-08-28 22:00:00,13.1,5.0,339,100,0.0,0.0
2023-08-28 23:00:00,12.8,6.2,324,100,0.0,0.0
2023-08-29 00:00:00,12.9,7.6,329,82,0.0,0.0
2023-08-29 01:00:00,12.9,7.4,337,100,0.0,0.0
2023-08-29 02:00:00,13.0,11.0,341,100,0.0,0.0
2023-08-29 03:00:00,12.7,9.0,344,100,0.0,0.0
2023-08-29 04:00:00,12.3,9.7,338,100,0.0,0.0
2023-08-29 05:00:00,12.5,10.8,339,100,2.0,0.0
2023-08-29 06:00:00,12.7,12.2,341,100,27.0,0.0
2023-08-29 07:00:00,13.1,12.5,348,100,93.0,0.0
2023-08-29 08:00:00,13.6,11.6,5,100,101.0,0.0
2023-08-29 09:00:00,14.4,11.3,351,100,165.0,0.0
2023-08-29 10:00:00,15.9,12.4,350,100,330.0,0.0
2023-08-29 11:00:00,16.3,10.9,354,100,345.0,0.0
2023-08-29 12:00:00,17.1,11.4,349,100,360.0,0.0
2023-08-29 13:00:00,17.6,11.4,349,99,511.0,0.0
2023-08-29 14:00:00,17.5,12.3,355,100,407.0,0.0
2023-08-29 15:00:00,17.4,10.8,356,100,330.0,0.0
2023-08-29 16:00:00,16.9,8.9,346,98,259.0,0.0
2023-08-29 17:00:00,16.1,7.7,349,100,154.0,0.0
2023-08-29 18:00:00,15.1,4.9,343,100,41.0,0.0
2023-08-29 19:00:00,13.6,4.4,325,100,1.0,0.0
2023-08-29 20:00:00,13.4,4.1,315,99,0.0,0.0
2023-08-29 21:00:00,12.8,5.4,307,98,0.0,0.0
2023-08-29 22:00:00,11.9,5.1,315,81,0.0,0.0
2023-08-29 23:00:00,11.7,4.5,299,82,0.0,0.0
2023-08-30 00:00:00,11.1,5.3,298,93,0.0,0.0
2023-08-30 01:00:00,11.4,4.9,306,98,0.0,0.0
2023-08-30 02:00:00,11.3,3.3,283,100,0.0,0.0
2023-08-30 03:00:00,10.7,2.1,211,99,0.0,0.0
2023-08-30 04:00:00,9.9,2.2,171,92,0.0,0.0
2023-08-30 05:00:00,9.4,2.5,180,98,6.0,0.0
2023-08-30 06:00:00,10.1,3.7,169,100,56.0,0.0
2023-08-30 07:00:00,11.6,5.4,180,99,99.0,0.0
2023-08-30 08:00:00,14.0,8.0,172,74,263.0,0.0
2023-08-30 09:00:00,15.7,8.6,195,85,370.0,0.0
2023-08-30 10:00:00,17.4,11.8,218,66,498.0,0.0
2023-08-30 11:00:00,18.5,12.5,219,57,664.0,0.0
2023-08-30 12:00:00,18.0,13.0,222,100,529.0,0.0
2023-08-30 13:00:00,18.7,12.5,219,100,534.0,0.0
2023-08-30 14:00:00,18.6,11.8,232,100,349.0,0.0
2023-08-30 15:00:00,18.4,13.0,231,93,236.0,0.1
2023-08-30 16:00:00,17.3,10.4,214,89,148.0,0.0
2023-08-30 17:00:00,15.9,10.0,232,94,79.0,0.1
2023-08-30 18:00:00,15.5,5.6,225,100,36.0,0.0
2023-08-30 19:00:00,13.3,15.6,278,100,0.0,7.5
2023-08-30 20:00:00,12.2,8.4,277,100,0.0,2.0
2023-08-30 21:00:00,11.8,9.2,222,100,0.0,2.1
2023-08-30 22:00:00,11.2,9.9,260,100,0.0,0.9
2023-08-30 23:00:00,10.6,11.9,267,62,0.0,0.0
2023-08-31 00:00:00,10.8,8.3,252,81,0.0,0.0
2023-08-31 01:00:00,10.8,9.4,247,91,0.0,0.0
2023-08-31 02:00:00,11.0,10.4,256,100,0.0,0.0
2023-08-31 03:00:00,10.9,8.6,248,100,0.0,0.1
2023-08-31 04:00:00,10.6,9.2,244,92,0.0,0.0
2023-08-31 05:00:00,10.4,10.5,248,100,3.0,0.1
2023-08-31 06:00:00,10.8,12.2,242,99,47.0,0.0
2023-08-31 07:00:00,11.8,13.5,241,65,137.0,0.0
2023-08-31 08:00:00,12.9,14.8,244,71,266.0,0.0
2023-08-31 09:00:00,13.6,15.3,255,76,280.0,0.0
2023-08-31 10:00:00,14.7,15.5,245,75,441.0,0.0
2023-08-31 11:00:00,15.4,17.3,249,74,518.0,0.0
2023-08-31 12:00:00,16.0,18.6,252,56,495.0,0.0
2023-08-31 13:00:00,16.4,18.1,253,48,544.0,0.0
2023-08-31 14:00:00,16.9,16.6,248,61,558.0,0.0
2023-08-31 15:00:00,16.7,16.3,245,100,405.0,0.0
2023-08-31 16:00:00,16.3,14.7,242,97,272.0,0.0
2023-08-31 17:00:00,15.5,10.8,240,75,185.0,0.0
2023-08-31 18:00:00,13.9,10.0,255,94,44.0,0.0
2023-08-31 19:00:00,13.7,8.4,263,60,0.0,0.0
2023-08-31 20:00:00,13.4,5.9,259,100,0.0,0.0
2023-08-31 21:00:00,12.2,3.6,276,96,0.0,0.0
2023-08-31 22:00:00,12.0,2.7,247,100,0.0,0.0
2023-08-31 23:00:00,11.2,3.1,216,39,0.0,0.0
2023-09-01 00:00:00,9.9,3.2,153,88,0.0,0.0
2023-09-01 01:00:00,9.1,3.3,174,91,0.0,0.0
2023-09-01 02:00:00,8.7,2.9,180,83,0.0,0.0
2023-09-01 03:00:00,9.0,3.8,131,98,0.0,0.0
2023-09-01 04:00:00,9.9,3.6,135,99,0.0,0.0
2023-09-01 05:00:00,10.2,2.3,129,100,1.0,0.0
2023-09-01 06:00:00,10.9,3.3,139,100,23.0,0.0
2023-09-01 07:00:00,12.1,4.1,142,100,84.0,0.0
2023-09-01 08:00:00,12.6,4.9,163,99,136.0,0.0
2023-09-01 09:00:00,14.0,9.0,185,100,152.0,0.0
2023-09-01 10:00:00,15.3,9.5,191,100,152.0,0.0
2023-09-01 11:00:00,16.1,10.3,209,100,216.0,0.1
2023-09-01 12:00:00,15.5,10.0,206,100,152.0,0.9
2023-09-01 13:00:00,15.3,9.5,205,100,117.0,1.3
2023-09-01 14:00:00,15.2,5.8,184,100,68.0,2.8
2023-09-01 15:00:00,15.1,4.3,180,100,47.0,3.4
2023-09-01 16:00:00,15.2,5.7,198,100,38.0,1.3
2023-09-01 17:00:00,15.1,3.9,236,100,19.0,0.6
2023-09-01 18:00:00,15.1,3.4,238,100,5.0,0.3
2023-09-01 19:00:00,15.2,5.2,258,100,0.0,1.1
2023-09-01 20:00:00,14.9,5.6,285,100,0.0,0.0
2023-09-01 21:00:00,14.3,5.2,295,89,0.0,0.0
2023-09-01 22:00:00,13.9,6.4,297,100,0.0,0.0
2023-09-01 23:00:00,13.1,3.7,299,55,0.0,0.0
2023-09-02 00:00:00,12.3,4.3,294,78,0.0,0.0
2023-09-02 01:00:00,12.3,4.6,315,79,0.0,0.0
2023-09-02 02:00:00,12.5,3.1,324,90,0.0,0.0
2023-09-02 03:00:00,12.1,3.4,212,91,0.0,0.0
2023-09-02 04:00:00,11.9,1.5,225,97,0.0,0.0
2023-09-02 05:00:00,11.9,2.3,219,90,3.0,0.0
2023-09-02 06:00:00,13.0,1.0,135,100,39.0,0.0
2023-09-02 07:00:00,14.0,3.6,174,100,86.0,0.0
2023-09-02 08:00:00,15.0,3.3,174,99,180.0,0.0
2023-09-02 09:00:00,15.5,4.0,153,100,355.0,0.0
2023-09-02 10:00:00,17.7,0.8,153,100,487.0,0.0
2023-09-02 11:00:00,18.8,2.5,135,100,574.0,0.0
2023-09-02 12:00:00,19.8,4.1,135,100,528.0,0.0
2023-09-02 13:00:00,20.4,2.3,162,100,613.0,0.0
2023-09-02 14:00:00,20.6,1.6,207,100,499.0,0.0
2023-09-02 15:00:00,21.6,1.6,297,100,359.0,0.0
2023-09-02 16:00:00,21.1,3.3,276,100,249.0,0.0
2023-09-02 17:00:00,20.3,2.7,337,100,131.0,0.0
2023-09-02 18:00:00,18.5,3.5,336,60,40.0,0.0
2023-09-02 19:00:00,17.8,3.7,349,93,0.0,0.0
2023-09-02 20:00:00,17.0,4.5,346,74,0.0,0.0
2023-09-02 21:00:00,16.1,4.7,337,100,0.0,0.0
2023-09-02 22:00:00,15.6,5.8,330,100,0.0,0.0
2023-09-02 23:00:00,15.6,5.8,330,100,0.0,0.0
2023-09-03 00:00:00,14.7,7.2,333,100,0.0,0.0
2023-09-03 01:00:00,14.7,5.8,330,100,0.0,0.0
2023-09-03 02:00:00,14.8,6.4,344,100,0.0,0.0
2023-09-03 03:00:00,14.6,5.5,337,100,0.0,0.0
2023-09-03 04:00:00,14.3,6.5,354,100,0.0,0.0
2023-09-03 05:00:00,14.1,4.2,340,100,2.0,0.0
2023-09-03 06:00:00,14.8,7.2,354,100,40.0,0.0
2023-09-03 07:00:00,15.3,8.8,351,100,105.0,0.0
2023-09-03 08:00:00,15.8,8.3,358,100,264.0,0.0
2023-09-03 09:00:00,17.1,6.8,18,100,405.0,0.0
2023-09-03 10:00:00,18.1,5.4,8,100,468.0,0.0
2023-09-03 11:00:00,18.4,3.7,331,100,510.0,0.0
2023-09-03 12:00:00,19.4,4.3,318,100,482.0,0.0
2023-09-03 13:00:00,19.7,7.3,340,100,544.0,0.0
2023-09-03 14:00:00,20.2,8.3,2,100,486.0,0.0
2023-09-03 15:00:00,19.9,8.8,9,100,365.0,0.0
2023-09-03 16:00:00,19.2,7.6,8,100,236.0,0.0
2023-09-03 17:00:00,18.1,4.7,360,100,122.0,0.0
2023-09-03 18:00:00,16.3,4.4,9,100,34.0,0.0
2023-09-03 19:00:00,15.1,4.6,18,100,0.0,0.0
2023-09-03 20:00:00,14.5,5.1,356,100,0.0,0.0
2023-09-03 21:00:00,13.9,3.8,17,100,0.0,0.0
2023-09-03 22:00:00,13.6,3.1,21,100,0.0,0.0
2023-09-03 23:00:00,13.1,4.5,29,100,0.0,0.0
2023-09-04 00:00:00,12.2,3.6,53,100,0.0,0.0
2023-09-04 01:00:00,11.9,4.2,59,100,0.0,0.0
2023-09-04 02:00:00,11.3,5.2,65,100,0.0,0.0
2023-09-04 03:00:00,10.9,4.6,72,99,0.0,0.0
2023-09-04 04:00:00,10.2,4.3,66,100,0.0,0.0
2023-09-04 05:00:00,9.6,3.0,76,95,3.0,0.0
2023-09-04 06:00:00,10.8,3.3,84,87,72.0,0.0
2023-09-04 07:00:00,13.7,4.7,99,60,205.0,0.0
2023-09-04 08:00:00,15.2,8.9,104,0,362.0,0.0
2023-09-04 09:00:00,17.5,9.8,107,6,501.0,0.0
2023-09-04 10:00:00,19.3,8.8,109,0,609.0,0.0
2023-09-04 11:00:00,20.6,9.5,115,8,673.0,0.0
2023-09-04 12:00:00,22.1,10.0,128,29,685.0,0.0
2023-09-04 13:00:00,22.9,10.2,122,21,654.0,0.0
2023-09-04 14:00:00,23.3,10.2,113,43,573.0,0.0
2023-09-04 15:00:00,23.8,9.1,99,22,453.0,0.0
2023-09-04 16:00:00,23.4,8.8,99,28,313.0,0.0
2023-09-04 17:00:00,21.8,7.1,75,47,159.0,0.0
2023-09-04 18:00:00,20.1,9.2,69,28,35.0,0.0
2023-09-04 19:00:00,19.1,8.3,72,10,0.0,0.0
2023-09-04 20:00:00,17.9,6.8,72,0,0.0,0.0
2023-09-04 21:00:00,16.9,5.5,67,0,0.0,0.0
2023-09-04 22:00:00,15.8,4.8,42,1,0.0,0.0
2023-09-04 23:00:00,14.9,4.4,35,4,0.0,0.0
2023-09-05 00:00:00,13.7,3.2,63,8,0.0,0.0
2023-09-05 01:00:00,13.5,3.7,119,73,0.0,0.0
2023-09-05 02:00:00,13.5,5.4,138,61,0.0,0.0
2023-09-05 03:00:00,13.6,7.3,147,43,0.0,0.0
2023-09-05 04:00:00,13.9,6.8,148,23,0.0,0.0
2023-09-05 05:00:00,13.9,6.7,144,10,2.0,0.0
2023-09-05 06:00:00,14.4,5.9,142,7,70.0,0.0
2023-09-05 07:00:00,16.3,7.7,143,2,208.0,0.0
2023-09-05 08:00:00,17.7,10.0,142,23,357.0,0.0
2023-09-05 09:00:00,20.6,11.2,147,43,493.0,0.0
2023-09-05 10:00:00,22.4,12.5,147,6,602.0,0.0
2023-09-05 11:00:00,23.9,12.0,147,21,669.0,0.0
2023-09-05 12:00:00,24.8,12.9,144,3,689.0,0.0
2023-09-05 13:00:00,25.7,12.0,139,0,659.0,0.0
2023-09-05 14:00:00,26.0,9.4,137,2,579.0,0.0
2023-09-05 15:00:00,26.0,7.3,99,27,458.0,0.0
2023-09-05 16:00:00,25.5,5.0,90,0,311.0,0.0
2023-09-05 17:00:00,24.2,3.9,56,3,158.0,0.0
2023-09-05 18:00:00,22.0,4.7,32,0,33.0,0.0
2023-09-05 19:00:00,20.8,4.4,35,0,0.0,0.0
2023-09-05 20:00:00,20.0,2.4,63,18,0.0,0.0
2023-09-05 21:00:00,18.1,2.5,82,3,0.0,0.0
2023-09-05 22:00:00,17.3,1.3,124,20,0.0,0.0
2023-09-05 23:00:00,16.3,3.1,159,23,0.0,0.0
2023-09-06 00:00:00,14.8,2.9,150,6,0.0,0.0
2023-09-06 01:00:00,13.7,2.7,157,50,0.0,0.0
2023-09-06 02:00:00,13.2,2.9,173,17,0.0,0.0
2023-09-06 03:00:00,12.5,2.5,135,33,0.0,0.0
2023-09-06 04:00:00,12.1,1.5,135,16,0.0,0.0
2023-09-06 05:00:00,11.6,0.5,225,47,2.0,0.0
2023-09-06 06:00:00,12.8,0.4,270,55,64.0,0.0
2023-09-06 07:00:00,15.8,2.3,162,0,201.0,0.0
2023-09-06 08:00:00,18.6,1.8,143,0,357.0,0.0
2023-09-06 09:00:00,22.3,3.4,108,1,494.0,0.0
2023-09-06 10:00:00,24.4,8.6,90,0,611.0,0.0
2023-09-06 11:00:00,25.5,10.8,90,2,680.0,0.0
2023-09-06 12:00:00,26.2,10.5,86,0,696.0,0.0
2023-09-06 13:00:00,26.9,11.5,88,0,662.0,0.0
2023-09-06 14:00:00,27.3,11.3,81,0,581.0,0.0
2023-09-06 15:00:00,27.0,12.4,80,0,460.0,0.0
2023-09-06 16:00:00,25.9,12.4,80,0,310.0,0.0
2023-09-06 17:00:00,24.0,10.2,67,0,154.0,0.0
2023-09-06 18:00:00,22.6,11.8,63,0,30.0,0.0
2023-09-06 19:00:00,21.6,10.0,75,0,0.0,0.0
2023-09-06 20:00:00,20.3,8.5,78,0,0.0,0.0
2023-09-06 21:00:00,18.6,6.4,74,0,0.0,0.0
2023-09-06 22:00:00,18.4,6.1,62,0,0.0,0.0
2023-09-06 23:00:00,17.7,5.3,62,0,0.0,0.0
2023-09-07 00:00:00,16.5,4.7,58,0,0.0,0.0
2023-09-07 01:00:00,15.5,5.2,34,2,0.0,0.0
2023-09-07 02:00:00,15.1,5.0,21,0,0.0,0.0
2023-09-07 03:00:00,13.6,3.8,41,3,0.0,0.0
2023-09-07 04:00:00,12.4,4.3,48,0,0.0,0.0
2023-09-07 05:00:00,12.1,4.2,59,0,1.0,0.0
2023-09-07 06:00:00,13.4,4.2,59,0,66.0,0.0
2023-09-07 07:00:00,16.6,5.8,94,0,205.0,0.0
2023-09-07 08:00:00,18.7,8.0,80,0,358.0,0.0
2023-09-07 09:00:00,21.4,11.5,86,0,498.0,0.0
2023-09-07 10:00:00,23.5,13.0,85,0,608.0,0.0
2023-09-07 11:00:00,24.8,13.7,85,0,674.0,0.0
2023-09-07 12:00:00,26.1,14.1,86,0,687.0,0.0
2023-09-07 13:00:00,26.8,15.5,87,0,652.0,0.0
2023-09-07 14:00:00,27.0,16.5,80,0,568.0,0.0
2023-09-07 15:00:00,27.3,16.9,79,0,449.0,0.0
2023-09-07 16:00:00,26.3,15.5,78,5,304.0,0.0
2023-09-07 17:00:00,24.8,11.9,76,3,150.0,0.0
2023-09-07 18:00:00,23.2,10.9,81,0,28.0,0.0
2023-09-07 19:00:00,21.9,8.7,83,0,0.0,0.0
2023-09-07 20:00:00,20.2,6.5,71,0,0.0,0.0
2023-09-07 21:00:00,19.2,5.9,79,0,0.0,0.0
2023-09-07 22:00:00,17.8,4.4,55,0,0.0,0.0
2023-09-07 23:00:00,16.9,2.8,40,0,0.0,0.0
2023-09-08 00:00:00,16.2,3.3,96,0,0.0,0.0
2023-09-08 01:00:00,15.7,3.8,107,0,0.0,0.0
2023-09-08 02:00:00,15.3,4.6,108,0,0.0,0.0
2023-09-08 03:00:00,14.3,4.0,100,0,0.0,0.0
2023-09-08 04:00:00,13.8,3.4,108,0,0.0,0.0
2023-09-08 05:00:00,13.4,2.5,98,3,1.0,0.0
2023-09-08 06:00:00,14.0,2.9,120,0,63.0,0.0
2023-09-08 07:00:00,16.7,2.8,140,0,199.0,0.0
2023-09-08 08:00:00,19.2,5.9,128,0,353.0,0.0
2023-09-08 09:00:00,21.4,6.4,128,0,494.0,0.0
2023-09-08 10:00:00,23.5,6.6,139,0,605.0,0.0
2023-09-08 11:00:00,25.3,6.8,148,0,671.0,0.0
2023-09-08 12:00:00,26.5,6.0,147,0,688.0,0.0
2023-09-08 13:00:00,27.4,6.5,146,0,657.0,0.0
2023-09-08 14:00:00,27.8,6.9,141,0,576.0,0.0
2023-09-08 15:00:00,27.9,8.0,126,0,455.0,0.0
2023-09-08 16:00:00,27.0,6.3,121,0,310.0,0.0
2023-09-08 17:00:00,24.6,2.9,83,0,152.0,0.0
2023-09-08 18:00:00,23.3,1.8,79,1,26.0,0.0
2023-09-08 19:00:00,21.6,1.5,76,0,0.0,0.0
2023-09-08 20:00:00,20.3,1.8,79,0,0.0,0.0
2023-09-08 21:00:00,18.6,2.9,187,0,0.0,0.0
2023-09-08 22:00:00,17.1,2.9,210,0,0.0,0.0
2023-09-08 23:00:00,16.2,2.9,187,0,0.0,0.0
2023-09-09 00:00:00,14.6,2.1,211,0,0.0,0.0
2023-09-09 01:00:00,14.1,2.1,211,0,0.0,0.0
2023-09-09 02:00:00,12.2,1.8,191,0,0.0,0.0
