time,P,G(i),H_sun,T2m,WS10m,Int
20220623:0110,0.0,0.0,0.0,15.38,1.72,0.0
20220623:0210,0.0,0.0,0.0,14.47,1.66,0.0
20220623:0310,0.0,0.0,0.0,13.84,1.59,0.0
20220623:0410,45.9,89.0,7.64,13.59,1.52,0.0
20220623:0510,164.61,232.0,16.34,15.25,1.1,0.0
20220623:0610,300.4,389.0,25.56,19.08,1.31,0.0
20220623:0710,430.01,547.0,34.98,21.19,1.79,0.0
20220623:0810,534.07,686.0,44.2,23.0,1.93,0.0
20220623:0910,627.43,821.01,52.62,24.64,2.0,0.0
20220623:1010,668.71,885.01,59.2,25.97,2.21,0.0
20220623:1110,684.57,912.01,62.35,27.0,2.34,0.0
20220623:1210,674.91,902.01,60.85,27.9,2.34,0.0
20220623:1310,587.26,779.01,55.32,28.45,2.34,0.0
20220623:1410,531.16,700.0,47.43,28.84,2.41,0.0
20220623:1510,348.83,459.0,38.42,28.93,2.41,0.0
20220623:1610,230.47,309.0,29.02,28.87,2.34,0.0
20220623:1710,186.31,263.0,19.68,28.15,2.07,0.0
20220623:1810,70.91,120.0,10.75,26.91,2.21,0.0
20220623:1910,0.0,4.0,2.56,25.21,2.21,0.0
20220623:2010,0.0,0.0,0.0,23.96,2.69,0.0
20220623:2110,0.0,0.0,0.0,22.77,2.76,0.0
20220623:2210,0.0,0.0,0.0,21.86,2.62,0.0
20220623:2310,0.0,0.0,0.0,20.92,2.41,0.0
20220624:0010,0.0,0.0,0.0,20.28,2.34,0.0
20220624:0110,0.0,0.0,0.0,20.13,2.41,0.0
20220624:0210,0.0,0.0,0.0,19.79,2.55,0.0
20220624:0310,0.0,0.0,0.0,19.58,2.55,0.0
20220624:0410,4.97,16.0,7.6,19.34,2.69,0.0
20220624:0510,13.93,30.0,16.29,19.83,2.76,0.0
20220624:0610,75.91,110.0,25.52,20.99,2.9,0.0
20220624:0710,112.95,155.0,34.94,20.77,2.21,0.0
20220624:0810,258.14,330.0,44.16,20.11,2.14,0.0
20220624:0910,377.31,478.0,52.58,20.08,2.07,0.0
20220624:1010,665.89,853.01,59.17,20.91,2.48,0.0
20220624:1110,120.89,165.0,62.33,21.66,2.9,0.0
20220624:1210,209.5,274.0,60.84,22.8,2.69,0.0
20220624:1310,535.06,688.0,55.34,23.54,2.55,0.0
20220624:1410,517.4,663.0,47.45,23.74,2.48,0.0
20220624:1510,408.85,523.0,38.44,23.71,2.34,0.0
20220624:1610,321.62,417.0,29.04,23.68,2.28,0.0
20220624:1710,46.33,74.0,19.7,23.24,2.62,0.0
20220624:1810,75.68,128.0,10.77,21.63,2.41,0.0
20220624:1910,0.0,1.0,2.57,21.15,2.69,0.0
20220624:2010,0.0,0.0,0.0,20.15,2.14,0.0
20220624:2110,0.0,0.0,0.0,19.45,2.34,0.0
20220624:2210,0.0,0.0,0.0,19.03,2.34,0.0
20220624:2310,0.0,0.0,0.0,18.52,2.0,0.0
20220625:0010,0.0,0.0,0.0,17.82,2.0,0.0
20220625:0110,0.0,0.0,0.0,17.46,2.34,0.0
20220625:0210,0.0,0.0,0.0,17.16,2.41,0.0
20220625:0310,0.0,0.0,0.0,16.91,2.34,0.0
20220625:0410,44.41,87.0,7.55,16.74,2.14,0.0
20220625:0510,103.02,144.0,16.24,16.87,2.28,0.0
20220625:0610,265.94,339.0,25.47,17.85,3.17,0.0
20220625:0710,401.68,498.0,34.89,17.97,3.1,0.0
20220625:0810,475.7,594.0,44.11,19.29,2.76,0.0
20220625:0910,538.09,681.0,52.53,20.75,2.62,0.0
20220625:1010,594.57,765.01,59.13,21.84,2.21,0.0
20220625:1110,649.3,853.01,62.3,22.91,1.59,0.0
20220625:1210,617.12,817.01,60.84,23.95,1.24,0.0
20220625:1310,604.53,799.01,55.34,24.76,1.31,0.0
20220625:1410,520.07,680.0,47.46,25.05,1.38,0.0
20220625:1510,438.7,570.0,38.46,24.99,1.38,0.0
20220625:1610,327.86,430.0,29.06,24.59,1.31,0.0
20220625:1710,201.68,282.0,19.72,24.34,1.1,0.0
20220625:1810,75.47,129.0,10.78,23.76,0.9,0.0
20220625:1910,2.2,11.0,2.58,22.39,1.03,0.0
20220625:2010,0.0,0.0,0.0,21.14,0.97,0.0
20220625:2110,0.0,0.0,0.0,19.94,1.1,0.0
20220625:2210,0.0,0.0,0.0,18.33,1.45,0.0
20220625:2310,0.0,0.0,0.0,17.33,1.59,0.0
20220626:0010,0.0,0.0,0.0,16.58,1.59,0.0
20220626:0110,0.0,0.0,0.0,16.22,1.59,0.0
20220626:0210,0.0,0.0,0.0,15.82,1.52,0.0
20220626:0310,0.0,0.0,0.0,15.49,1.59,0.0
20220626:0410,37.27,69.0,7.5,15.69,1.52,0.0
20220626:0510,135.1,190.0,16.19,17.29,1.31,0.0
20220626:0610,291.69,381.0,25.41,20.63,1.31,0.0
20220626:0710,412.41,528.0,34.84,21.97,1.45,0.0
20220626:0810,516.44,667.0,44.06,23.45,1.52,0.0
20220626:0910,402.5,523.0,52.48,24.49,1.59,0.0
20220626:1010,164.36,222.0,59.08,25.49,1.93,0.0
20220626:1110,595.01,789.01,62.27,25.65,1.59,0.0
20220626:1210,555.83,739.0,60.82,26.13,1.31,0.0
20220626:1310,309.81,410.0,55.34,26.27,0.83,0.0
20220626:1410,286.56,382.0,47.47,26.76,0.28,0.0
20220626:1510,223.49,297.0,38.47,25.77,1.03,0.0
20220626:1610,282.06,367.0,29.07,24.38,2.62,0.0
20220626:1710,174.29,239.0,19.73,23.18,2.9,0.0
20220626:1810,44.79,74.0,10.79,22.66,2.34,0.0
20220626:1910,2.67,12.0,2.59,23.92,1.72,0.0
20220626:2010,0.0,0.0,0.0,22.49,1.93,0.0
20220626:2110,0.0,0.0,0.0,21.19,1.86,0.0
20220626:2210,0.0,0.0,0.0,20.19,1.86,0.0
20220626:2310,0.0,0.0,0.0,19.32,1.72,0.0
20220627:0010,0.0,0.0,0.0,18.29,1.38,0.0
20220627:0110,0.0,0.0,0.0,17.81,1.1,0.0
20220627:0210,0.0,0.0,0.0,17.19,1.24,0.0
20220627:0310,0.0,0.0,0.0,17.08,1.17,0.0
20220627:0410,0.47,7.0,7.44,17.19,1.03,0.0
20220627:0510,7.43,20.0,16.13,17.96,0.62,0.0
20220627:0610,211.15,276.0,25.36,19.05,0.48,0.0
20220627:0710,403.54,516.0,34.78,20.7,0.97,0.0
20220627:0810,510.35,653.0,44.0,22.35,1.79,0.0
20220627:0910,181.71,240.0,52.43,23.05,3.03,0.0
20220627:1010,108.81,151.0,59.03,22.62,2.9,0.0
20220627:1110,108.31,151.0,62.23,23.66,3.17,0.0
20220627:1210,74.17,109.0,60.8,23.61,3.45,0.0
20220627:1310,573.88,734.0,55.33,24.0,3.45,0.0
20220627:1410,135.93,185.0,47.47,24.1,3.31,0.0
20220627:1510,78.03,114.0,38.47,24.07,3.45,0.0
20220627:1610,313.0,404.0,29.07,23.95,3.38,0.0
20220627:1710,166.35,228.0,19.73,23.08,2.97,0.0
20220627:1810,18.61,37.0,10.79,22.33,2.62,0.0
20220627:1910,0.0,2.0,2.58,20.46,2.97,0.0
20220627:2010,0.0,0.0,0.0,18.79,3.24,0.0
20220627:2110,0.0,0.0,0.0,17.99,2.83,0.0
20220627:2210,0.0,0.0,0.0,17.46,2.34,0.0
20220627:2310,0.0,0.0,0.0,17.04,2.48,0.0
20220628:0010,0.0,0.0,0.0,16.62,2.41,0.0
20220628:0110,0.0,0.0,0.0,16.04,2.07,0.0
20220628:0210,0.0,0.0,0.0,15.26,2.48,0.0
20220628:0310,0.0,0.0,0.0,14.36,2.55,0.0
20220628:0410,43.0,84.0,7.38,13.86,2.21,0.0
20220628:0510,164.79,231.0,16.07,14.0,2.21,0.0
20220628:0610,0.0,0.0,0.0,14.75,1.93,0.0
20220628:0710,0.0,0.0,0.0,15.82,1.31,0.0
20220628:0810,0.0,0.0,0.0,17.26,1.38,0.0
20220628:0910,631.94,809.01,52.37,18.54,1.38,0.0
20220628:1010,674.73,873.01,58.97,19.69,1.59,0.0
20220628:1110,693.27,910.01,62.19,20.65,1.31,0.0
20220628:1210,684.17,896.01,60.77,21.57,1.59,0.0
20220628:1310,647.18,840.01,55.32,22.29,1.93,0.0
20220628:1410,573.55,739.0,47.47,22.84,1.93,0.0
20220628:1510,473.9,608.0,38.47,23.17,1.86,0.0
20220628:1610,202.75,267.0,29.08,23.27,2.0,0.0
20220628:1710,203.92,281.0,19.73,23.04,2.28,0.0
20220628:1810,76.48,128.0,10.79,22.35,2.07,0.0
20220628:1910,3.25,13.0,2.57,21.1,2.69,0.0
20220628:2010,0.0,0.0,0.0,20.15,2.83,0.0
20220628:2110,0.0,0.0,0.0,19.48,2.9,0.0
20220628:2210,0.0,0.0,0.0,18.92,2.9,0.0
20220628:2310,0.0,0.0,0.0,18.68,2.9,0.0
20220629:0010,0.0,0.0,0.0,18.55,2.62,0.0
20220629:0110,0.0,0.0,0.0,18.04,2.14,0.0
20220629:0210,0.0,0.0,0.0,17.57,2.14,0.0
20220629:0310,0.0,0.0,0.0,17.39,2.41,0.0
20220629:0410,8.1,21.0,7.31,17.31,2.41,0.0
20220629:0510,0.0,0.0,0.0,17.4,2.28,0.0
20220629:0610,0.0,0.0,0.0,17.58,2.28,0.0
20220629:0710,0.0,0.0,0.0,18.67,2.62,0.0
20220629:0810,133.78,179.0,43.87,19.62,2.83,0.0
20220629:0910,552.19,696.0,52.3,21.4,3.38,0.0
20220629:1010,595.63,755.01,58.91,22.52,3.93,0.0
20220629:1110,396.57,504.0,62.13,22.87,4.0,0.0
20220629:1210,567.91,726.0,60.73,23.82,3.72,0.0
20220629:1310,565.33,727.0,55.3,24.78,3.24,0.0
20220629:1410,334.07,432.0,47.46,25.33,2.9,0.0
20220629:1510,415.83,534.0,38.47,25.22,2.76,0.0
20220629:1610,275.06,358.0,29.07,24.57,2.9,0.0
20220629:1710,139.61,193.0,19.72,23.96,2.97,0.0
20220629:1810,45.5,75.0,10.78,23.09,2.97,0.0
20220629:1910,1.73,10.0,2.56,21.61,1.45,0.0
20220629:2010,0.0,0.0,0.0,20.75,1.38,0.0
20220629:2110,0.0,0.0,0.0,20.04,1.31,0.0
20220629:2210,0.0,0.0,0.0,19.33,1.86,0.0
20220629:2310,0.0,0.0,0.0,18.96,2.34,0.0
20220630:0010,0.0,0.0,0.0,18.43,1.79,0.0
20220630:0110,0.0,0.0,0.0,17.86,1.38,0.0
20220630:0210,0.0,0.0,0.0,17.49,1.24,0.0
20220630:0310,0.0,0.0,0.0,17.05,1.17,0.0
20220630:0410,37.76,74.0,7.24,16.9,0.83,0.0
20220630:0510,68.06,100.0,15.93,17.85,0.97,0.0
20220630:0610,132.29,178.0,25.15,19.21,1.03,0.0
20220630:0710,324.47,411.0,34.58,18.77,1.17,0.0
20220630:0810,503.59,644.0,43.8,20.53,1.1,0.0
20220630:0910,592.61,779.01,52.23,22.46,0.76,0.0
20220630:1010,615.51,827.01,58.84,24.1,0.48,0.0
20220630:1110,629.98,854.01,62.07,25.28,0.55,0.0
20220630:1210,406.83,543.0,60.69,26.07,0.28,0.0
20220630:1310,446.82,599.0,55.27,26.26,0.14,0.0
20220630:1410,298.26,396.0,47.44,26.79,0.62,0.0
20220630:1510,414.47,546.0,38.46,27.05,1.03,0.0
20220630:1610,264.75,353.0,29.06,27.23,1.1,0.0
20220630:1710,175.32,247.0,19.71,27.06,1.17,0.0
20220630:1810,44.62,75.0,10.76,26.42,1.17,0.0
20220630:1910,3.17,13.0,2.54,24.91,1.52,0.0
20220630:2010,0.0,0.0,0.0,23.18,1.31,0.0
20220630:2110,0.0,0.0,0.0,23.74,0.28,0.0
20220630:2210,0.0,0.0,0.0,22.46,0.48,0.0
20220630:2310,0.0,0.0,0.0,20.78,1.24,0.0
20220701:0010,0.0,0.0,0.0,20.37,2.76,0.0
20220701:0110,0.0,0.0,0.0,19.24,3.72,0.0
20220701:0210,0.0,0.0,0.0,17.75,3.59,0.0
20220701:0310,0.0,0.0,0.0,16.43,3.03,0.0
20220701:0410,0.48,7.0,7.16,15.47,2.76,0.0
20220701:0510,6.96,19.0,15.85,14.57,2.55,0.0
20220701:0610,26.23,46.0,25.08,14.14,2.62,0.0
20220701:0710,183.19,233.0,34.5,14.46,2.28,0.0
20220701:0810,124.96,165.0,43.72,14.76,2.62,0.0
20220701:0910,95.26,130.0,52.15,14.49,2.48,0.0
20220701:1010,100.57,136.0,58.77,14.13,2.69,0.0
20220701:1110,192.96,244.0,62.01,14.0,2.55,0.0
20220701:1210,161.25,207.0,60.64,14.39,2.97,0.0
20220701:1310,141.91,185.0,55.24,15.12,2.97,0.0
20220701:1410,542.47,668.0,47.42,16.69,3.1,0.0
20220701:1510,359.09,445.0,38.44,17.48,3.1,0.0
20220701:1610,266.99,337.0,29.05,18.18,3.31,0.0
20220701:1710,173.35,232.0,19.69,18.14,2.83,0.0
20220701:1810,77.57,129.0,10.74,18.07,2.34,0.0
20220701:1910,3.34,13.0,2.51,17.18,1.86,0.0
20220701:2010,0.0,0.0,0.0,16.37,1.79,0.0
20220701:2110,0.0,0.0,0.0,15.54,1.66,0.0
20220701:2210,0.0,0.0,0.0,14.92,1.45,0.0
20220701:2310,0.0,0.0,0.0,14.4,1.31,0.0
20220702:0010,0.0,0.0,0.0,13.44,1.24,0.0
20220702:0110,0.0,0.0,0.0,12.67,1.31,0.0
20220702:0210,0.0,0.0,0.0,11.93,1.38,0.0
20220702:0310,0.0,0.0,0.0,11.52,1.24,0.0
20220702:0410,38.09,72.0,7.08,11.28,1.24,0.0
20220702:0510,156.26,220.0,15.77,12.94,0.83,0.0
20220702:0610,294.36,377.0,25.0,15.89,1.1,0.0
20220702:0710,433.12,541.0,34.42,16.76,1.52,0.0
20220702:0810,534.27,675.0,43.64,18.5,1.45,0.0
20220702:0910,601.98,772.01,52.07,20.06,1.59,0.0
20220702:1010,521.2,670.0,58.68,21.18,1.72,0.0
20220702:1110,662.86,867.01,61.93,22.05,1.72,0.0
20220702:1210,657.7,862.01,60.59,22.9,1.79,0.0
20220702:1310,620.02,809.01,55.2,23.53,1.86,0.0
20220702:1410,565.12,731.0,47.39,24.07,2.07,0.0
20220702:1510,468.04,602.0,38.42,24.26,2.14,0.0
20220702:1610,339.56,442.0,29.02,24.22,2.07,0.0
20220702:1710,205.97,286.0,19.67,23.89,1.86,0.0
20220702:1810,80.51,139.0,10.71,23.01,1.31,0.0
20220702:1910,2.72,12.0,2.48,21.37,1.45,0.0
20220702:2010,0.0,0.0,0.0,19.25,1.38,0.0
20220702:2110,0.0,0.0,0.0,17.75,1.52,0.0
20220702:2210,0.0,0.0,0.0,16.63,1.52,0.0
20220702:2310,0.0,0.0,0.0,15.67,1.52,0.0
20220703:0010,0.0,0.0,0.0,14.76,1.66,0.0
20220703:0110,0.0,0.0,0.0,14.13,1.79,0.0
20220703:0210,0.0,0.0,0.0,13.78,1.86,0.0
20220703:0310,0.0,0.0,0.0,13.56,1.93,0.0
20220703:0410,37.79,74.0,6.99,13.65,2.0,0.0
20220703:0510,152.87,217.0,15.69,15.21,1.79,0.0
20220703:0610,287.43,371.0,24.91,18.36,1.79,0.0
20220703:0710,418.61,530.0,34.33,20.43,1.93,0.0
20220703:0810,526.28,673.0,43.56,22.27,1.93,0.0
20220703:0910,617.48,805.01,51.98,23.83,1.86,0.0
20220703:1010,564.54,735.0,58.6,25.07,2.48,0.0
20220703:1110,549.84,716.0,61.86,25.68,2.83,0.0
20220703:1210,521.43,678.0,60.52,26.35,3.17,0.0
20220703:1310,441.35,572.0,55.16,26.95,3.59,0.0
20220703:1410,478.19,616.0,47.36,26.76,3.72,0.0
20220703:1510,413.26,532.0,38.39,26.5,3.45,0.0
20220703:1610,300.55,393.0,29.0,26.44,3.38,0.0
20220703:1710,194.47,271.0,19.64,25.97,3.17,0.0
20220703:1810,73.52,125.0,10.68,24.7,2.83,0.0
20220703:1910,1.25,9.0,2.44,23.24,0.9,0.0
20220703:2010,0.0,0.0,0.0,22.52,0.76,0.0
20220703:2110,0.0,0.0,0.0,20.66,2.41,0.0
20220703:2210,0.0,0.0,0.0,19.21,3.59,0.0
20220703:2310,0.0,0.0,0.0,17.72,3.1,0.0
20220704:0010,0.0,0.0,0.0,16.72,2.28,0.0
20220704:0110,0.0,0.0,0.0,15.9,1.93,0.0
20220704:0210,0.0,0.0,0.0,15.46,1.72,0.0
20220704:0310,0.0,0.0,0.0,14.96,1.59,0.0
20220704:0410,33.71,64.0,6.9,14.45,1.31,0.0
20220704:0510,146.35,207.0,15.6,15.04,1.66,0.0
20220704:0610,286.48,365.0,24.82,15.73,1.86,0.0
20220704:0710,415.16,520.0,34.25,17.23,1.45,0.0
20220704:0810,520.85,656.0,43.47,18.38,1.59,0.0
20220704:0910,599.41,760.01,51.89,19.57,2.21,0.0
20220704:1010,667.14,859.01,58.51,20.47,2.07,0.0
20220704:1110,652.51,845.01,61.77,21.22,2.0,0.0
20220704:1210,674.16,874.01,60.45,22.03,2.28,0.0
20220704:1310,616.67,794.01,55.1,22.52,2.41,0.0
20220704:1410,560.85,717.0,47.32,22.47,2.34,0.0
20220704:1510,472.46,603.0,38.36,22.83,2.21,0.0
20220704:1610,338.68,438.0,28.97,22.86,2.07,0.0
20220704:1710,201.03,277.0,19.61,22.7,2.07,0.0
20220704:1810,76.99,131.0,10.64,22.02,1.86,0.0
20220704:1910,2.74,12.0,2.39,20.78,2.28,0.0
20220704:2010,0.0,0.0,0.0,19.27,2.14,0.0
20220704:2110,0.0,0.0,0.0,17.92,1.79,0.0
20220704:2210,0.0,0.0,0.0,16.43,1.52,0.0
20220704:2310,0.0,0.0,0.0,15.66,1.24,0.0
20220705:0010,0.0,0.0,0.0,16.09,0.9,0.0
20220705:0110,0.0,0.0,0.0,15.87,0.9,0.0
20220705:0210,0.0,0.0,0.0,14.42,1.1,0.0
20220705:0310,0.0,0.0,0.0,14.03,1.1,0.0
20220705:0410,33.75,66.0,6.81,14.74,0.83,0.0
20220705:0510,144.99,207.0,15.5,15.24,0.48,0.0
20220705:0610,280.35,363.0,24.73,17.39,0.76,0.0
20220705:0710,403.47,514.0,34.15,18.67,0.55,0.0
20220705:0810,484.85,618.0,43.37,19.83,1.1,0.0
20220705:0910,495.43,630.0,51.79,20.57,2.0,0.0
20220705:1010,583.46,746.0,58.41,20.98,2.34,0.0
20220705:1110,634.83,813.01,61.68,21.17,2.69,0.0
20220705:1210,465.96,593.0,60.38,21.33,2.62,0.0
20220705:1310,569.1,726.0,55.05,21.52,2.55,0.0
20220705:1410,487.69,619.0,47.27,21.93,2.62,0.0
20220705:1510,408.33,516.0,38.32,21.92,2.97,0.0
20220705:1610,262.4,337.0,28.93,21.6,3.17,0.0
20220705:1710,194.91,265.0,19.57,21.01,3.17,0.0
20220705:1810,71.56,118.0,10.6,20.21,2.9,0.0
20220705:1910,2.76,12.0,2.34,19.74,2.34,0.0
20220705:2010,0.0,0.0,0.0,18.58,2.14,0.0
20220705:2110,0.0,0.0,0.0,17.45,2.0,0.0
20220705:2210,0.0,0.0,0.0,16.69,1.79,0.0
20220705:2310,0.0,0.0,0.0,15.7,1.66,0.0
20220706:0010,0.0,0.0,0.0,14.63,1.66,0.0
20220706:0110,0.0,0.0,0.0,13.77,1.66,0.0
20220706:0210,0.0,0.0,0.0,13.18,1.72,0.0
20220706:0310,0.0,0.0,0.0,12.67,1.79,0.0
20220706:0410,27.47,51.0,6.71,13.05,1.86,0.0
20220706:0510,39.67,63.0,15.4,13.76,2.34,0.0
20220706:0610,243.37,307.0,24.63,14.06,2.48,0.0
20220706:0710,304.69,377.0,34.05,15.06,2.48,0.0
20220706:0810,380.66,469.0,43.27,15.47,2.55,0.0
20220706:0910,454.89,562.0,51.69,16.02,2.69,0.0
20220706:1010,507.44,631.0,58.3,16.68,2.69,0.0
20220706:1110,547.24,684.0,61.58,17.47,2.83,0.0
20220706:1210,582.46,730.0,60.3,17.98,2.9,0.0
20220706:1310,528.63,660.0,54.98,18.33,3.03,0.0
20220706:1410,491.58,611.0,47.22,18.41,3.1,0.0
20220706:1510,424.67,528.0,38.27,18.31,2.76,0.0
20220706:1610,290.2,366.0,28.88,18.22,2.97,0.0
20220706:1710,153.21,205.0,19.52,17.9,3.17,0.0
20220706:1810,74.67,122.0,10.55,17.36,2.76,0.0
20220706:1910,0.89,8.0,2.28,16.23,2.41,0.0
20220706:2010,0.0,0.0,0.0,15.52,1.66,0.0
20220706:2110,0.0,0.0,0.0,14.75,1.45,0.0
20220706:2210,0.0,0.0,0.0,13.72,1.45,0.0
20220706:2310,0.0,0.0,0.0,12.96,1.72,0.0
20220707:0010,0.0,0.0,0.0,12.48,1.86,0.0
20220707:0110,0.0,0.0,0.0,12.35,2.14,0.0
20220707:0210,0.0,0.0,0.0,12.21,2.48,0.0
20220707:0310,0.0,0.0,0.0,12.15,2.83,0.0
20220707:0410,2.39,11.0,6.6,11.99,3.03,0.0
20220707:0510,78.1,110.0,15.3,12.16,3.31,0.0
20220707:0610,22.65,41.0,24.53,12.34,3.38,0.0
20220707:0710,62.17,90.0,33.95,12.81,3.1,0.0
20220707:0810,72.7,103.0,43.17,13.95,2.97,0.0
20220707:0910,111.61,149.0,51.58,14.57,3.59,0.0
20220707:1010,301.32,371.0,58.19,14.63,4.0,0.0
20220707:1110,234.5,292.0,61.47,14.35,4.0,0.0
20220707:1210,210.31,264.0,60.21,14.54,3.86,0.0
20220707:1310,164.57,211.0,54.91,15.36,4.76,0.0
20220707:1410,205.65,260.0,47.16,16.3,4.62,0.0
20220707:1510,249.63,312.0,38.22,16.79,4.41,0.0
20220707:1610,61.86,91.0,28.83,16.78,4.41,0.0
20220707:1710,50.56,77.0,19.47,16.08,4.34,0.0
20220707:1810,3.38,13.0,10.49,15.76,3.93,0.0
20220707:1910,2.32,11.0,2.22,15.62,4.28,0.0
20220707:2010,0.0,0.0,0.0,14.28,4.21,0.0
20220707:2110,0.0,0.0,0.0,13.55,4.0,0.0
20220707:2210,0.0,0.0,0.0,13.12,3.52,0.0
20220707:2310,0.0,0.0,0.0,12.56,3.17,0.0
20220708:0010,0.0,0.0,0.0,12.17,3.17,0.0
20220708:0110,0.0,0.0,0.0,11.97,3.17,0.0
20220708:0210,0.0,0.0,0.0,11.65,2.97,0.0
20220708:0310,0.0,0.0,0.0,11.47,2.69,0.0
20220708:0410,0.51,7.0,6.49,11.56,2.34,0.0
20220708:0510,110.47,152.0,15.19,11.82,3.45,0.0
20220708:0610,229.73,287.0,24.43,12.26,3.52,0.0
20220708:0710,160.13,204.0,33.85,12.5,2.83,0.0
20220708:0810,236.52,294.0,43.06,13.38,2.62,0.0
20220708:0910,349.65,430.0,51.47,14.34,2.69,0.0
20220708:1010,633.08,785.01,58.08,15.65,2.9,0.0
20220708:1110,710.1,891.01,61.36,17.12,3.03,0.0
20220708:1210,697.59,879.01,60.11,19.02,3.38,0.0
20220708:1310,609.21,764.01,54.83,20.13,3.72,0.0
20220708:1410,153.96,203.0,47.1,19.89,3.72,0.0
20220708:1510,275.3,347.0,38.16,19.29,3.66,0.0
20220708:1610,158.0,207.0,28.78,18.78,3.31,0.0
20220708:1710,65.29,96.0,19.42,18.4,2.83,0.0
20220708:1810,64.05,103.0,10.43,18.03,2.14,0.0
20220708:1910,0.0,4.0,2.15,17.47,2.28,0.0
20220708:2010,0.0,0.0,0.0,17.06,1.79,0.0
20220708:2110,0.0,0.0,0.0,16.72,1.72,0.0
20220708:2210,0.0,0.0,0.0,16.39,1.72,0.0
20220708:2310,0.0,0.0,0.0,16.08,1.79,0.0
20220709:0010,0.0,0.0,0.0,15.4,1.79,0.0
20220709:0110,0.0,0.0,0.0,14.86,1.79,0.0
20220709:0210,0.0,0.0,0.0,14.32,1.72,0.0
20220709:0310,0.0,0.0,0.0,14.16,1.66,0.0
20220709:0410,32.44,68.0,6.38,14.27,1.59,0.0
20220709:0510,31.53,53.0,15.08,14.79,1.45,0.0
20220709:0610,84.48,118.0,24.32,15.7,1.79,0.0
20220709:0710,83.52,117.0,33.74,16.43,3.03,0.0
20220709:0810,176.4,227.0,42.95,16.7,2.9,0.0
20220709:0910,287.25,360.0,51.36,17.44,3.03,0.0
20220709:1010,440.35,551.0,57.96,18.27,2.69,0.0
20220709:1110,415.5,522.0,61.24,19.09,2.83,0.0
20220709:1210,236.46,302.0,60.01,19.58,3.31,0.0
20220709:1310,512.09,641.0,54.75,19.44,3.24,0.0
20220709:1410,47.18,74.0,47.03,19.81,3.17,0.0
20220709:1510,54.3,83.0,38.1,20.09,3.03,0.0
20220709:1610,305.26,385.0,28.72,19.22,3.86,0.0
20220709:1710,166.48,224.0,19.35,18.61,2.83,0.0
20220709:1810,3.88,14.0,10.36,17.73,2.69,0.0
20220709:1910,0.47,7.0,2.07,17.17,2.69,0.0
20220709:2010,0.0,0.0,0.0,16.3,2.48,0.0
20220709:2110,0.0,0.0,0.0,15.58,2.97,0.0
20220709:2210,0.0,0.0,0.0,14.8,2.97,0.0
20220709:2310,0.0,0.0,0.0,14.08,2.97,0.0
20220710:0010,0.0,0.0,0.0,13.35,3.03,0.0
20220710:0110,0.0,0.0,0.0,12.71,3.03,0.0
20220710:0210,0.0,0.0,0.0,12.19,3.1,0.0
20220710:0310,0.0,0.0,0.0,11.8,3.03,0.0
20220710:0410,0.94,8.0,6.26,11.67,3.31,0.0
20220710:0510,16.02,32.0,14.97,11.68,3.86,0.0
20220710:0610,78.55,109.0,24.2,12.23,4.34,0.0
20220710:0710,143.95,185.0,33.63,12.7,4.14,0.0
20220710:0810,122.76,161.0,42.84,13.15,3.72,0.0
20220710:0910,316.45,388.0,51.24,14.1,3.72,0.0
20220710:1010,113.18,151.0,57.83,14.91,3.79,0.0
20220710:1110,201.44,255.0,61.12,15.76,3.86,0.0
20220710:1210,523.12,644.0,59.9,16.65,4.07,0.0
20220710:1310,354.15,438.0,54.66,17.06,4.21,0.0
20220710:1410,205.37,261.0,46.95,17.19,4.14,0.0
20220710:1510,175.81,226.0,38.03,17.08,4.07,0.0
20220710:1610,142.93,187.0,28.65,16.56,4.0,0.0
20220710:1710,67.83,98.0,19.28,16.01,4.07,0.0
20220710:1810,36.31,60.0,10.29,15.46,3.52,0.0
20220710:1910,0.0,3.0,1.99,14.42,2.9,0.0
20220710:2010,0.0,0.0,0.0,14.13,2.69,0.0
20220710:2110,0.0,0.0,0.0,13.89,2.28,0.0
20220710:2210,0.0,0.0,0.0,13.73,1.93,0.0
20220710:2310,0.0,0.0,0.0,13.64,1.59,0.0
20220711:0010,0.0,0.0,0.0,13.57,1.59,0.0
20220711:0110,0.0,0.0,0.0,13.59,1.72,0.0
20220711:0210,0.0,0.0,0.0,13.59,1.93,0.0
20220711:0310,0.0,0.0,0.0,13.58,2.07,0.0
20220711:0410,0.92,8.0,6.14,13.53,2.14,0.0
20220711:0510,18.01,35.0,14.85,13.68,2.28,0.0
20220711:0610,114.14,152.0,24.09,14.05,2.62,0.0
20220711:0710,175.03,223.0,33.51,13.89,2.14,0.0
20220711:0810,110.3,148.0,42.72,15.05,2.62,0.0
20220711:0910,192.15,245.0,51.11,15.93,2.69,0.0
20220711:1010,135.86,179.0,57.7,16.28,2.48,0.0
20220711:1110,149.95,196.0,60.99,16.78,2.62,0.0
20220711:1210,132.1,175.0,59.78,16.92,2.62,0.0
20220711:1310,125.14,167.0,54.56,17.28,2.69,0.0
20220711:1410,133.68,177.0,46.87,17.06,2.55,0.0
20220711:1510,162.39,211.0,37.96,17.14,2.62,0.0
20220711:1610,117.48,158.0,28.58,17.3,2.48,0.0
20220711:1710,95.1,132.0,19.21,17.3,2.48,0.0
20220711:1810,32.29,55.0,10.21,16.95,1.66,0.0
