actual_price,predicted_price,actual_P,predicted_P
14.56,19.841185,3646.0,3807.3728
12.57,30.29233,3792.0,3691.9634
10.7,31.619007,3791.0,3524.206
13.87,34.990204,3625.0,3464.9067
14.24,47.030655,3660.0,2906.7505
10.0,46.74258,3135.0,2787.6353
87.84,52.522953,1910.0,2083.0742
122.93,132.7326,764.0,897.9934
136.49,175.1759,148.0,118.58928
153.75,179.08513,0.0,6.7703533
135.0,131.85907,0.0,-2.5823898
124.85,116.43219,0.0,-2.5823898
106.28,110.38545,0.0,-2.5823898
89.91,97.55437,0.0,-2.2916226
81.81,88.91223,0.0,-2.2916226
71.07,80.28582,0.0,3.969274
61.82,73.3215,0.0,3.969274
56.22,68.71786,0.0,3.9920363
70.35,76.86378,137.0,135.70885
81.73,92.56144,773.0,989.04205
85.1,86.01884,2007.0,1870.204
86.14,69.97611,3372.0,3322.7012
65.81,69.865814,4149.0,4196.6865
23.09,55.2458,4089.0,4625.958
8.75,20.663885,4039.0,4463.004
11.5,13.762845,4158.0,4181.9033
14.05,21.723505,4102.0,4043.8127
30.39,26.263128,3818.0,3675.6472
62.32,50.293545,3492.0,3247.5674
89.13,71.8097,2909.0,2699.7644
105.72,99.27202,1587.0,1939.3622
134.92,128.02856,625.0,900.64667
155.0,155.07976,127.0,119.454254
179.55,172.02377,0.0,6.7016644
139.09,145.60071,0.0,-2.3603113
102.18,121.87422,0.0,-2.6510787
97.75,98.10783,0.0,-2.6510787
81.11,93.66298,0.0,-2.6510787
74.99,80.13246,0.0,-2.6510787
68.99,69.86615,0.0,3.9920363
72.64,64.81777,0.0,3.9920363
73.35,71.056755,0.0,3.9920363
87.65,80.40933,149.0,101.710045
109.64,93.4761,859.0,874.29156
88.42,105.97176,2200.0,1861.6777
82.32,75.469124,3596.0,3482.0264
59.79,67.62698,4702.0,4482.817
20.0,50.81984,5088.0,5140.112
4.38,21.708082,4604.0,5271.3296
8.36,10.465372,4547.0,4599.9043
10.23,15.830486,4519.0,4383.7505
15.07,27.346693,4281.0,4085.9448
33.52,42.08372,3926.0,3634.7146
79.2,57.479717,3288.0,2961.7236
104.96,99.233444,1956.0,2135.7612
141.78,132.04785,799.0,741.5695
150.59,178.1547,147.0,117.4147
219.16,190.71011,0.0,6.7016644
185.7,190.5996,0.0,-2.6510787
123.18,149.47346,0.0,-2.6510787
103.67,109.687,0.0,-2.6510787
107.36,96.17035,0.0,-2.6510787
90.0,92.16611,0.0,-2.6510787
84.77,83.317276,0.0,3.9920363
85.12,78.829414,0.0,3.9920363
89.35,81.629555,0.0,3.9920363
96.89,97.09683,143.0,134.77992
111.79,106.01198,796.0,989.04205
79.62,107.85241,2023.0,1870.204
77.27,71.62202,3384.0,3347.6033
36.67,64.43626,4567.0,4383.4204
0.01,34.034992,4778.0,5214.4644
7.0,2.3685467,4545.0,5068.088
13.95,15.080258,4670.0,4603.3325
15.0,22.571396,4741.0,4490.7725
31.86,30.110212,4637.0,4309.1865
40.34,50.94043,4263.0,3920.4045
63.75,60.872425,3207.0,3248.0547
91.33,88.6356,1930.0,2058.0686
130.91,122.7397,742.0,803.83795
189.44,159.88179,99.0,91.00829
220.26,221.2743,0.0,4.9820743
152.25,177.43146,0.0,-2.3603113
127.74,126.64517,0.0,-2.3603113
107.26,112.697266,0.0,-2.6510787
111.99,97.56025,0.0,-2.3603113
96.95,101.94024,0.0,-2.3603113
91.54,91.02827,0.0,3.969274
88.88,89.03333,0.0,3.9920363
86.82,88.21053,0.0,3.9920363
94.34,98.41017,133.0,134.77992
101.36,103.49842,750.0,853.61536
87.38,98.621605,2009.0,1773.9653
76.04,72.99818,3396.0,3253.398
40.2,61.30164,4490.0,4311.0015
8.44,34.750484,5197.0,5123.4077
12.78,9.61968,4692.0,5329.841
15.0,22.21224,4716.0,4681.4004
20.0,25.45375,4716.0,4422.515
30.91,30.115597,4548.0,4332.716
52.18,50.81242,4247.0,3758.8118
76.93,66.96292,3106.0,3118.4734
102.06,101.43984,1872.0,2007.7595
122.36,138.12874,760.0,864.50244
190.0,152.43147,140.0,97.54782
175.94,211.90291,0.0,-0.65116155
157.62,145.60551,0.0,-10.0039015
132.13,129.87704,0.0,-10.0039015
115.16,113.92335,0.0,-7.7605324
110.51,106.48167,0.0,-2.3603113
93.08,102.36289,0.0,-2.3603113
87.33,87.596954,0.0,3.969274
82.11,82.00381,0.0,4.3268332
70.44,78.44842,0.0,4.3268332
64.29,75.63653,152.0,118.4707
52.0,69.689476,875.0,858.9695
22.22,51.349564,2243.0,1901.7217
8.43,12.95606,3611.0,3472.0764
0.89,1.6456592,3650.0,4552.052
0.01,-5.3159466,3674.0,4418.822
12.29,-3.4049509,3852.0,3993.3247
10.57,16.579008,4006.0,3888.4114
11.99,16.98929,3941.0,3894.206
17.04,20.826126,3906.0,3581.094
15.4,38.264175,3669.0,3273.8352
13.22,38.19894,3372.0,2897.2432
49.0,47.61462,2160.0,2156.3652
90.75,85.62493,852.0,1004.2156
148.17,130.62376,153.0,118.73158
180.24,164.01698,0.0,6.992431
160.66,154.41153,0.0,-2.3603113
148.93,132.84377,0.0,-2.3603113
113.27,127.08898,0.0,-2.3603113
92.84,103.680824,0.0,-2.6510787
87.92,86.53359,0.0,-2.2935188
86.24,82.856125,0.0,4.3495955
88.33,79.77644,0.0,4.3495955
90.32,77.50063,0.0,4.960653
90.92,79.88179,151.0,152.51352
80.79,77.65251,884.0,982.36285
60.19,63.458447,2286.0,2009.1567
9.4,45.18748,3331.0,3293.0083
0.01,1.2627351,3393.0,4059.898
0.0,-4.69218,2902.0,3896.6123
0.01,-3.7456234,3059.0,3265.6753
0.01,-0.34223002,3022.0,3160.085
0.01,0.9070805,2864.0,2869.0674
0.01,4.9506273,2725.0,2599.6829
0.01,18.813728,2633.0,2322.7688
0.01,19.081942,2699.0,2127.0
78.56,27.66778,2100.0,1830.9797
106.16,101.557076,856.0,1059.1439
136.0,134.92752,152.0,149.31842
160.32,157.97534,0.0,6.992431
145.61,149.7898,0.0,-2.3603113
135.0,129.87701,0.0,-2.3603113
126.26,116.190315,0.0,-2.0027514
104.21,107.40283,0.0,-2.2935188
100.88,95.280174,0.0,-1.6824621
94.38,95.681984,0.0,5.029341
88.33,88.20339,0.0,5.029341
88.72,87.99758,0.0,5.029341
102.66,102.72324,147.0,169.85995
110.07,110.50631,877.0,990.07947
122.89,104.02558,2277.0,1969.0388
86.74,99.9764,3691.0,3385.2332
36.08,76.78686,4791.0,4380.6772
31.96,38.55565,5491.0,5070.9595
27.03,34.299618,5093.0,5325.5225
40.0,30.405954,5221.0,4999.395
40.14,46.017723,5248.0,4922.532
40.14,50.51917,5204.0,4649.4517
61.1,62.34101,4668.0,4372.4014
83.57,77.17923,3587.0,3604.0632
94.43,97.1417,2219.0,2475.2844
116.05,116.69693,861.0,1141.9897
129.96,142.1022,154.0,180.8905
189.07,155.37105,0.0,6.7703533
159.66,150.52678,0.0,-2.5823898
137.98,131.10028,0.0,-2.2916226
120.3,120.32352,0.0,-2.2916226
104.77,104.56737,0.0,-2.2916226
101.83,97.38769,0.0,-2.2248302
94.3,96.67505,0.0,4.3495955
93.81,86.97731,0.0,4.960653
94.71,87.97879,0.0,4.960653
102.51,99.936806,146.0,118.4707
117.31,108.039604,864.0,978.6701
101.77,116.57074,2250.0,1936.0333
87.57,87.95561,3684.0,3375.8098
58.0,72.55334,4727.0,4645.3257
6.22,52.066574,5069.0,5274.3003
14.0,11.456216,4710.0,5413.3384
13.73,23.17402,4778.0,4818.938
14.0,23.465494,4679.0,4773.1235
24.63,27.120827,4551.0,4420.5127
34.02,42.804977,4342.0,3968.0813
74.18,55.736885,3366.0,3430.9502
99.41,94.762856,2055.0,2263.0085
122.0,120.56786,815.0,1095.887
153.01,148.73526,133.0,168.22168
244.33,167.88748,0.0,6.7016644
160.0,192.571,0.0,-2.6510787
145.0,131.61464,0.0,-2.6510787
119.48,118.970085,0.0,-2.6510787
112.83,104.62713,0.0,-2.6510787
