actual_price,predicted_price,actual_P,predicted_P
-20.94,-7.313664,30630.7175,30304.146
-25.5,-23.10786,29300.9225,28937.873
-25.98,-10.42581,27403.385,26945.31
-15.65,-5.1417537,25000.5975,22573.732
-6.55,2.1717722,20107.0625,18677.0
15.32,19.029398,14152.34,13679.484
38.38,51.96807,7666.95,7831.861
81.16,66.24275,2691.175,2775.2559
91.46,86.02874,306.44,331.6938
94.84,95.00344,80.735,32.268845
86.81,91.75323,69.0925,-0.04805194
74.51,87.354515,55.427499999999995,0.89181024
63.88,75.060555,52.97,0.89181024
61.4,68.72141,52.275,56.91403
57.81,64.90108,52.135000000000005,89.04668
60.53,65.326836,62.66,79.6098
67.09,75.93141,671.4825000000001,630.5055
82.63,86.94979,3912.7425,3610.3716
83.4,95.12454,10899.035,10188.52
45.89,78.18559,20051.182500000003,18771.537
2.85,36.913136,28001.13,27562.457
-6.0,-1.4941456,33267.8125,33760.85
-13.92,-10.943323,35923.345,36189.93
-22.48,-23.714108,36868.9575,36539.938
-24.92,-23.135511,36596.535,35398.15
-19.88,-17.868937,34310.5725,33807.4
-9.38,-8.817887,30704.1025,30791.703
-4.56,1.7161131,26080.655,24720.979
2.02,16.266586,20394.835,19601.277
61.16,32.385418,12763.2025,13648.607
96.6,81.85319,6277.799999999999,7297.7236
123.7,123.72322,1961.0375,2669.8594
119.82,128.32248,219.275,173.54535
104.85,116.778336,70.545,38.17733
97.61,103.48314,67.1375,-11.97366
75.98,93.142166,61.2725,-17.777273
